week,gameday,gametime,away_team,home_team,location
1,2024-09-05,20:20,BAL,KC,Home
1,2024-09-06,20:15,GB,PHI,Neutral
1,2024-09-08,13:00,PIT,ATL,Home
1,2024-09-08,13:00,ARI,BUF,Home
1,2024-09-08,13:00,TEN,CHI,Home
1,2024-09-08,13:00,NE,CIN,Home
1,2024-09-08,13:00,HOU,IND,Home
1,2024-09-08,13:00,JAX,MIA,Home
1,2024-09-08,13:00,CAR,NO,Home
1,2024-09-08,13:00,MIN,NYG,Home
1,2024-09-08,16:05,LV,LAC,Home
1,2024-09-08,16:05,DEN,SEA,Home
1,2024-09-08,16:25,DAL,CLE,Home
1,2024-09-08,16:25,WAS,TB,Home
1,2024-09-08,20:20,LA,DET,Home
1,2024-09-09,20:15,NYJ,SF,Home
2,2024-09-12,20:15,BUF,MIA,Home
2,2024-09-15,13:00,LV,BAL,Home
2,2024-09-15,13:00,LAC,CAR,Home
2,2024-09-15,13:00,NO,DAL,Home
2,2024-09-15,13:00,TB,DET,Home
2,2024-09-15,13:00,IND,GB,Home
2,2024-09-15,13:00,CLE,JAX,Home
2,2024-09-15,13:00,SF,MIN,Home
2,2024-09-15,13:00,SEA,NE,Home
2,2024-09-15,13:00,NYJ,TEN,Home
2,2024-09-15,13:00,NYG,WAS,Home
2,2024-09-15,16:05,LA,ARI,Home
2,2024-09-15,16:25,PIT,DEN,Home
2,2024-09-15,16:25,CIN,KC,Home
2,2024-09-15,20:20,CHI,HOU,Home
2,2024-09-16,20:15,ATL,PHI,Home
3,2024-09-19,20:15,NE,NYJ,Home
3,2024-09-22,13:00,NYG,CLE,Home
3,2024-09-22,13:00,CHI,IND,Home
3,2024-09-22,13:00,HOU,MIN,Home
3,2024-09-22,13:00,PHI,NO,Home
3,2024-09-22,13:00,LAC,PIT,Home
3,2024-09-22,13:00,DEN,TB,Home
3,2024-09-22,13:00,GB,TEN,Home
3,2024-09-22,16:05,CAR,LV,Home
3,2024-09-22,16:05,MIA,SEA,Home
3,2024-09-22,16:25,DET,ARI,Home
3,2024-09-22,16:25,BAL,DAL,Home
3,2024-09-22,16:25,SF,LA,Home
3,2024-09-22,20:20,KC,ATL,Home
3,2024-09-23,19:30,JAX,BUF,Home
3,2024-09-23,20:15,WAS,CIN,Home
4,2024-09-26,20:15,DAL,NYG,Home
4,2024-09-29,13:00,NO,ATL,Home
4,2024-09-29,13:00,CIN,CAR,Home
4,2024-09-29,13:00,LA,CHI,Home
4,2024-09-29,13:00,MIN,GB,Home
4,2024-09-29,13:00,JAX,HOU,Home
4,2024-09-29,13:00,PIT,IND,Home
4,2024-09-29,13:00,DEN,NYJ,Home
4,2024-09-29,13:00,PHI,TB,Home
4,2024-09-29,16:05,WAS,ARI,Home
4,2024-09-29,16:05,NE,SF,Home
4,2024-09-29,16:25,KC,LAC,Home
4,2024-09-29,16:25,CLE,LV,Home
4,2024-09-29,20:20,BUF,BAL,Home
4,2024-09-30,19:30,TEN,MIA,Home
4,2024-09-30,20:15,SEA,DET,Home
5,2024-10-03,20:15,TB,ATL,Home
5,2024-10-06,09:30,NYJ,MIN,Neutral
5,2024-10-06,13:00,CAR,CHI,Home
5,2024-10-06,13:00,BAL,CIN,Home
5,2024-10-06,13:00,BUF,HOU,Home
5,2024-10-06,13:00,IND,JAX,Home
5,2024-10-06,13:00,MIA,NE,Home
5,2024-10-06,13:00,CLE,WAS,Home
5,2024-10-06,16:05,LV,DEN,Home
5,2024-10-06,16:05,ARI,SF,Home
5,2024-10-06,16:25,GB,LA,Home
5,2024-10-06,16:25,NYG,SEA,Home
5,2024-10-06,20:20,DAL,PIT,Home
5,2024-10-07,20:15,NO,KC,Home
6,2024-10-10,20:15,SF,SEA,Home
6,2024-10-13,09:30,JAX,CHI,Neutral
6,2024-10-13,13:00,WAS,BAL,Home
6,2024-10-13,13:00,ARI,GB,Home
6,2024-10-13,13:00,HOU,NE,Home
6,2024-10-13,13:00,TB,NO,Home
6,2024-10-13,13:00,CLE,PHI,Home
6,2024-10-13,13:00,IND,TEN,Home
6,2024-10-13,16:05,LAC,DEN,Home
6,2024-10-13,16:05,PIT,LV,Home
6,2024-10-13,16:25,ATL,CAR,Home
6,2024-10-13,16:25,DET,DAL,Home
6,2024-10-13,20:20,CIN,NYG,Home
6,2024-10-14,20:15,BUF,NYJ,Home
7,2024-10-17,20:15,DEN,NO,Home
7,2024-10-20,09:30,NE,JAX,Neutral
7,2024-10-20,13:00,SEA,ATL,Home
7,2024-10-20,13:00,TEN,BUF,Home
7,2024-10-20,13:00,CIN,CLE,Home
7,2024-10-20,13:00,HOU,GB,Home
7,2024-10-20,13:00,MIA,IND,Home
7,2024-10-20,13:00,DET,MIN,Home
7,2024-10-20,13:00,PHI,NYG,Home
7,2024-10-20,16:05,LV,LA,Home
7,2024-10-20,16:05,CAR,WAS,Home
7,2024-10-20,16:25,KC,SF,Home
7,2024-10-20,20:20,NYJ,PIT,Home
7,2024-10-21,20:15,BAL,TB,Home
7,2024-10-21,21:00,LAC,ARI,Home
8,2024-10-24,20:15,MIN,LA,Home
8,2024-10-27,13:00,PHI,CIN,Home
8,2024-10-27,13:00,BAL,CLE,Home
8,2024-10-27,13:00,TEN,DET,Home
8,2024-10-27,13:00,IND,HOU,Home
8,2024-10-27,13:00,GB,JAX,Home
8,2024-10-27,13:00,ARI,MIA,Home
8,2024-10-27,13:00,NYJ,NE,Home
8,2024-10-27,13:00,ATL,TB,Home
8,2024-10-27,16:05,NO,LAC,Home
8,2024-10-27,16:05,BUF,SEA,Home
8,2024-10-27,16:25,CAR,DEN,Home
8,2024-10-27,16:25,KC,LV,Home
8,2024-10-27,16:25,CHI,WAS,Home
8,2024-10-27,20:20,DAL,SF,Home
8,2024-10-28,20:15,NYG,PIT,Home
9,2024-10-31,20:15,HOU,NYJ,Home
9,2024-11-03,13:00,DAL,ATL,Home
9,2024-11-03,13:00,DEN,BAL,Home
9,2024-11-03,13:00,MIA,BUF,Home
9,2024-11-03,13:00,NO,CAR,Home
9,2024-11-03,13:00,LV,CIN,Home
9,2024-11-03,13:00,LAC,CLE,Home
9,2024-11-03,13:00,WAS,NYG,Home
9,2024-11-03,13:00,NE,TEN,Home
9,2024-11-03,16:05,CHI,ARI,Home
9,2024-11-03,16:05,JAX,PHI,Home
9,2024-11-03,16:25,DET,GB,Home
9,2024-11-03,16:25,LA,SEA,Home
9,2024-11-03,20:20,IND,MIN,Home
9,2024-11-04,20:15,TB,KC,Home
10,2024-11-07,20:15,CIN,BAL,Home
10,2024-11-10,09:30,NYG,CAR,Neutral
10,2024-11-10,13:00,NE,CHI,Home
10,2024-11-10,13:00,BUF,IND,Home
10,2024-11-10,13:00,MIN,JAX,Home
10,2024-11-10,13:00,DEN,KC,Home
10,2024-11-10,13:00,ATL,NO,Home
10,2024-11-10,13:00,SF,TB,Home
10,2024-11-10,13:00,PIT,WAS,Home
10,2024-11-10,16:05,TEN,LAC,Home
10,2024-11-10,16:25,NYJ,ARI,Home
10,2024-11-10,16:25,PHI,DAL,Home
10,2024-11-10,20:20,DET,HOU,Home
10,2024-11-11,20:15,MIA,LA,Home
11,2024-11-14,20:15,WAS,PHI,Home
11,2024-11-17,13:00,GB,CHI,Home
11,2024-11-17,13:00,JAX,DET,Home
11,2024-11-17,13:00,LV,MIA,Home
11,2024-11-17,13:00,LA,NE,Home
11,2024-11-17,13:00,CLE,NO,Home
11,2024-11-17,13:00,IND,NYJ,Home
11,2024-11-17,13:00,BAL,PIT,Home
11,2024-11-17,13:00,MIN,TEN,Home
11,2024-11-17,16:05,ATL,DEN,Home
11,2024-11-17,16:05,SEA,SF,Home
11,2024-11-17,16:25,KC,BUF,Home
11,2024-11-17,20:20,CIN,LAC,Home
11,2024-11-18,20:15,HOU,DAL,Home
12,2024-11-21,20:15,PIT,CLE,Home
12,2024-11-24,13:00,KC,CAR,Home
12,2024-11-24,13:00,MIN,CHI,Home
12,2024-11-24,13:00,TEN,HOU,Home
12,2024-11-24,13:00,DET,IND,Home
12,2024-11-24,13:00,NE,MIA,Home
12,2024-11-24,13:00,TB,NYG,Home
12,2024-11-24,13:00,DAL,WAS,Home
12,2024-11-24,16:05,DEN,LV,Home
12,2024-11-24,16:25,SF,GB,Home
12,2024-11-24,16:25,ARI,SEA,Home
12,2024-11-24,20:20,PHI,LA,Home
12,2024-11-25,20:15,BAL,LAC,Home
13,2024-11-28,12:30,CHI,DET,Home
13,2024-11-28,16:30,NYG,DAL,Home
13,2024-11-28,20:20,MIA,GB,Home
13,2024-11-29,15:00,LV,KC,Home
13,2024-12-01,13:00,LAC,ATL,Home
13,2024-12-01,13:00,PIT,CIN,Home
13,2024-12-01,13:00,HOU,JAX,Home
13,2024-12-01,13:00,ARI,MIN,Home
13,2024-12-01,13:00,IND,NE,Home
13,2024-12-01,13:00,SEA,NYJ,Home
13,2024-12-01,13:00,TEN,WAS,Home
13,2024-12-01,16:05,TB,CAR,Home
13,2024-12-01,16:05,LA,NO,Home
13,2024-12-01,16:25,PHI,BAL,Home
13,2024-12-01,20:20,SF,BUF,Home
13,2024-12-02,20:15,CLE,DEN,Home
14,2024-12-05,20:15,GB,DET,Home
14,2024-12-08,13:00,NYJ,MIA,Home
14,2024-12-08,13:00,ATL,MIN,Home
14,2024-12-08,13:00,NO,NYG,Home
14,2024-12-08,13:00,CAR,PHI,Home
14,2024-12-08,13:00,CLE,PIT,Home
14,2024-12-08,13:00,LV,TB,Home
14,2024-12-08,13:00,JAX,TEN,Home
14,2024-12-08,16:05,SEA,ARI,Home
14,2024-12-08,16:25,BUF,LA,Home
14,2024-12-08,16:25,CHI,SF,Home
14,2024-12-08,20:20,LAC,KC,Home
14,2024-12-09,20:15,CIN,DAL,Home
15,2024-12-12,20:15,LA,SF,Home
15,2024-12-15,13:00,DAL,CAR,Home
15,2024-12-15,13:00,KC,CLE,Home
15,2024-12-15,13:00,MIA,HOU,Home
15,2024-12-15,13:00,NYJ,JAX,Home
15,2024-12-15,13:00,WAS,NO,Home
15,2024-12-15,13:00,BAL,NYG,Home
15,2024-12-15,13:00,CIN,TEN,Home
15,2024-12-15,16:25,NE,ARI,Home
15,2024-12-15,16:25,IND,DEN,Home
15,2024-12-15,16:25,BUF,DET,Home
15,2024-12-15,16:25,TB,LAC,Home
15,2024-12-15,16:25,PIT,PHI,Home
15,2024-12-15,20:20,GB,SEA,Home
15,2024-12-16,20:00,CHI,MIN,Home
15,2024-12-16,20:30,ATL,LV,Home
16,2024-12-19,20:15,DEN,LAC,Home
16,2024-12-21,13:00,HOU,KC,Home
16,2024-12-21,16:30,PIT,BAL,Home
16,2024-12-22,13:00,NYG,ATL,Home
16,2024-12-22,13:00,ARI,CAR,Home
16,2024-12-22,13:00,DET,CHI,Home
16,2024-12-22,13:00,CLE,CIN,Home
16,2024-12-22,13:00,TEN,IND,Home
16,2024-12-22,13:00,LA,NYJ,Home
16,2024-12-22,13:00,PHI,WAS,Home
16,2024-12-22,16:05,MIN,SEA,Home
16,2024-12-22,16:25,NE,BUF,Home
16,2024-12-22,16:25,JAX,LV,Home
16,2024-12-22,16:25,SF,MIA,Home
16,2024-12-22,20:20,TB,DAL,Home
16,2024-12-23,20:15,NO,GB,Home
17,2024-12-25,13:00,KC,PIT,Home
17,2024-12-25,16:30,BAL,HOU,Home
17,2024-12-26,20:15,SEA,CHI,Home
17,2024-12-28,13:00,LAC,NE,Home
17,2024-12-28,16:30,DEN,CIN,Home
17,2024-12-28,20:15,ARI,LA,Home
17,2024-12-29,13:00,NYJ,BUF,Home
17,2024-12-29,13:00,TEN,JAX,Home
17,2024-12-29,13:00,LV,NO,Home
17,2024-12-29,13:00,IND,NYG,Home
17,2024-12-29,13:00,DAL,PHI,Home
17,2024-12-29,13:00,CAR,TB,Home
17,2024-12-29,16:05,MIA,CLE,Home
17,2024-12-29,16:25,GB,MIN,Home
17,2024-12-29,20:20,ATL,WAS,Home
17,2024-12-30,20:15,DET,SF,Home
18,2025-01-04,16:30,CLE,BAL,Home
18,2025-01-04,20:00,CIN,PIT,Home
18,2025-01-05,13:00,CAR,ATL,Home
18,2025-01-05,13:00,WAS,DAL,Home
18,2025-01-05,13:00,CHI,GB,Home
18,2025-01-05,13:00,JAX,IND,Home
18,2025-01-05,13:00,BUF,NE,Home
18,2025-01-05,13:00,NYG,PHI,Home
18,2025-01-05,13:00,NO,TB,Home
18,2025-01-05,13:00,HOU,TEN,Home
18,2025-01-05,16:25,SF,ARI,Home
18,2025-01-05,16:25,KC,DEN,Home
18,2025-01-05,16:25,SEA,LA,Home
18,2025-01-05,16:25,LAC,LV,Home
18,2025-01-05,16:25,MIA,NYJ,Home
18,2025-01-05,20:20,MIN,DET,Home
19,2025-01-11,16:30,LAC,HOU,Home
19,2025-01-11,20:00,PIT,BAL,Home
19,2025-01-12,13:00,DEN,BUF,Home
19,2025-01-12,16:30,GB,PHI,Home
19,2025-01-12,20:00,WAS,TB,Home
19,2025-01-13,20:00,MIN,LA,Neutral
20,2025-01-18,16:30,HOU,KC,Home
20,2025-01-18,20:00,WAS,DET,Home
20,2025-01-19,15:00,LA,PHI,Home
20,2025-01-19,18:30,BAL,BUF,Home
21,2025-01-26,15:00,WAS,PHI,Home
21,2025-01-26,18:30,BUF,KC,Home
22,2025-02-09,18:30,KC,PHI,Neutral
