name,position,team,pass_yds,pass_td,rush_yds,rush_td,rec,rec_yds,rec_td,return_td,off_fumble_return_td,two_pt,fg_0_19,fg_20_29,fg_30_39,fg_40_49,fg_50_plus,pat_made,def_td,def_safety,def_return_td,def_xp_returned,def_points_allowed
Anthony Miller,WR,CHI,0.0,0.0,12.0,0.0,49.0,485.0,2.0,0.0,0,0.0,,,,,,,,,,,
Antonio Brown,WR,TB,0.0,0.0,-2.0,0.0,45.0,483.0,4.0,0.0,0,0.0,,,,,,,,,,,
Antonio Gandy-Golden,TE,WSH,0.0,0.0,22.0,0.0,1.0,3.0,0.0,0.0,0,0.0,,,,,,,,,,,
Antonio Gibson,RB,WSH,0.0,0.0,795.0,11.0,36.0,247.0,0.0,0.0,0,0.0,,,,,,,,,,,
Antonio Williams,RB,BUF,0.0,0.0,63.0,2.0,1.0,20.0,0.0,0.0,0,0.0,,,,,,,,,,,
Arizona Cardinals,DEF,ARI,,,,,,,,,,,,,,,,,0,0,0,0,367.0
Artavis Pierce,RB,CHI,0.0,0.0,34.0,1.0,0.0,0.0,0.0,0.0,0,0.0,,,,,,,,,,,
Atlanta Falcons,DEF,ATL,,,,,,,,,,,,,,,,,0,0,0,0,414.0
Auden Tate,WR,CIN,0.0,0.0,0.0,0.0,14.0,150.0,0.0,0.0,0,0.0,,,,,,,,,,,
Austin Ekeler,RB,LAC,0.0,0.0,530.0,1.0,54.0,403.0,2.0,0.0,0,0.0,,,,,,,,,,,
Austin Mack,WR,NYG,0.0,0.0,0.0,0.0,7.0,91.0,0.0,0.0,0,0.0,,,,,,,,,,,
Austin Seibert,K,CIN,,,,0.0,,,0.0,0.0,0,0.0,0.0,0.0,5.0,1.0,0.0,8.0,,,,,
Baker Mayfield,QB,CLE,3563.0,26.0,165.0,1.0,1.0,6.0,0.0,0.0,0,0.0,,,,,,,,,,,
Baltimore Ravens,DEF,BAL,,,,,,,,,,,,,,,,,0,0,0,0,303.0
Ben DiNucci,QB,DAL,219.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0,0,0.0,,,,,,,,,,,
Ben Roethlisberger,QB,PIT,3803.0,33.0,11.0,0.0,0.0,0.0,0.0,0.0,0,0.0,,,,,,,,,,,
Benny Snell Jr.,RB,PIT,0.0,0.0,368.0,4.0,10.0,61.0,0.0,0.0,0,0.0,,,,,,,,,,,
Bisi Johnson,WR,MIN,0.0,0.0,0.0,0.0,14.0,189.0,0.0,0.0,0,1.0,,,,,,,,,,,
Blaine Gabbert,QB,TB,143.0,2.0,16.0,0.0,0.0,0.0,0.0,0.0,0,0.0,,,,,,,,,,,
Blake Bell,TE,DAL,0.0,0.0,2.0,0.0,11.0,110.0,0.0,0.0,0,0.0,,,,,,,,,,,
Bo Scarbrough,RB,SEA,0.0,0.0,31.0,0.0,0.0,0.0,0.0,0.0,0,0.0,,,,,,,,,,,
Boston Scott,RB,PHI,0.0,0.0,374.0,1.0,25.0,212.0,1.0,0.0,0,0.0,,,,,,,,,,,
Brandin Cooks,WR,HOU,0.0,0.0,0.0,0.0,81.0,1150.0,6.0,0.0,0,0.0,,,,,,,,,,,
Brandon Aiyuk,WR,SF,0.0,0.0,77.0,2.0,60.0,748.0,5.0,0.0,0,0.0,,,,,,,,,,,
Brandon Allen,QB,CIN,925.0,5.0,27.0,0.0,0.0,0.0,0.0,0.0,0,0.0,,,,,,,,,,,
Brandon McManus,K,DEN,,,,0.0,,,0.0,0.0,0,0.0,0.0,6.0,4.0,8.0,10.0,24.0,,,,,
Braxton Berrios,WR,NYJ,0.0,0.0,29.0,0.0,37.0,394.0,3.0,0.0,0,0.0,,,,,,,,,,,
Breshad Perriman,WR,NYJ,0.0,0.0,6.0,0.0,30.0,505.0,3.0,0.0,0,0.0,,,,,,,,,,,
Brett Rypien,QB,DEN,295.0,2.0,-5.0,0.0,0.0,0.0,0.0,0.0,0,0.0,,,,,,,,,,,
Brian Hill,RB,ATL,0.0,0.0,465.0,1.0,25.0,199.0,0.0,0.0,0,0.0,,,,,,,,,,,
Brian Hoyer,QB,NE,130.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0,0.0,,,,,,,,,,,
Bryan Edwards,WR,LV,0.0,0.0,0.0,0.0,11.0,193.0,1.0,0.0,0,0.0,,,,,,,,,,,
Buddy Howell,RB,HOU,0.0,0.0,64.0,0.0,1.0,3.0,0.0,0.0,0,0.0,,,,,,,,,,,
Buffalo Bills,DEF,BUF,,,,,,,,,,,,,,,,,0,0,0,0,375.0
Byron Pringle,WR,KC,0.0,0.0,0.0,0.0,13.0,160.0,1.0,1.0,0,0.0,,,,,,,,,,,
C.J. Beathard,QB,SF,787.0,6.0,28.0,0.0,0.0,0.0,0.0,0.0,0,0.0,,,,,,,,,,,
C.J. Board,WR,NYG,0.0,0.0,3.0,0.0,11.0,101.0,0.0,0.0,0,0.0,,,,,,,,,,,
C.J. Prosise,RB,HOU,0.0,0.0,19.0,0.0,5.0,18.0,1.0,0.0,0,0.0,,,,,,,,,,,
Cairo Santos,K,CHI,,,,0.0,,,0.0,0.0,0,0.0,0.0,9.0,10.0,9.0,2.0,36.0,,,,,
Calvin Ridley,WR,ATL,0.0,0.0,1.0,0.0,90.0,1374.0,9.0,0.0,0,1.0,,,,,,,,,,,
Cam Akers,RB,LAR,0.0,0.0,625.0,2.0,11.0,123.0,1.0,0.0,0,0.0,,,,,,,,,,,
Cam Newton,QB,NE,2657.0,8.0,592.0,12.0,2.0,35.0,1.0,0.0,0,0.0,,,,,,,,,,,
Cam Sims,WR,WSH,0.0,0.0,5.0,0.0,32.0,477.0,1.0,0.0,0,0.0,,,,,,,,,,,
Cameron Batson,WR,TEN,0.0,0.0,20.0,0.0,12.0,100.0,1.0,0.0,0,0.0,,,,,,,,,,,
Cameron Brate,TE,TB,0.0,0.0,0.0,0.0,28.0,282.0,2.0,0.0,0,0.0,,,,,,,,,,,
Carlos Hyde,RB,SEA,0.0,0.0,356.0,4.0,16.0,93.0,0.0,0.0,0,0.0,,,,,,,,,,,
Carolina Panthers,DEF,CAR,,,,,,,,,,,,,,,,,0,0,0,0,402.0
Carson Wentz,QB,PHI,2620.0,16.0,276.0,5.0,0.0,0.0,0.0,0.0,0,0.0,,,,,,,,,,,
Case Keenum,QB,CLE,46.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,,,,,,,,,,,
Cedrick Wilson Jr.,WR,DAL,23.0,1.0,-12.0,0.0,17.0,189.0,2.0,0.0,0,0.0,,,,,,,,,,,
CeeDee Lamb,WR,DAL,0.0,0.0,82.0,1.0,74.0,935.0,5.0,1.0,0,1.0,,,,,,,,,,,
Chad Beebe,WR,MIN,0.0,0.0,0.0,0.0,20.0,201.0,2.0,0.0,0,0.0,,,,,,,,,,,
Chad Hansen,WR,HOU,0.0,0.0,0.0,0.0,17.0,236.0,1.0,0.0,0,0.0,,,,,,,,,,,
Chad Henne,QB,KC,248.0,2.0,-2.0,1.0,0.0,0.0,0.0,0.0,0,0.0,,,,,,,,,,,
Chase Claypool,WR,PIT,0.0,0.0,16.0,2.0,62.0,873.0,9.0,0.0,0,0.0,,,,,,,,,,,
Chase Daniel,QB,DET,264.0,1.0,16.0,0.0,0.0,0.0,0.0,0.0,0,0.0,,,,,,,,,,,
Chase Edmonds,RB,ARI,0.0,0.0,448.0,1.0,53.0,402.0,4.0,0.0,0,0.0,,,,,,,,,,,
Chase McLaughlin,K,NYJ,,,,0.0,,,0.0,0.0,0,0.0,0.0,1.0,1.0,1.0,1.0,5.0,,,,,
Chicago Bears,DEF,CHI,,,,,,,,,,,,,,,,,0,0,0,0,370.0
Chris Boswell,K,PIT,,,,0.0,,,0.0,0.0,0,0.0,0.0,5.0,6.0,7.0,1.0,34.0,,,,,
Chris Carson,RB,SEA,0.0,0.0,681.0,5.0,37.0,287.0,4.0,0.0,0,0.0,,,,,,,,,,,
Chris Conley,WR,JAX,0.0,0.0,0.0,0.0,40.0,471.0,1.0,0.0,0,0.0,,,,,,,,,,,
Chris Godwin Jr.,WR,TB,0.0,0.0,0.0,0.0,65.0,840.0,7.0,0.0,0,0.0,,,,,,,,,,,
Chris Herndon,TE,NYJ,0.0,0.0,0.0,0.0,31.0,287.0,3.0,0.0,0,0.0,,,,,,,,,,,
Chris Hogan,WR,NYJ,0.0,0.0,0.0,0.0,14.0,118.0,0.0,0.0,0,0.0,,,,,,,,,,,
Chris Streveler,QB,ARI,105.0,1.0,15.0,0.0,0.0,0.0,0.0,0.0,0,0.0,,,,,,,,,,,
Chris Thompson,RB,JAX,0.0,0.0,20.0,0.0,20.0,146.0,1.0,0.0,0,0.0,,,,,,,,,,,
Christian Blake,WR,ATL,0.0,0.0,0.0,0.0,13.0,141.0,0.0,0.0,0,0.0,,,,,,,,,,,
Christian Kirk,WR,ARI,0.0,0.0,3.0,0.0,48.0,621.0,6.0,0.0,0,0.0,,,,,,,,,,,
Christian McCaffrey,RB,CAR,0.0,0.0,225.0,5.0,17.0,149.0,1.0,0.0,0,0.0,,,,,,,,,,,
Cincinnati Bengals,DEF,CIN,,,,,,,,,,,,,,,,,0,0,0,0,424.0
Cleveland Browns,DEF,CLE,,,,,,,,,,,,,,,,,0,0,0,0,419.0
Clyde Edwards-Helaire,RB,KC,0.0,0.0,803.0,4.0,36.0,297.0,1.0,0.0,0,0.0,,,,,,,,,,,
Cody Parkey,K,CLE,,,,0.0,,,0.0,0.0,0,0.0,0.0,5.0,4.0,10.0,0.0,43.0,,,,,
Cole Beasley,WR,BUF,20.0,1.0,0.0,0.0,82.0,967.0,4.0,0.0,0,0.0,,,,,,,,,,,
Cole Kmet,TE,CHI,0.0,0.0,-3.0,0.0,28.0,243.0,2.0,0.0,0,0.0,,,,,,,,,,,
Collin Johnson,WR,JAX,0.0,0.0,0.0,0.0,18.0,272.0,2.0,0.0,0,1.0,,,,,,,,,,,
Cooper Kupp,WR,LAR,0.0,0.0,33.0,0.0,92.0,974.0,3.0,0.0,0,0.0,,,,,,,,,,,
Cordarrelle Patterson,RB,CHI,0.0,0.0,232.0,1.0,21.0,132.0,0.0,1.0,0,0.0,,,,,,,,,,,
Corey Clement,RB,PHI,0.0,0.0,75.0,1.0,5.0,25.0,0.0,0.0,0,0.0,,,,,,,,,,,
Corey Davis,WR,TEN,0.0,0.0,0.0,0.0,65.0,984.0,5.0,0.0,0,0.0,,,,,,,,,,,
Curtis Samuel,WR,CAR,0.0,0.0,200.0,2.0,77.0,851.0,3.0,0.0,0,0.0,,,,,,,,,,,
D'Andre Swift,RB,DET,0.0,0.0,521.0,8.0,46.0,357.0,2.0,0.0,0,0.0,,,,,,,,,,,
D'Ernest Johnson,RB,CLE,0.0,0.0,166.0,0.0,3.0,14.0,0.0,0.0,0,0.0,,,,,,,,,,,
D'Onta Foreman,RB,TEN,0.0,0.0,95.0,0.0,1.0,5.0,1.0,0.0,0,0.0,,,,,,,,,,,
DJ Chark,WR,JAX,0.0,0.0,0.0,0.0,53.0,706.0,5.0,0.0,0,0.0,,,,,,,,,,,
DJ Moore,WR,CAR,0.0,0.0,22.0,0.0,66.0,1193.0,4.0,0.0,0,0.0,,,,,,,,,,,
DK Metcalf,WR,SEA,0.0,0.0,0.0,0.0,83.0,1303.0,10.0,0.0,0,0.0,,,,,,,,,,,
DaeSean Hamilton,WR,DEN,0.0,0.0,0.0,0.0,23.0,293.0,2.0,0.0,0,0.0,,,,,,,,,,,
Dak Prescott,QB,DAL,1856.0,9.0,93.0,3.0,1.0,11.0,1.0,0.0,0,1.0,,,,,,,,,,,
Dallas Cowboys,DEF,DAL,,,,,,,,,,,,,,,,,0,0,0,0,473.0
Dallas Goedert,TE,PHI,0.0,0.0,0.0,0.0,46.0,524.0,3.0,0.0,0,0.0,,,,,,,,,,,
Dalton Schultz,TE,DAL,0.0,0.0,0.0,0.0,63.0,615.0,4.0,0.0,0,0.0,,,,,,,,,,,
Dalvin Cook,RB,MIN,0.0,0.0,1557.0,16.0,44.0,361.0,1.0,0.0,0,3.0,,,,,,,,,,,
Damien Harris,RB,NE,0.0,0.0,691.0,2.0,5.0,52.0,0.0,0.0,0,0.0,,,,,,,,,,,
Damiere Byrd,WR,NE,0.0,0.0,15.0,0.0,47.0,604.0,1.0,0.0,0,0.0,,,,,,,,,,,
Dan Bailey,K,MIN,,,,0.0,,,0.0,0.0,0,0.0,0.0,6.0,3.0,4.0,2.0,37.0,,,,,
Daniel Carlson,K,LV,,,,0.0,,,0.0,0.0,0,0.0,0.0,18.0,8.0,3.0,4.0,45.0,,,,,
Daniel Jones,QB,NYG,2943.0,11.0,423.0,1.0,0.0,0.0,0.0,0.0,0,0.0,,,,,,,,,,,
Danny Amendola,WR,DET,0.0,0.0,2.0,0.0,46.0,602.0,0.0,0.0,0,0.0,,,,,,,,,,,
Dare Ogunbowale,RB,JAX,0.0,0.0,145.0,0.0,10.0,54.0,0.0,0.0,0,0.0,,,,,,,,,,,
Darius Slayton,WR,NYG,0.0,0.0,-1.0,0.0,50.0,751.0,3.0,0.0,0,0.0,,,,,,,,,,,
Darnell Mooney,WR,CHI,0.0,0.0,20.0,0.0,61.0,631.0,4.0,0.0,0,1.0,,,,,,,,,,,
Darrel Williams,RB,KC,0.0,0.0,169.0,1.0,18.0,116.0,0.0,0.0,0,1.0,,,,,,,,,,,
Darrell Daniels,TE,ARI,0.0,0.0,0.0,0.0,8.0,92.0,1.0,0.0,0,0.0,,,,,,,,,,,
Darrell Henderson Jr.,RB,LAR,0.0,0.0,624.0,5.0,16.0,159.0,1.0,0.0,0,0.0,,,,,,,,,,,
Darren Waller,TE,LV,0.0,0.0,0.0,0.0,107.0,1196.0,9.0,0.0,0,1.0,,,,,,,,,,,
Darrynton Evans,RB,TEN,0.0,0.0,54.0,0.0,2.0,27.0,1.0,0.0,0,0.0,,,,,,,,,,,
Darwin Thompson,RB,KC,0.0,0.0,97.0,1.0,7.0,65.0,1.0,0.0,0,0.0,,,,,,,,,,,
Davante Adams,WR,GB,0.0,0.0,0.0,0.0,115.0,1374.0,18.0,0.0,0,0.0,,,,,,,,,,,
David Blough,QB,DET,49.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0,0.0,,,,,,,,,,,
David Johnson,RB,HOU,0.0,0.0,691.0,6.0,33.0,314.0,2.0,0.0,0,0.0,,,,,,,,,,,
David Montgomery,RB,CHI,0.0,0.0,1070.0,8.0,54.0,438.0,2.0,0.0,0,1.0,,,,,,,,,,,
David Moore,WR,SEA,0.0,0.0,61.0,0.0,35.0,417.0,6.0,0.0,0,0.0,,,,,,,,,,,
David Njoku,TE,CLE,0.0,0.0,0.0,0.0,19.0,213.0,2.0,0.0,0,0.0,,,,,,,,,,,
Dawson Knox,TE,BUF,0.0,0.0,0.0,0.0,24.0,288.0,3.0,0.0,0,0.0,,,,,,,,,,,
DeAndre Hopkins,WR,ARI,0.0,0.0,1.0,0.0,115.0,1407.0,6.0,0.0,0,0.0,,,,,,,,,,,
DeAndre Washington,RB,MIA,0.0,0.0,91.0,0.0,5.0,30.0,0.0,0.0,0,0.0,,,,,,,,,,,
DeMichael Harris,WR,IND,0.0,0.0,46.0,0.0,10.0,79.0,0.0,0.0,0,0.0,,,,,,,,,,,
DeSean Jackson,WR,PHI,0.0,0.0,12.0,0.0,14.0,236.0,1.0,0.0,0,0.0,,,,,,,,,,,
DeVante Parker,WR,MIA,0.0,0.0,0.0,0.0,63.0,793.0,4.0,0.0,0,0.0,,,,,,,,,,,
DeeJay Dallas,RB,SEA,0.0,0.0,108.0,2.0,17.0,111.0,1.0,0.0,0,0.0,,,,,,,,,,,
Deebo Samuel,WR,SF,0.0,0.0,26.0,0.0,33.0,391.0,1.0,0.0,0,0.0,,,,,,,,,,,
Demarcus Robinson,WR,KC,0.0,0.0,0.0,0.0,45.0,466.0,3.0,0.0,0,0.0,,,,,,,,,,,
Denver Broncos,DEF,DEN,,,,,,,,,,,,,,,,,0,0,0,0,446.0
Deonte Harty,WR,NO,0.0,0.0,51.0,0.0,20.0,186.0,1.0,0.0,0,0.0,,,,,,,,,,,
Derek Carr,QB,LV,4103.0,27.0,140.0,3.0,0.0,0.0,0.0,0.0,0,0.0,,,,,,,,,,,
Derrick Henry,RB,TEN,0.0,0.0,2027.0,17.0,19.0,114.0,0.0,0.0,0,1.0,,,,,,,,,,,
Deshaun Watson,QB,HOU,4823.0,33.0,444.0,3.0,0.0,0.0,0.0,0.0,0,0.0,,,,,,,,,,,
Detroit Lions,DEF,DET,,,,,,,,,,,,,,,,,0,0,0,0,519.0
Devin Duvernay,WR,BAL,0.0,0.0,70.0,0.0,20.0,201.0,0.0,1.0,0,0.0,,,,,,,,,,,
Devin Singletary,RB,BUF,0.0,0.0,687.0,2.0,38.0,269.0,0.0,0.0,0,0.0,,,,,,,,,,,
Devonta Freeman,RB,NYG,0.0,0.0,172.0,1.0,7.0,58.0,0.0,0.0,0,0.0,,,,,,,,,,,
Devontae Booker,RB,LV,0.0,0.0,423.0,3.0,17.0,84.0,0.0,0.0,0,0.0,,,,,,,,,,,
Dion Lewis,RB,NYG,0.0,0.0,115.0,2.0,19.0,127.0,1.0,0.0,0,0.0,,,,,,,,,,,
Diontae Johnson,WR,PIT,0.0,0.0,15.0,0.0,88.0,923.0,7.0,0.0,0,0.0,,,,,,,,,,,
Diontae Spencer,WR,DEN,0.0,0.0,19.0,0.0,3.0,26.0,0.0,1.0,0,0.0,,,,,,,,,,,
Donald Parham Jr.,TE,LAC,0.0,0.0,0.0,0.0,10.0,159.0,2.0,0.0,0,0.0,,,,,,,,,,,
Donovan Peoples-Jones,WR,CLE,0.0,0.0,0.0,0.0,14.0,304.0,2.0,0.0,0,1.0,,,,,,,,,,,
Dontrell Hilliard,RB,HOU,0.0,0.0,48.0,0.0,1.0,2.0,0.0,0.0,0,0.0,,,,,,,,,,,
Dontrelle Inman,WR,WSH,0.0,0.0,0.0,0.0,18.0,163.0,2.0,0.0,0,0.0,,,,,,,,,,,
Drew Brees,QB,NO,2942.0,24.0,-2.0,2.0,0.0,0.0,0.0,0.0,0,0.0,,,,,,,,,,,
Drew Lock,QB,DEN,2933.0,16.0,160.0,3.0,0.0,0.0,0.0,0.0,0,0.0,,,,,,,,,,,
Duke Johnson,RB,HOU,0.0,0.0,235.0,1.0,28.0,249.0,1.0,0.0,0,0.0,,,,,,,,,,,
Durham Smythe,TE,MIA,0.0,0.0,0.0,0.0,26.0,208.0,2.0,0.0,0,0.0,,,,,,,,,,,
Dustin Hopkins,K,WSH,,,,0.0,,,0.0,0.0,0,0.0,0.0,5.0,7.0,13.0,2.0,30.0,,,,,
Dwayne Haskins,QB,WSH,1439.0,5.0,46.0,1.0,0.0,0.0,0.0,0.0,0,0.0,,,,,,,,,,,
Dwayne Washington,RB,NO,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0,0.0,,,,,,,,,,,
Easton Stick,QB,LAC,4.0,0.0,-2.0,0.0,0.0,0.0,0.0,0.0,0,0.0,,,,,,,,,,,
Elijhaa Penny,RB,NYG,0.0,0.0,15.0,0.0,2.0,20.0,0.0,0.0,0,0.0,,,,,,,,,,,
Elliott Fry,K,ATL,,,,0.0,,,0.0,0.0,0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,,,,,
Emmanuel Sanders,WR,NO,0.0,0.0,12.0,0.0,61.0,726.0,5.0,0.0,0,0.0,,,,,,,,,,,
Equanimeous St. Brown,WR,GB,0.0,0.0,7.0,0.0,7.0,117.0,1.0,0.0,0,0.0,,,,,,,,,,,
Eric Ebron,TE,PIT,0.0,0.0,0.0,0.0,56.0,558.0,5.0,0.0,0,1.0,,,,,,,,,,,
Evan Engram,TE,NYG,0.0,0.0,26.0,1.0,63.0,654.0,1.0,0.0,0,0.0,,,,,,,,,,,
Ezekiel Elliott,RB,DAL,0.0,0.0,979.0,6.0,52.0,338.0,2.0,0.0,0,1.0,,,,,,,,,,,
Foster Moreau,TE,LV,0.0,0.0,0.0,0.0,7.0,140.0,2.0,0.0,0,0.0,,,,,,,,,,,
Frank Gore,RB,NYJ,0.0,0.0,653.0,2.0,16.0,89.0,0.0,0.0,0,0.0,,,,,,,,,,,
Freddie Swain,WR,SEA,0.0,0.0,0.0,0.0,13.0,159.0,2.0,0.0,0,0.0,,,,,,,,,,,
Gabe Davis,WR,BUF,0.0,0.0,0.0,0.0,35.0,599.0,7.0,0.0,0,0.0,,,,,,,,,,,
Gardner Minshew II,QB,JAX,2259.0,16.0,153.0,1.0,1.0,0.0,0.0,0.0,0,0.0,,,,,,,,,,,
Garrett Gilbert,QB,DAL,243.0,1.0,28.0,0.0,0.0,0.0,0.0,0.0,0,0.0,,,,,,,,,,,
Geno Smith,QB,SEA,33.0,0.0,-2.0,0.0,0.0,0.0,0.0,0.0,0,0.0,,,,,,,,,,,
George Kittle,TE,SF,0.0,0.0,17.0,0.0,48.0,634.0,2.0,0.0,0,0.0,,,,,,,,,,,
Golden Tate,WR,NYG,18.0,0.0,0.0,0.0,35.0,388.0,2.0,0.0,0,0.0,,,,,,,,,,,
Graham Gano,K,NYG,,,,0.0,,,0.0,0.0,0,0.0,0.0,4.0,13.0,9.0,5.0,21.0,,,,,
Green Bay Packers,DEF,GB,,,,,,,,,,,,,,,,,0,0,0,0,369.0
Greg Olsen,TE,SEA,0.0,0.0,0.0,0.0,24.0,239.0,1.0,0.0,0,0.0,,,,,,,,,,,
Greg Ward,WR,PHI,15.0,0.0,-4.0,0.0,53.0,419.0,6.0,0.0,0,1.0,,,,,,,,,,,
Greg Zuerlein,K,DAL,,,,0.0,,,0.0,0.0,0,0.0,1.0,5.0,13.0,12.0,3.0,33.0,,,,,
Gunner Olszewski,WR,NE,0.0,0.0,23.0,0.0,5.0,62.0,1.0,1.0,0,0.0,,,,,,,,,,,
Gus Edwards,RB,BAL,0.0,0.0,723.0,6.0,9.0,129.0,0.0,0.0,0,0.0,,,,,,,,,,,
Harrison Bryant,TE,CLE,0.0,0.0,0.0,0.0,24.0,238.0,3.0,0.0,0,0.0,,,,,,,,,,,
Harrison Butker,K,KC,,,,0.0,,,0.0,0.0,0,0.0,2.0,7.0,9.0,3.0,4.0,48.0,,,,,
Hayden Hurst,TE,ATL,0.0,0.0,0.0,0.0,56.0,571.0,6.0,0.0,0,0.0,,,,,,,,,,,
Henry Ruggs III,WR,LV,0.0,0.0,49.0,0.0,26.0,452.0,2.0,0.0,0,0.0,,,,,,,,,,,
Hollywood Brown,WR,BAL,0.0,0.0,1.0,0.0,58.0,769.0,8.0,0.0,0,0.0,,,,,,,,,,,
Houston Texans,DEF,HOU,,,,,,,,,,,,,,,,,0,0,0,0,464.0
Hunter Henry,TE,LAC,0.0,0.0,0.0,0.0,60.0,613.0,4.0,0.0,0,0.0,,,,,,,,,,,
Hunter Renfrow,WR,LV,0.0,0.0,0.0,0.0,56.0,656.0,2.0,0.0,0,0.0,,,,,,,,,,,
Ian Thomas,TE,CAR,0.0,0.0,0.0,0.0,20.0,145.0,1.0,0.0,0,0.0,,,,,,,,,,,
Indianapolis Colts,DEF,IND,,,,,,,,,,,,,,,,,0,0,0,0,362.0
Isaiah Ford,WR,NE,0.0,0.0,0.0,0.0,28.0,276.0,0.0,0.0,0,0.0,,,,,,,,,,,
Isaiah McKenzie,WR,BUF,12.0,1.0,9.0,0.0,30.0,282.0,5.0,1.0,0,0.0,,,,,,,,,,,
Isaiah Wright,WR,WSH,0.0,0.0,16.0,0.0,27.0,197.0,0.0,0.0,0,0.0,,,,,,,,,,,
Isaiah Zuber,WR,NE,0.0,0.0,21.0,0.0,2.0,29.0,0.0,0.0,0,0.0,,,,,,,,,,,
Ito Smith,RB,ATL,0.0,0.0,268.0,1.0,17.0,75.0,0.0,0.0,0,0.0,,,,,,,,,,,
J.D. McKissic,RB,WSH,0.0,0.0,365.0,1.0,80.0,589.0,2.0,0.0,0,0.0,,,,,,,,,,,
J.J. Taylor,RB,NE,0.0,0.0,110.0,0.0,1.0,4.0,0.0,0.0,0,0.0,,,,,,,,,,,
