name,position,team,games_played,pass_yds,pass_td,pass_att,pass_cmp,pass_int,rush_yds,rush_td,carries,rec,rec_yds,rec_td,targets,return_td,off_fumble_return_td,two_pt,fg_0_19,fg_20_29,fg_30_39,fg_40_49,fg_50_plus,fg_60_plus,pat_made,def_td,def_safety,def_return_td,def_xp_returned,def_points_allowed
Alshon Jeffery,WR,CHI,12,0,0,0,0,0,0,0,0,52,821,2,94,0,0,0,0,0,0,0,0,0,0,,,,,
Amari Cooper,WR,LV,16,0,0,0,0,0,0,0,1,83,1153,5,132,0,0,2,0,0,0,0,0,0,0,,,,,
Ameer Abdullah,RB,DET,2,0,0,0,0,0,101,0,18,5,57,1,5,0,0,0,0,0,0,0,0,0,0,,,,,
Andre Ellington,RB,ARI,14,0,0,0,0,0,96,0,34,12,85,0,19,0,0,0,0,0,0,0,0,0,0,,,,,
Andre Holmes,WR,LV,16,0,0,0,0,0,0,0,0,14,126,3,25,0,0,0,0,0,0,0,0,0,0,,,,,
Andre Johnson,WR,TEN,6,0,0,0,0,0,0,0,0,9,85,2,23,0,0,0,0,0,0,0,0,0,0,,,,,
Andre Roberts,WR,DET,16,0,0,0,0,0,0,0,0,14,188,1,25,2,0,0,0,0,0,0,0,0,0,,,,,
Andre Williams,RB,LAC,1,0,0,0,0,0,87,0,18,0,0,0,2,0,0,0,0,0,0,0,0,0,0,,,,,
Andrew Franks,K,MIA,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,6,1,1,0,41,,,,,
Andrew Hawkins,WR,CLE,16,0,0,0,0,0,0,0,2,33,324,3,54,0,0,0,0,0,0,0,0,0,0,,,,,
Andrew Luck,QB,IND,15,4240,31,545,346,13,341,2,64,0,0,0,0,0,0,2,0,0,0,0,0,0,0,,,,,
Andy Dalton,QB,CIN,16,4206,18,563,364,8,184,4,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
Anquan Boldin,WR,DET,16,0,0,0,0,0,0,0,0,67,584,8,95,0,0,0,0,0,0,0,0,0,0,,,,,
Anthony Fasano,TE,TEN,12,0,0,0,0,0,0,0,0,8,83,2,14,0,0,0,0,0,0,0,0,0,0,,,,,
Antone Smith,RB,TB,3,0,0,0,0,0,47,0,10,6,77,0,9,0,0,0,0,0,0,0,0,0,0,,,,,
Antonio Andrews,RB,TEN,8,0,0,0,0,0,15,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
Antonio Brown,WR,PIT,15,0,0,0,0,0,9,0,3,106,1284,12,154,0,0,0,0,0,0,0,0,0,0,,,,,
Antonio Gates,TE,LAC,13,0,0,0,0,0,0,0,0,53,548,7,93,0,0,0,0,0,0,0,0,0,0,,,,,
Arian Foster,RB,MIA,4,0,0,0,0,0,55,0,22,6,78,0,10,0,0,0,0,0,0,0,0,0,0,,,,,
Arizona Cardinals,DEF,ARI,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,362.0
Arrelious Benn,WR,JAX,12,0,0,0,0,0,0,0,0,5,116,1,10,0,0,0,0,0,0,0,0,0,0,,,,,
Atlanta Falcons,DEF,ATL,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,406.0
Austin Hooper,TE,ATL,13,0,0,0,0,0,0,0,0,19,271,3,27,0,0,0,0,0,0,0,0,0,0,,,,,
Austin Seferian-Jenkins,TE,NYJ,9,0,0,0,0,0,0,0,0,13,154,1,20,0,0,0,0,0,0,0,0,0,0,,,,,
Baltimore Ravens,DEF,BAL,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,321.0
Ben Braunecker,TE,CHI,6,0,0,0,0,0,0,0,0,4,41,0,6,0,0,0,0,0,0,0,0,0,0,,,,,
Ben Koyack,TE,JAX,10,0,0,0,0,0,0,0,0,19,161,1,24,0,0,0,0,0,0,0,0,0,0,,,,,
Ben Roethlisberger,QB,PIT,14,3819,29,509,328,13,14,1,16,0,0,0,0,0,0,3,0,0,0,0,0,0,0,,,,,
Bennie Fowler,WR,DEN,12,0,0,0,0,0,0,0,0,11,145,2,24,0,0,0,0,0,0,0,0,0,0,,,,,
Benny Cunningham,RB,LA,11,0,0,0,0,0,101,0,21,16,91,0,21,0,0,0,0,0,0,0,0,0,0,,,,,
Bilal Powell,RB,NYJ,16,0,0,0,0,0,722,3,131,58,388,2,74,0,0,0,0,0,0,0,0,0,0,,,,,
Blaine Gabbert,QB,SF,6,925,5,160,91,6,173,2,40,1,-16,0,1,0,0,0,0,0,0,0,0,0,0,,,,,
Blair Walsh,K,MIN,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5,4,1,0,15,,,,,
Blake Bell,TE,SF,8,0,0,0,0,0,0,0,0,4,85,0,9,0,0,0,0,0,0,0,0,0,0,,,,,
Blake Bortles,QB,JAX,16,3905,23,625,368,16,359,3,58,1,20,1,1,0,0,2,0,0,0,0,0,0,0,,,,,
Bobby Rainey,RB,NYG,11,0,0,0,0,0,63,0,17,20,153,0,25,0,0,0,0,0,0,0,0,0,0,,,,,
Bradley Marquez,WR,LA,9,0,0,0,0,0,2,0,1,3,37,0,7,0,0,0,0,0,0,0,0,0,0,,,,,
Bradley Sowell,TE,SEA,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
Braedon Bowman,TE,NYJ,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,,,,
Bralon Addison,WR,CHI,2,0,0,0,0,0,4,0,1,1,11,0,1,0,0,0,0,0,0,0,0,0,0,,,,,
Brandin Cooks,WR,NO,15,0,0,0,0,0,30,0,6,78,1173,8,117,0,0,0,0,0,0,0,0,0,0,,,,,
Brandon Bolden,RB,NE,6,0,0,0,0,0,4,0,1,2,15,0,4,0,0,0,0,0,0,0,0,0,0,,,,,
Brandon Bostick,TE,NYJ,9,0,0,0,0,0,0,0,0,8,63,0,11,0,0,0,0,0,0,0,0,0,0,,,,,
Brandon Burks,RB,NYJ,1,0,0,0,0,0,-4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
Brandon Coleman,WR,NO,14,0,0,0,0,0,0,0,0,26,281,3,38,0,0,0,0,0,0,0,0,0,0,,,,,
Brandon LaFell,WR,CIN,16,0,0,0,0,0,-2,0,1,64,862,6,107,0,0,0,0,0,0,0,0,0,0,,,,,
Brandon Marshall,WR,NYJ,15,0,0,0,0,0,0,0,0,59,788,3,128,0,0,0,0,0,0,0,0,0,0,,,,,
Brandon McManus,K,DEN,16,0,0,0,0,0,6,0,1,0,0,0,0,0,0,0,0,9,10,7,3,0,32,,,,,
Brandon Myers,TE,TB,10,0,0,0,0,0,0,0,0,7,59,1,14,0,0,1,0,0,0,0,0,0,0,,,,,
Brandon Tate,WR,BUF,15,0,0,0,0,0,48,0,3,8,117,0,11,0,0,0,0,0,0,0,0,0,0,,,,,
Brandon Wilds,RB,NYJ,3,0,0,0,0,0,27,0,10,2,20,0,2,0,0,0,0,0,0,0,0,0,0,,,,,
Brandon Williams,TE,SEA,6,0,0,0,0,0,0,0,0,2,36,0,3,0,0,0,0,0,0,0,0,0,0,,,,,
Braxton Miller,WR,HOU,10,0,0,0,0,0,0,0,3,15,99,1,28,0,0,0,0,0,0,0,0,0,0,,,,,
Brent Celek,TE,PHI,10,0,0,0,0,0,0,0,0,14,155,0,19,0,0,0,0,0,0,0,0,0,0,,,,,
Brenton Bersin,WR,CAR,2,0,0,0,0,0,0,0,0,2,17,0,6,0,0,0,0,0,0,0,0,0,0,,,,,
Breshad Perriman,WR,BAL,15,0,0,0,0,0,2,0,1,33,499,3,66,0,0,0,0,0,0,0,0,0,0,,,,,
Brett Hundley,QB,GB,4,17,0,10,2,1,-2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
Brian Hoyer,QB,CHI,6,1445,6,200,134,0,-2,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
Brian Quick,WR,LA,16,0,0,0,0,0,0,0,0,41,564,3,77,0,0,0,0,0,0,0,0,0,0,,,,,
Brice Butler,WR,DAL,14,0,0,0,0,0,0,0,0,16,219,3,32,0,0,0,0,0,0,0,0,0,0,,,,,
Brittan Golden,WR,ARI,12,0,0,0,0,0,0,0,0,8,82,1,14,0,0,0,0,0,0,0,0,0,0,,,,,
Brock Osweiler,QB,HOU,15,2957,15,510,301,16,131,2,30,1,-14,0,1,0,0,0,0,0,0,0,0,0,0,,,,,
Bronson Hill,RB,JAX,1,0,0,0,0,0,11,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,,,,
Bryan Walters,WR,JAX,10,0,0,0,0,0,4,0,1,24,231,2,34,0,0,0,0,0,0,0,0,0,0,,,,,
Bryce Petty,QB,NYJ,6,809,3,133,75,7,19,0,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,,,,
Bryce Treggs,WR,PHI,6,0,0,0,0,0,7,0,2,3,80,0,12,0,0,0,0,0,0,0,0,0,0,,,,,
Buffalo Bills,DEF,BUF,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,378.0
Byron Marshall,RB,PHI,2,0,0,0,0,0,64,0,19,3,10,0,5,0,0,0,0,0,0,0,0,0,0,,,,,
C.J. Anderson,RB,DEN,7,0,0,0,0,0,437,4,110,16,128,1,24,0,0,0,0,0,0,0,0,0,0,,,,,
C.J. Fiedorowicz,TE,HOU,15,0,0,0,0,0,0,0,0,54,559,4,89,0,0,0,0,0,0,0,0,0,0,,,,,
C.J. Prosise,RB,SEA,6,0,0,0,0,0,172,1,30,17,208,0,19,0,0,0,0,0,0,0,0,0,0,,,,,
C.J. Spiller,RB,NYJ,6,0,0,0,0,0,18,0,6,6,50,1,13,0,0,0,0,0,0,0,0,0,0,,,,,
C.J. Uzomah,TE,CIN,8,0,0,0,0,0,0,0,0,25,234,1,38,0,0,0,0,0,0,0,0,0,0,,,,,
Cairo Santos,K,KC,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,15,6,2,0,36,,,,,
Caleb Sturgis,K,PHI,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,12,7,4,0,30,,,,,
Cam Newton,QB,CAR,15,3509,19,510,270,14,359,5,90,0,0,0,0,0,0,2,0,0,0,0,0,0,0,,,,,
Cameron Artis-Payne,RB,CAR,3,0,0,0,0,0,144,2,36,1,11,0,1,0,0,0,0,0,0,0,0,0,0,,,,,
Cameron Brate,TE,TB,15,0,0,0,0,0,0,0,0,57,660,8,81,0,0,0,0,0,0,0,0,0,0,,,,,
Cameron Meredith,WR,CHI,14,2,1,1,1,0,6,0,1,66,888,4,97,0,0,0,0,0,0,0,0,0,0,,,,,
Cardale Jones,QB,BUF,1,96,0,11,6,1,-1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
Carlos Hyde,RB,SF,13,0,0,0,0,0,988,6,217,27,163,3,33,0,0,1,0,0,0,0,0,0,0,,,,,
Carolina Panthers,DEF,CAR,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,402.0
Carson Palmer,QB,ARI,15,4233,26,597,364,14,38,0,14,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,,,,
Carson Wentz,QB,PHI,16,3782,16,607,379,14,150,2,46,1,7,0,1,0,0,2,0,0,0,0,0,0,0,,,,,
Case Keenum,QB,LA,10,2201,9,322,196,11,51,1,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
Cecil Shorts,WR,TB,7,0,0,0,0,0,0,0,0,11,152,0,27,0,0,0,0,0,0,0,0,0,0,,,,,
Cedric Peerman,RB,CIN,4,0,0,0,0,0,15,0,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,,,,
Chad Henne,QB,JAX,1,0,0,0,0,0,-2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
Chandler Catanzaro,K,ARI,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,6,6,2,1,43,,,,,
Charcandrick West,RB,KC,15,0,0,0,0,0,293,1,88,28,188,2,34,0,0,0,0,0,0,0,0,0,0,,,,,
Charles Clay,TE,BUF,15,0,0,0,0,0,0,0,0,57,552,4,87,0,0,0,0,0,0,0,0,0,0,,,,,
Charles D. Johnson,WR,MIN,14,0,0,0,0,0,0,0,0,20,232,0,37,0,0,0,0,0,0,0,0,0,0,,,,,
Charles Sims,RB,TB,7,0,0,0,0,0,149,1,51,24,190,1,32,0,0,0,0,0,0,0,0,0,0,,,,,
Charlie Whitehurst,QB,CLE,1,182,1,24,14,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
Charone Peake,WR,NYJ,12,0,0,0,0,0,0,0,0,19,186,0,35,0,1,0,0,0,0,0,0,0,0,,,,,
Chase Daniel,QB,PHI,1,16,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
Chase Reynolds,RB,LA,11,0,0,0,0,0,0,0,0,1,4,0,1,0,0,0,0,0,0,0,0,0,0,,,,,
Chester Rogers,WR,IND,14,0,0,0,0,0,0,0,0,19,273,0,34,0,0,0,0,0,0,0,0,0,0,,,,,
Chicago Bears,DEF,CHI,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,399.0
Chris Boswell,K,PIT,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,8,11,0,0,36,,,,,
Chris Conley,WR,KC,16,0,0,0,0,0,0,0,0,44,530,0,69,0,0,0,0,0,0,0,0,0,0,,,,,
Chris Harper,WR,SF,8,0,0,0,0,0,0,0,0,13,133,0,21,0,0,0,0,0,0,0,0,0,0,,,,,
Chris Hogan,WR,NE,15,0,0,0,0,0,9,0,3,38,680,4,58,0,0,0,0,0,0,0,0,0,0,,,,,
Chris Ivory,RB,JAX,11,0,0,0,0,0,439,3,117,20,186,0,28,0,0,0,0,0,0,0,0,0,0,,,,,
Chris Johnson,RB,ARI,4,0,0,0,0,0,95,1,25,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,,,,
Chris Manhertz,TE,CAR,1,0,0,0,0,0,0,0,0,1,10,0,1,0,0,0,0,0,0,0,0,0,0,,,,,
Chris Moore,WR,BAL,14,0,0,0,0,0,19,0,3,7,46,0,16,1,1,0,0,0,0,0,0,0,0,,,,,
Chris Thompson,RB,WAS,16,0,0,0,0,0,356,3,68,49,349,2,62,0,0,0,0,0,0,0,0,0,0,,,,,
Christine Michael,RB,GB,15,0,0,0,0,0,583,7,148,22,107,1,29,0,0,0,0,0,0,0,0,0,0,,,,,
Cincinnati Bengals,DEF,CIN,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,315.0
Clay Harbor,TE,DET,4,0,0,0,0,0,0,0,0,3,19,0,3,0,0,0,0,0,0,0,0,0,0,,,,,
Cleveland Browns,DEF,CLE,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,452.0
Clive Walford,TE,LV,15,0,0,0,0,0,0,0,0,33,359,3,52,0,0,0,0,0,0,0,0,0,0,,,,,
Cobi Hamilton,WR,PIT,11,0,0,0,0,0,0,0,0,17,234,2,28,0,0,0,0,0,0,0,0,0,0,,,,,
Coby Fleener,TE,NO,16,0,0,0,0,0,2,1,1,50,631,3,81,0,0,0,0,0,0,0,0,0,0,,,,,
Cody Core,WR,CIN,7,0,0,0,0,0,0,0,0,17,200,0,27,0,0,0,0,0,0,0,0,0,0,,,,,
Cody Kessler,QB,CLE,9,1380,6,195,128,2,18,0,11,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,,,,
Cody Latimer,WR,DEN,11,0,0,0,0,0,0,0,0,8,76,0,15,0,0,0,0,0,0,0,0,0,0,,,,,
Cody Parkey,K,CLE,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,7,1,0,20,,,,,
Cole Beasley,WR,DAL,16,0,0,1,0,0,7,0,1,75,833,5,98,0,0,0,0,0,0,0,0,0,0,,,,,
Cole Wick,TE,DET,3,0,0,0,0,0,0,0,0,2,18,0,3,0,0,0,0,0,0,0,0,0,0,,,,,
Colin Kaepernick,QB,SF,11,2241,16,331,196,4,468,2,69,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,,,,
Connor Barth,K,CHI,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,3,1,0,31,,,,,
Connor Cook,QB,LV,1,150,1,21,14,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
Connor Hamlett,TE,CLE,1,0,0,0,0,0,0,0,0,1,17,1,1,0,0,0,0,0,0,0,0,0,0,,,,,
Cordarrelle Patterson,RB,MIN,16,0,0,0,0,0,43,0,7,52,453,2,70,1,0,0,0,0,0,0,0,0,0,,,,,
Corey Brown,WR,CAR,16,0,0,0,0,0,6,0,2,27,276,1,53,0,0,0,0,0,0,0,0,0,0,,,,,
Corey Coleman,WR,CLE,10,0,0,0,0,0,10,0,2,33,413,3,73,0,0,0,0,0,0,0,0,0,0,,,,,
Corey Grant,RB,JAX,10,0,0,0,0,0,164,1,32,4,35,1,7,0,0,0,0,0,0,0,0,0,0,,,,,
Cory Harkey,TE,LA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
Crockett Gillmore,TE,BAL,5,0,0,0,0,0,0,0,0,8,71,1,14,0,0,0,0,0,0,0,0,0,0,,,,,
D.J. Foster,RB,NE,3,0,0,0,0,0,24,0,7,1,2,0,2,0,0,0,0,0,0,0,0,0,0,,,,,
Dak Prescott,QB,DAL,16,3667,23,459,311,4,282,6,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
Dallas Cowboys,DEF,DAL,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,306.0
Damien Williams,RB,MIA,15,0,0,0,0,0,115,3,35,23,249,3,32,0,0,0,0,0,0,0,0,0,0,,,,,
Damiere Byrd,WR,CAR,1,0,0,0,0,0,0,0,0,1,16,0,1,0,0,0,0,0,0,0,0,0,0,,,,,
Dan Bailey,K,DAL,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,8,7,3,0,46,,,,,
Dan Carpenter,K,BUF,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,5,4,1,0,40,,,,,
Daniel Braverman,WR,CHI,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,,,,,
Daniel Brown,TE,CHI,6,0,0,0,0,0,0,0,0,16,124,1,20,0,0,0,0,0,0,0,0,0,0,,,,,
Daniel Lasco,RB,NO,5,0,0,0,0,0,32,0,11,2,11,0,4,0,0,0,0,0,0,0,0,0,0,,,,,
Danny Amendola,WR,NE,12,0,0,0,0,0,0,0,0,23,243,4,29,0,0,0,0,0,0,0,0,0,0,,,,,
Danny Vitale,RB,CLE,5,0,0,0,0,0,0,0,0,4,27,0,5,0,0,0,0,0,0,0,0,0,0,,,,,
Danny Woodhead,RB,LAC,2,0,0,0,0,0,116,0,19,6,35,1,8,0,0,0,0,0,0,0,0,0,0,,,,,
Darren Fells,TE,ARI,9,0,0,0,0,0,0,0,0,14,154,1,18,0,0,0,0,0,0,0,0,0,0,,,,,
Darren McFadden,RB,DAL,3,0,0,0,0,0,87,0,24,3,17,0,5,0,0,0,0,0,0,0,0,0,0,,,,,
Darren Sproles,RB,PHI,15,0,0,0,0,0,438,2,94,52,427,2,71,0,0,0,0,0,0,0,0,0,0,,,,,
Darren Waller,TE,BAL,10,0,0,0,0,0,0,0,0,10,85,2,17,0,0,0,0,0,0,0,0,0,0,,,,,
Darrius Heyward-Bey,WR,PIT,7,0,0,0,0,0,60,1,1,6,114,2,19,0,0,0,0,0,0,0,0,0,0,,,,,
Daryl Richardson,RB,PIT,2,0,0,0,0,0,7,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
Davante Adams,WR,GB,16,0,0,0,0,0,0,0,0,75,997,12,121,0,0,1,0,0,0,0,0,0,0,,,,,
David Fales,QB,CHI,1,22,0,5,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
David Johnson,RB,ARI,16,0,0,0,0,0,1239,16,293,80,879,4,120,0,0,1,0,0,0,0,0,0,0,,,,,
David Morgan,TE,MIN,2,0,0,0,0,0,0,0,0,1,4,0,1,0,0,0,0,0,0,0,0,0,0,,,,,
De'Anthony Thomas,WR,KC,10,0,0,0,0,0,29,0,4,7,35,0,9,0,0,0,0,0,0,0,0,0,0,,,,,
DeAndre Hopkins,WR,HOU,16,0,0,0,0,0,0,0,0,78,954,4,151,0,0,0,0,0,0,0,0,0,0,,,,,
DeAndre Smelter,WR,SF,1,0,0,0,0,0,0,0,0,1,23,0,1,0,0,0,0,0,0,0,0,0,0,,,,,
DeAndre Washington,RB,LV,13,0,0,0,0,0,467,2,87,17,115,0,23,0,0,0,0,0,0,0,0,0,0,,,,,
DeAngelo Williams,RB,PIT,8,0,0,0,0,0,343,4,98,18,118,2,27,0,0,0,0,0,0,0,0,0,0,,,,,
DeMarco Murray,RB,TEN,16,10,1,2,1,0,1287,9,293,53,377,3,67,0,0,0,0,0,0,0,0,0,0,,,,,
DeMarcus Ayers,WR,PIT,2,0,0,0,0,0,-12,0,2,6,53,1,13,0,0,0,0,0,0,0,0,0,0,,,,,
DeSean Jackson,WR,WAS,15,0,0,0,0,0,0,0,0,56,1005,4,100,0,0,0,0,0,0,0,0,0,0,,,,,
DeVante Parker,WR,MIA,15,0,0,0,0,0,0,0,0,56,744,4,87,0,0,0,0,0,0,0,0,0,0,,,,,
Delanie Walker,TE,TEN,15,0,0,0,0,0,11,0,2,65,800,7,102,0,0,0,0,0,0,0,0,0,0,,,,,
Demarcus Robinson,WR,KC,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
Demaryius Thomas,WR,DEN,16,0,0,0,0,0,0,0,0,90,1083,5,144,0,0,1,0,0,0,0,0,0,0,,,,,
Demetrius Harris,TE,KC,14,0,0,0,0,0,0,0,0,17,123,1,31,0,1,1,0,0,0,0,0,0,0,,,,,
Denard Robinson,RB,JAX,10,0,0,0,0,0,144,0,41,3,22,0,5,0,0,0,0,0,0,0,0,0,0,,,,,
Dennis Pitta,TE,BAL,16,0,0,0,0,0,0,0,0,86,729,2,121,0,0,0,0,0,0,0,0,0,0,,,,,
Denver Broncos,DEF,DEN,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,297.0
Deonte Thompson,WR,CHI,15,0,0,0,0,0,0,0,0,22,249,2,36,0,0,0,0,0,0,0,0,0,0,,,,,
Derek Anderson,QB,CAR,4,453,2,53,36,5,4,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,,,,
Derek Carr,QB,LV,15,3937,28,560,357,6,70,0,39,0,0,0,0,0,0,5,0,0,0,0,0,0,0,,,,,
Derek Carrier,TE,WAS,3,0,0,0,0,0,0,0,0,2,10,0,2,0,0,0,0,0,0,0,0,0,0,,,,,
Derrick Henry,RB,TEN,14,0,0,0,0,0,490,5,110,13,137,0,15,0,0,0,0,0,0,0,0,0,0,,,,,
Detroit Lions,DEF,DET,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,358.0
Devin Funchess,WR,CAR,14,0,0,0,0,0,0,0,0,23,371,4,58,0,0,1,0,0,0,0,0,0,0,,,,,
Devin Hester,WR,BAL,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
Devin Smith,WR,NYJ,2,0,0,0,0,0,0,0,0,1,20,0,3,0,0,0,0,0,0,0,0,0,0,,,,,
Devin Street,WR,IND,2,0,0,0,0,0,0,0,0,1,20,0,6,0,0,0,0,0,0,0,0,0,0,,,,,
Devonta Freeman,RB,ATL,16,0,0,0,0,0,1079,11,227,54,462,2,65,0,0,0,0,0,0,0,0,0,0,,,,,
Devontae Booker,RB,DEN,16,0,0,0,0,0,612,4,174,31,265,1,45,0,0,0,0,0,0,0,0,0,0,,,,,
Dexter McCluster,WR,LAC,6,0,0,0,0,0,2,0,3,7,36,0,11,0,0,0,0,0,0,0,0,0,0,,,,,
Dez Bryant,WR,DAL,13,10,1,1,1,0,0,0,0,50,796,8,96,0,0,0,0,0,0,0,0,0,0,,,,,
Dezmin Lewis,WR,BUF,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,,,,
Dion Lewis,RB,NE,7,0,0,0,0,0,283,0,64,17,94,0,24,0,0,0,0,0,0,0,0,0,0,,,,,
Dion Sims,TE,MIA,13,0,0,0,0,0,0,0,0,26,256,4,35,0,0,0,0,0,0,0,0,0,0,,,,,
Dominique Jones,TE,MIA,5,0,0,0,0,0,0,0,0,7,61,1,10,0,0,0,0,0,0,0,0,0,0,,,,,
