week,gameday,gametime,away_team,home_team,location
4,2017-10-02,20:30,WAS,KC,Home
5,2017-10-05,20:25,NE,TB,Home
5,2017-10-08,13:00,BUF,CIN,Home
5,2017-10-08,13:00,NYJ,CLE,Home
5,2017-10-08,13:00,CAR,DET,Home
5,2017-10-08,13:00,SF,IND,Home
5,2017-10-08,13:00,TEN,MIA,Home
5,2017-10-08,13:00,LAC,NYG,Home
5,2017-10-08,13:00,ARI,PHI,Home
5,2017-10-08,13:00,JAX,PIT,Home
5,2017-10-08,16:05,SEA,LA,Home
5,2017-10-08,16:05,BAL,OAK,Home
5,2017-10-08,16:25,GB,DAL,Home
5,2017-10-08,20:30,KC,HOU,Home
5,2017-10-09,20:30,MIN,CHI,Home
6,2017-10-12,20:25,PHI,CAR,Home
6,2017-10-15,13:00,MIA,ATL,Home
6,2017-10-15,13:00,CHI,BAL,Home
6,2017-10-15,13:00,CLE,HOU,Home
6,2017-10-15,13:00,GB,MIN,Home
6,2017-10-15,13:00,DET,NO,Home
6,2017-10-15,13:00,NE,NYJ,Home
6,2017-10-15,13:00,SF,WAS,Home
6,2017-10-15,16:05,TB,ARI,Home
6,2017-10-15,16:05,LA,JAX,Home
6,2017-10-15,16:25,PIT,KC,Home
6,2017-10-15,16:25,LAC,OAK,Home
6,2017-10-15,20:30,NYG,DEN,Home
6,2017-10-16,20:30,IND,TEN,Home
7,2017-10-19,20:25,KC,OAK,Home
7,2017-10-22,13:00,TB,BUF,Home
7,2017-10-22,13:00,CAR,CHI,Home
7,2017-10-22,13:00,TEN,CLE,Home
7,2017-10-22,13:00,NO,GB,Home
7,2017-10-22,13:00,JAX,IND,Home
7,2017-10-22,13:00,ARI,LA,Neutral
7,2017-10-22,13:00,NYJ,MIA,Home
7,2017-10-22,13:00,BAL,MIN,Home
7,2017-10-22,16:05,DAL,SF,Home
7,2017-10-22,16:25,DEN,LAC,Home
7,2017-10-22,16:25,SEA,NYG,Home
7,2017-10-22,16:25,CIN,PIT,Home
7,2017-10-22,20:30,ATL,NE,Home
7,2017-10-23,20:30,WAS,PHI,Home
8,2017-10-26,20:25,MIA,BAL,Home
8,2017-10-29,13:00,OAK,BUF,Home
8,2017-10-29,13:00,IND,CIN,Home
8,2017-10-29,13:00,LAC,NE,Home
8,2017-10-29,13:00,CHI,NO,Home
8,2017-10-29,13:00,ATL,NYJ,Home
8,2017-10-29,13:00,SF,PHI,Home
8,2017-10-29,13:00,CAR,TB,Home
8,2017-10-29,16:05,HOU,SEA,Home
8,2017-10-29,16:25,DAL,WAS,Home
8,2017-10-29,20:30,PIT,DET,Home
8,2017-10-29,21:30,MIN,CLE,Neutral
8,2017-10-30,20:30,DEN,KC,Home
9,2017-11-02,20:25,BUF,NYJ,Home
9,2017-11-05,13:00,ATL,CAR,Home
9,2017-11-05,13:00,IND,HOU,Home
9,2017-11-05,13:00,CIN,JAX,Home
9,2017-11-05,13:00,TB,NO,Home
9,2017-11-05,13:00,LA,NYG,Home
9,2017-11-05,13:00,DEN,PHI,Home
9,2017-11-05,13:00,BAL,TEN,Home
9,2017-11-05,16:05,WAS,SEA,Home
9,2017-11-05,16:05,ARI,SF,Home
9,2017-11-05,16:25,KC,DAL,Home
9,2017-11-05,20:30,OAK,MIA,Home
9,2017-11-06,20:30,DET,GB,Home
10,2017-11-09,20:25,SEA,ARI,Home
10,2017-11-12,13:00,NO,BUF,Home
10,2017-11-12,13:00,GB,CHI,Home
10,2017-11-12,13:00,CLE,DET,Home
10,2017-11-12,13:00,PIT,IND,Home
10,2017-11-12,13:00,LAC,JAX,Home
10,2017-11-12,13:00,NYJ,TB,Home
10,2017-11-12,13:00,CIN,TEN,Home
10,2017-11-12,13:00,MIN,WAS,Home
10,2017-11-12,16:05,HOU,LA,Home
10,2017-11-12,16:25,DAL,ATL,Home
10,2017-11-12,16:25,NYG,SF,Home
10,2017-11-12,20:30,NE,DEN,Home
10,2017-11-13,20:30,MIA,CAR,Home
11,2017-11-16,20:25,TEN,PIT,Home
11,2017-11-19,13:00,DET,CHI,Home
11,2017-11-19,13:00,JAX,CLE,Home
11,2017-11-19,13:00,BAL,GB,Home
11,2017-11-19,13:00,ARI,HOU,Home
11,2017-11-19,13:00,TB,MIA,Home
11,2017-11-19,13:00,LA,MIN,Home
11,2017-11-19,13:00,WAS,NO,Home
11,2017-11-19,13:00,KC,NYG,Home
11,2017-11-19,16:05,BUF,LAC,Home
11,2017-11-19,16:25,CIN,DEN,Home
11,2017-11-19,16:25,NE,OAK,Neutral
11,2017-11-19,20:30,PHI,DAL,Home
11,2017-11-20,20:30,ATL,SEA,Home
12,2017-11-23,12:30,MIN,DET,Home
12,2017-11-23,16:30,LAC,DAL,Home
12,2017-11-23,20:30,NYG,WAS,Home
12,2017-11-26,13:00,TB,ATL,Home
12,2017-11-26,13:00,CLE,CIN,Home
12,2017-11-26,13:00,TEN,IND,Home
12,2017-11-26,13:00,BUF,KC,Home
12,2017-11-26,13:00,MIA,NE,Home
12,2017-11-26,13:00,CAR,NYJ,Home
12,2017-11-26,13:00,CHI,PHI,Home
12,2017-11-26,16:05,SEA,SF,Home
12,2017-11-26,16:25,JAX,ARI,Home
12,2017-11-26,16:25,NO,LA,Home
12,2017-11-26,16:25,DEN,OAK,Home
12,2017-11-26,20:30,GB,PIT,Home
12,2017-11-27,20:30,HOU,BAL,Home
13,2017-11-30,20:25,WAS,DAL,Home
13,2017-12-03,13:00,MIN,ATL,Home
13,2017-12-03,13:00,DET,BAL,Home
13,2017-12-03,13:00,NE,BUF,Home
13,2017-12-03,13:00,SF,CHI,Home
13,2017-12-03,13:00,TB,GB,Home
13,2017-12-03,13:00,IND,JAX,Home
13,2017-12-03,13:00,DEN,MIA,Home
13,2017-12-03,13:00,KC,NYJ,Home
13,2017-12-03,13:00,HOU,TEN,Home
13,2017-12-03,16:05,CLE,LAC,Home
13,2017-12-03,16:25,LA,ARI,Home
13,2017-12-03,16:25,CAR,NO,Home
13,2017-12-03,16:25,NYG,OAK,Home
13,2017-12-03,20:30,PHI,SEA,Home
13,2017-12-04,20:30,PIT,CIN,Home
14,2017-12-07,20:25,NO,ATL,Home
14,2017-12-10,13:00,IND,BUF,Home
14,2017-12-10,13:00,MIN,CAR,Home
14,2017-12-10,13:00,CHI,CIN,Home
14,2017-12-10,13:00,GB,CLE,Home
14,2017-12-10,13:00,SF,HOU,Home
14,2017-12-10,13:00,OAK,KC,Home
14,2017-12-10,13:00,DAL,NYG,Home
14,2017-12-10,13:00,DET,TB,Home
14,2017-12-10,16:05,TEN,ARI,Home
14,2017-12-10,16:05,NYJ,DEN,Home
14,2017-12-10,16:05,WAS,LAC,Home
14,2017-12-10,16:25,SEA,JAX,Home
14,2017-12-10,16:25,PHI,LA,Home
14,2017-12-10,20:30,BAL,PIT,Home
14,2017-12-11,20:30,NE,MIA,Home
15,2017-12-14,20:25,DEN,IND,Home
15,2017-12-16,16:30,CHI,DET,Home
15,2017-12-16,20:25,LAC,KC,Home
15,2017-12-17,13:00,MIA,BUF,Home
15,2017-12-17,13:00,GB,CAR,Home
15,2017-12-17,13:00,BAL,CLE,Home
15,2017-12-17,13:00,HOU,JAX,Home
15,2017-12-17,13:00,CIN,MIN,Home
15,2017-12-17,13:00,NYJ,NO,Home
15,2017-12-17,13:00,PHI,NYG,Home
15,2017-12-17,13:00,ARI,WAS,Home
15,2017-12-17,16:05,LA,SEA,Home
15,2017-12-17,16:25,NE,PIT,Home
15,2017-12-17,16:25,TEN,SF,Home
15,2017-12-17,20:30,DAL,OAK,Home
15,2017-12-18,20:30,ATL,TB,Home
16,2017-12-23,16:30,IND,BAL,Home
16,2017-12-23,20:30,MIN,GB,Home
16,2017-12-24,13:00,TB,CAR,Home
16,2017-12-24,13:00,CLE,CHI,Home
16,2017-12-24,13:00,DET,CIN,Home
16,2017-12-24,13:00,MIA,KC,Home
16,2017-12-24,13:00,BUF,NE,Home
16,2017-12-24,13:00,ATL,NO,Home
16,2017-12-24,13:00,LAC,NYJ,Home
16,2017-12-24,13:00,LA,TEN,Home
16,2017-12-24,13:00,DEN,WAS,Home
16,2017-12-24,16:05,JAX,SF,Home
16,2017-12-24,16:25,NYG,ARI,Home
16,2017-12-24,16:25,SEA,DAL,Home
16,2017-12-25,16:30,PIT,HOU,Home
16,2017-12-25,20:30,OAK,PHI,Home
17,2017-12-31,13:00,GB,DET,Home
17,2017-12-31,13:00,HOU,IND,Home
17,2017-12-31,13:00,CHI,MIN,Home
17,2017-12-31,13:00,NYJ,NE,Home
17,2017-12-31,13:00,WAS,NYG,Home
17,2017-12-31,13:00,DAL,PHI,Home
17,2017-12-31,13:00,CLE,PIT,Home
17,2017-12-31,16:25,CAR,ATL,Home
17,2017-12-31,16:25,CIN,BAL,Home
17,2017-12-31,16:25,KC,DEN,Home
17,2017-12-31,16:25,SF,LA,Home
17,2017-12-31,16:25,OAK,LAC,Home
17,2017-12-31,16:25,BUF,MIA,Home
17,2017-12-31,16:25,ARI,SEA,Home
17,2017-12-31,16:25,NO,TB,Home
17,2017-12-31,16:25,JAX,TEN,Home
18,2018-01-06,16:36,TEN,KC,Home
18,2018-01-06,20:15,ATL,LA,Home
18,2018-01-07,13:05,BUF,JAX,Home
18,2018-01-07,16:40,CAR,NO,Home
19,2018-01-13,16:35,ATL,PHI,Home
19,2018-01-13,20:15,TEN,NE,Home
19,2018-01-14,13:05,JAX,PIT,Home
19,2018-01-14,16:40,NO,MIN,Home
20,2018-01-21,15:05,JAX,NE,Home
20,2018-01-21,18:41,MIN,PHI,Home
21,2018-02-04,18:31,PHI,NE,Neutral
