week,gameday,gametime,away_team,home_team,location
6,2016-10-16,13:00,PHI,WAS,Home
6,2016-10-16,16:05,KC,OAK,Home
6,2016-10-16,16:25,DAL,GB,Home
6,2016-10-16,16:25,ATL,SEA,Home
6,2016-10-16,20:30,IND,HOU,Home
6,2016-10-17,20:30,NYJ,ARI,Home
7,2016-10-20,20:25,CHI,GB,Home
7,2016-10-23,09:30,NYG,LA,Neutral
7,2016-10-23,13:00,CLE,CIN,Home
7,2016-10-23,13:00,WAS,DET,Home
7,2016-10-23,13:00,OAK,JAX,Home
7,2016-10-23,13:00,NO,KC,Home
7,2016-10-23,13:00,BUF,MIA,Home
7,2016-10-23,13:00,BAL,NYJ,Home
7,2016-10-23,13:00,MIN,PHI,Home
7,2016-10-23,13:00,IND,TEN,Home
7,2016-10-23,16:05,SD,ATL,Home
7,2016-10-23,16:05,TB,SF,Home
7,2016-10-23,16:25,NE,PIT,Home
7,2016-10-23,20:30,SEA,ARI,Home
7,2016-10-24,20:30,HOU,DEN,Home
8,2016-10-27,20:25,JAX,TEN,Home
8,2016-10-30,09:30,WAS,CIN,Neutral
8,2016-10-30,13:00,NE,BUF,Home
8,2016-10-30,13:00,ARI,CAR,Home
8,2016-10-30,13:00,NYJ,CLE,Home
8,2016-10-30,13:00,DET,HOU,Home
8,2016-10-30,13:00,KC,IND,Home
8,2016-10-30,13:00,SEA,NO,Home
8,2016-10-30,13:00,OAK,TB,Home
8,2016-10-30,16:05,SD,DEN,Home
8,2016-10-30,16:25,GB,ATL,Home
8,2016-10-30,20:30,PHI,DAL,Home
8,2016-10-31,20:30,MIN,CHI,Home
9,2016-11-03,20:25,ATL,TB,Home
9,2016-11-06,13:00,PIT,BAL,Home
9,2016-11-06,13:00,DAL,CLE,Home
9,2016-11-06,13:00,JAX,KC,Home
9,2016-11-06,13:00,NYJ,MIA,Home
9,2016-11-06,13:00,DET,MIN,Home
9,2016-11-06,13:00,PHI,NYG,Home
9,2016-11-06,16:05,CAR,LA,Home
9,2016-11-06,16:05,NO,SF,Home
9,2016-11-06,16:25,IND,GB,Home
9,2016-11-06,16:25,TEN,SD,Home
9,2016-11-06,20:30,DEN,OAK,Home
9,2016-11-07,20:30,BUF,SEA,Home
10,2016-11-10,20:25,CLE,BAL,Home
10,2016-11-13,13:00,KC,CAR,Home
10,2016-11-13,13:00,HOU,JAX,Home
10,2016-11-13,13:00,DEN,NO,Home
10,2016-11-13,13:00,LA,NYJ,Home
10,2016-11-13,13:00,ATL,PHI,Home
10,2016-11-13,13:00,CHI,TB,Home
10,2016-11-13,13:00,GB,TEN,Home
10,2016-11-13,13:00,MIN,WAS,Home
10,2016-11-13,16:05,MIA,SD,Home
10,2016-11-13,16:25,SF,ARI,Home
10,2016-11-13,16:25,DAL,PIT,Home
10,2016-11-13,20:30,SEA,NE,Home
10,2016-11-14,20:30,CIN,NYG,Home
11,2016-11-17,20:25,NO,CAR,Home
11,2016-11-20,13:00,BUF,CIN,Home
11,2016-11-20,13:00,PIT,CLE,Home
11,2016-11-20,13:00,BAL,DAL,Home
11,2016-11-20,13:00,JAX,DET,Home
11,2016-11-20,13:00,TEN,IND,Home
11,2016-11-20,13:00,TB,KC,Home
11,2016-11-20,13:00,ARI,MIN,Home
11,2016-11-20,13:00,CHI,NYG,Home
11,2016-11-20,16:05,MIA,LA,Home
11,2016-11-20,16:25,PHI,SEA,Home
11,2016-11-20,16:25,NE,SF,Home
11,2016-11-20,20:30,GB,WAS,Home
11,2016-11-21,20:30,HOU,OAK,Neutral
12,2016-11-24,12:30,MIN,DET,Home
12,2016-11-24,16:30,WAS,DAL,Home
12,2016-11-24,20:30,PIT,IND,Home
12,2016-11-27,13:00,ARI,ATL,Home
12,2016-11-27,13:00,CIN,BAL,Home
12,2016-11-27,13:00,JAX,BUF,Home
12,2016-11-27,13:00,TEN,CHI,Home
12,2016-11-27,13:00,NYG,CLE,Home
12,2016-11-27,13:00,SD,HOU,Home
12,2016-11-27,13:00,SF,MIA,Home
12,2016-11-27,13:00,LA,NO,Home
12,2016-11-27,16:05,SEA,TB,Home
12,2016-11-27,16:25,NE,NYJ,Home
12,2016-11-27,16:25,CAR,OAK,Home
12,2016-11-27,20:30,KC,DEN,Home
12,2016-11-28,20:30,GB,PHI,Home
13,2016-12-01,20:25,DAL,MIN,Home
13,2016-12-04,13:00,KC,ATL,Home
13,2016-12-04,13:00,MIA,BAL,Home
13,2016-12-04,13:00,SF,CHI,Home
13,2016-12-04,13:00,PHI,CIN,Home
13,2016-12-04,13:00,HOU,GB,Home
13,2016-12-04,13:00,DEN,JAX,Home
13,2016-12-04,13:00,LA,NE,Home
13,2016-12-04,13:00,DET,NO,Home
13,2016-12-04,16:05,BUF,OAK,Home
13,2016-12-04,16:25,WAS,ARI,Home
13,2016-12-04,16:25,NYG,PIT,Home
13,2016-12-04,16:25,TB,SD,Home
13,2016-12-04,20:30,CAR,SEA,Home
13,2016-12-05,20:30,IND,NYJ,Home
14,2016-12-08,20:25,OAK,KC,Home
14,2016-12-11,13:00,PIT,BUF,Home
14,2016-12-11,13:00,SD,CAR,Home
14,2016-12-11,13:00,CIN,CLE,Home
14,2016-12-11,13:00,CHI,DET,Home
14,2016-12-11,13:00,HOU,IND,Home
14,2016-12-11,13:00,MIN,JAX,Home
14,2016-12-11,13:00,ARI,MIA,Home
14,2016-12-11,13:00,WAS,PHI,Home
14,2016-12-11,13:00,DEN,TEN,Home
14,2016-12-11,16:05,NYJ,SF,Home
14,2016-12-11,16:25,SEA,GB,Home
14,2016-12-11,16:25,ATL,LA,Home
14,2016-12-11,16:25,NO,TB,Home
14,2016-12-11,20:30,DAL,NYG,Home
14,2016-12-12,20:30,BAL,NE,Home
15,2016-12-15,20:25,LA,SEA,Home
15,2016-12-17,20:25,MIA,NYJ,Home
15,2016-12-18,13:00,PHI,BAL,Home
15,2016-12-18,13:00,CLE,BUF,Home
15,2016-12-18,13:00,GB,CHI,Home
15,2016-12-18,13:00,PIT,CIN,Home
15,2016-12-18,13:00,JAX,HOU,Home
15,2016-12-18,13:00,TEN,KC,Home
15,2016-12-18,13:00,IND,MIN,Home
15,2016-12-18,13:00,DET,NYG,Home
15,2016-12-18,16:05,NO,ARI,Home
15,2016-12-18,16:05,SF,ATL,Home
15,2016-12-18,16:25,NE,DEN,Home
15,2016-12-18,16:25,OAK,SD,Home
15,2016-12-18,20:30,TB,DAL,Home
15,2016-12-19,20:30,CAR,WAS,Home
16,2016-12-22,20:25,NYG,PHI,Home
16,2016-12-24,13:00,MIA,BUF,Home
16,2016-12-24,13:00,ATL,CAR,Home
16,2016-12-24,13:00,WAS,CHI,Home
16,2016-12-24,13:00,SD,CLE,Home
16,2016-12-24,13:00,MIN,GB,Home
16,2016-12-24,13:00,TEN,JAX,Home
16,2016-12-24,13:00,NYJ,NE,Home
16,2016-12-24,16:05,IND,OAK,Home
16,2016-12-24,16:25,SF,LA,Home
16,2016-12-24,16:25,TB,NO,Home
16,2016-12-24,16:25,ARI,SEA,Home
16,2016-12-24,20:25,CIN,HOU,Home
16,2016-12-25,16:30,BAL,PIT,Home
16,2016-12-25,20:30,DEN,KC,Home
16,2016-12-26,20:30,DET,DAL,Home
17,2017-01-01,13:00,BAL,CIN,Home
17,2017-01-01,13:00,JAX,IND,Home
17,2017-01-01,13:00,NE,MIA,Home
17,2017-01-01,13:00,CHI,MIN,Home
17,2017-01-01,13:00,BUF,NYJ,Home
17,2017-01-01,13:00,DAL,PHI,Home
17,2017-01-01,13:00,CLE,PIT,Home
17,2017-01-01,13:00,CAR,TB,Home
17,2017-01-01,13:00,HOU,TEN,Home
17,2017-01-01,16:25,NO,ATL,Home
17,2017-01-01,16:25,OAK,DEN,Home
17,2017-01-01,16:25,ARI,LA,Home
17,2017-01-01,16:25,KC,SD,Home
17,2017-01-01,16:25,SEA,SF,Home
17,2017-01-01,16:25,NYG,WAS,Home
17,2017-01-01,20:30,GB,DET,Home
18,2017-01-07,16:35,OAK,HOU,Home
18,2017-01-07,20:15,DET,SEA,Home
18,2017-01-08,13:05,MIA,PIT,Home
18,2017-01-08,16:40,NYG,GB,Home
19,2017-01-14,16:35,SEA,ATL,Home
19,2017-01-14,20:15,HOU,NE,Home
19,2017-01-15,16:40,GB,DAL,Home
19,2017-01-15,20:20,PIT,KC,Home
20,2017-01-22,15:05,GB,ATL,Home
20,2017-01-22,18:40,PIT,NE,Home
21,2017-02-05,18:30,NE,ATL,Neutral
