name,position,team,pass_yds,pass_td,rush_yds,rush_td,rec,rec_yds,rec_td,return_td,off_fumble_return_td,two_pt,fg_0_19,fg_20_29,fg_30_39,fg_40_49,fg_50_plus,pat_made,def_td,def_safety,def_return_td,def_xp_returned,def_points_allowed
Case Keenum,QB,BUF,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,,,,,,,,,,,
Cedrick Wilson Jr.,WR,MIA,0.0,0.0,8.0,0.0,12.0,136.0,0.0,0.0,0,0.0,,,,,,,,,,,
CeeDee Lamb,WR,DAL,0.0,0.0,47.0,0.0,107.0,1359.0,9.0,0.0,0,0.0,,,,,,,,,,,
Chase Claypool,WR,CHI,1.0,1.0,59.0,0.0,46.0,451.0,1.0,0.0,0,0.0,,,,,,,,,,,
Chase Daniel,QB,LAC,52.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0,0.0,,,,,,,,,,,
Chase Edmonds,RB,DEN,0.0,0.0,245.0,2.0,16.0,157.0,1.0,0.0,0,0.0,,,,,,,,,,,
Chase McLaughlin,K,IND,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,7.0,5.0,9.0,9.0,21.0,,,,,
Chicago Bears,DEF,CHI,,,,,,,,,,,,,,,,,0,0,0,0,463.0
Chig Okonkwo,TE,TEN,0.0,0.0,2.0,0.0,32.0,450.0,3.0,0.0,0,1.0,,,,,,,,,,,
Chris Boswell,K,PIT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,4.0,4.0,5.0,7.0,18.0,,,,,
Chris Godwin Jr.,WR,TB,0.0,0.0,5.0,0.0,104.0,1023.0,3.0,0.0,0,1.0,,,,,,,,,,,
Chris Moore,WR,HOU,0.0,0.0,3.0,0.0,48.0,548.0,2.0,0.0,0,0.0,,,,,,,,,,,
Chris Olave,WR,NO,0.0,0.0,0.0,0.0,72.0,1042.0,4.0,0.0,0,1.0,,,,,,,,,,,
Chris Streveler,QB,NYJ,90.0,0.0,54.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
Christian Kirk,WR,JAX,0.0,0.0,11.0,0.0,84.0,1108.0,8.0,0.0,0,0.0,,,,,,,,,,,
Christian McCaffrey,RB,SF,34.0,1.0,1139.0,8.0,85.0,741.0,5.0,0.0,0,0.0,,,,,,,,,,,
Christian Watson,WR,GB,0.0,0.0,80.0,2.0,41.0,611.0,7.0,0.0,0,0.0,,,,,,,,,,,
Chuba Hubbard,RB,CAR,0.0,0.0,466.0,2.0,14.0,171.0,0.0,0.0,0,0.0,,,,,,,,,,,
Cincinnati Bengals,DEF,CIN,,,,,,,,,,,,,,,,,0,0,0,0,322.0
Cleveland Browns,DEF,CLE,,,,,,,,,,,,,,,,,0,0,0,0,381.0
Clyde Edwards-Helaire,RB,KC,0.0,0.0,302.0,3.0,17.0,151.0,3.0,0.0,0,0.0,,,,,,,,,,,
Cole Kmet,TE,CHI,0.0,0.0,9.0,0.0,50.0,544.0,7.0,0.0,0,0.0,,,,,,,,,,,
Cooper Kupp,WR,LAR,0.0,0.0,52.0,1.0,75.0,812.0,6.0,0.0,0,0.0,,,,,,,,,,,
Cooper Rush,QB,DAL,1051.0,5.0,6.0,0.0,0.0,0.0,0.0,0.0,0,0.0,,,,,,,,,,,
Cordarrelle Patterson,RB,ATL,0.0,0.0,695.0,8.0,21.0,122.0,0.0,1.0,0,0.0,,,,,,,,,,,
Corey Clement,RB,ARI,0.0,0.0,55.0,1.0,5.0,54.0,0.0,0.0,0,0.0,,,,,,,,,,,
Corey Davis,WR,NYJ,0.0,0.0,0.0,0.0,32.0,536.0,2.0,0.0,0,0.0,,,,,,,,,,,
Courtland Sutton,WR,DEN,0.0,0.0,5.0,0.0,64.0,829.0,2.0,0.0,0,0.0,,,,,,,,,,,
Craig Reynolds,RB,DET,0.0,0.0,102.0,0.0,9.0,116.0,0.0,0.0,0,0.0,,,,,,,,,,,
Curtis Samuel,WR,WSH,0.0,0.0,187.0,1.0,64.0,656.0,4.0,0.0,0,0.0,,,,,,,,,,,
D'Andre Swift,RB,DET,0.0,0.0,542.0,5.0,48.0,389.0,3.0,0.0,0,1.0,,,,,,,,,,,
D'Ernest Johnson,RB,CLE,0.0,0.0,17.0,0.0,3.0,7.0,0.0,0.0,0,0.0,,,,,,,,,,,
D'Onta Foreman,RB,CAR,0.0,0.0,914.0,5.0,5.0,26.0,0.0,0.0,0,1.0,,,,,,,,,,,
DJ Chark,WR,DET,0.0,0.0,0.0,0.0,30.0,502.0,3.0,0.0,0,0.0,,,,,,,,,,,
DJ Moore,WR,CAR,0.0,0.0,53.0,0.0,63.0,888.0,7.0,0.0,0,0.0,,,,,,,,,,,
DJ Turner,WR,LV,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0,0.0,,,,,,,,,,,
DK Metcalf,WR,SEA,0.0,0.0,0.0,0.0,90.0,1048.0,6.0,0.0,0,0.0,,,,,,,,,,,
Dak Prescott,QB,DAL,2860.0,23.0,182.0,1.0,0.0,0.0,0.0,0.0,0,0.0,,,,,,,,,,,
Dallas Cowboys,DEF,DAL,,,,,,,,,,,,,,,,,0,0,0,0,342.0
Dallas Goedert,TE,PHI,0.0,0.0,0.0,0.0,55.0,702.0,3.0,0.0,0,0.0,,,,,,,,,,,
Dalton Schultz,TE,DAL,0.0,0.0,0.0,0.0,57.0,577.0,5.0,0.0,0,0.0,,,,,,,,,,,
Dalvin Cook,RB,MIN,0.0,0.0,1173.0,8.0,39.0,295.0,2.0,0.0,0,0.0,,,,,,,,,,,
Dameon Pierce,RB,HOU,0.0,0.0,939.0,4.0,30.0,165.0,1.0,0.0,0,0.0,,,,,,,,,,,
Damien Harris,RB,NE,0.0,0.0,462.0,3.0,17.0,97.0,0.0,0.0,0,0.0,,,,,,,,,,,
Damiere Byrd,WR,ATL,0.0,0.0,0.0,0.0,13.0,268.0,2.0,0.0,0,0.0,,,,,,,,,,,
Dan Arnold,TE,JAX,0.0,0.0,0.0,0.0,9.0,135.0,0.0,0.0,0,0.0,,,,,,,,,,,
Daniel Bellinger,TE,NYG,0.0,0.0,2.0,1.0,30.0,268.0,2.0,0.0,0,1.0,,,,,,,,,,,
Daniel Carlson,K,LV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,9.0,11.0,3.0,11.0,35.0,,,,,
Daniel Jones,QB,NYG,3205.0,15.0,708.0,7.0,0.0,0.0,0.0,0.0,0,0.0,,,,,,,,,,,
Dante Pettis,WR,CHI,0.0,0.0,37.0,0.0,19.0,245.0,3.0,0.0,0,0.0,,,,,,,,,,,
Dare Ogunbowale,RB,HOU,0.0,0.0,123.0,1.0,20.0,104.0,0.0,0.0,0,0.0,,,,,,,,,,,
Darius Slayton,WR,NYG,0.0,0.0,0.0,0.0,46.0,724.0,2.0,0.0,0,0.0,,,,,,,,,,,
Darnell Mooney,WR,CHI,0.0,0.0,2.0,0.0,40.0,493.0,2.0,0.0,0,0.0,,,,,,,,,,,
Darrel Williams,RB,ARI,0.0,0.0,102.0,1.0,4.0,9.0,0.0,0.0,0,0.0,,,,,,,,,,,
Darrell Henderson Jr.,RB,JAX,0.0,0.0,283.0,3.0,17.0,102.0,0.0,0.0,0,0.0,,,,,,,,,,,
Darrynton Evans,RB,CHI,0.0,0.0,64.0,0.0,1.0,33.0,0.0,0.0,0,0.0,,,,,,,,,,,
Davante Adams,WR,LV,0.0,0.0,-1.0,0.0,100.0,1516.0,14.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
David Bell,WR,CLE,0.0,0.0,0.0,0.0,24.0,214.0,0.0,0.0,0,0.0,,,,,,,,,,,
David Blough,QB,ARI,402.0,2.0,5.0,0.0,0.0,0.0,0.0,0.0,0,0.0,,,,,,,,,,,
David Johnson,RB,NO,0.0,0.0,24.0,0.0,4.0,47.0,0.0,0.0,0,0.0,,,,,,,,,,,
David Montgomery,RB,CHI,0.0,0.0,801.0,5.0,34.0,316.0,1.0,0.0,0,0.0,,,,,,,,,,,
David Njoku,TE,CLE,0.0,0.0,-8.0,0.0,58.0,628.0,4.0,0.0,0,0.0,,,,,,,,,,,
David Sills V,WR,NYG,0.0,0.0,0.0,0.0,11.0,106.0,0.0,0.0,0,0.0,,,,,,,,,,,
Davis Mills,QB,HOU,3118.0,17.0,108.0,2.0,0.0,0.0,0.0,0.0,0,0.0,,,,,,,,,,,
Davis Webb,QB,NYG,168.0,1.0,41.0,1.0,0.0,0.0,0.0,0.0,0,0.0,,,,,,,,,,,
Dawson Knox,TE,BUF,0.0,0.0,0.0,0.0,48.0,517.0,6.0,0.0,0,0.0,,,,,,,,,,,
DeAndre Carter,WR,LAC,0.0,0.0,-15.0,0.0,46.0,538.0,3.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
DeAndre Hopkins,WR,ARI,0.0,0.0,0.0,0.0,64.0,717.0,3.0,0.0,0,0.0,,,,,,,,,,,
DeSean Jackson,WR,BAL,0.0,0.0,0.0,0.0,9.0,153.0,0.0,0.0,0,0.0,,,,,,,,,,,
DeVante Parker,WR,NE,0.0,0.0,0.0,0.0,31.0,539.0,3.0,0.0,0,0.0,,,,,,,,,,,
DeVonta Smith,WR,PHI,0.0,0.0,0.0,0.0,95.0,1196.0,7.0,0.0,0,0.0,,,,,,,,,,,
DeeJay Dallas,RB,SEA,0.0,0.0,186.0,0.0,17.0,126.0,0.0,0.0,0,0.0,,,,,,,,,,,
Deebo Samuel,WR,SF,0.0,0.0,232.0,3.0,56.0,632.0,2.0,0.0,0,0.0,,,,,,,,,,,
Demarcus Robinson,WR,BAL,0.0,0.0,0.0,0.0,48.0,458.0,2.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
Denver Broncos,DEF,DEN,,,,,,,,,,,,,,,,,0,0,0,0,359.0
Denzel Mims,WR,NYJ,0.0,0.0,0.0,0.0,11.0,186.0,0.0,0.0,0,0.0,,,,,,,,,,,
Deon Jackson,RB,IND,0.0,0.0,236.0,1.0,30.0,209.0,1.0,0.0,0,0.0,,,,,,,,,,,
Derek Carr,QB,LV,3522.0,24.0,102.0,0.0,0.0,0.0,0.0,0.0,0,0.0,,,,,,,,,,,
Derrick Henry,RB,TEN,4.0,1.0,1538.0,13.0,33.0,398.0,0.0,0.0,0,0.0,,,,,,,,,,,
Deshaun Watson,QB,CLE,1102.0,7.0,175.0,1.0,0.0,0.0,0.0,0.0,0,0.0,,,,,,,,,,,
Desmond Ridder,QB,ATL,708.0,2.0,64.0,0.0,0.0,0.0,0.0,0.0,0,0.0,,,,,,,,,,,
Detroit Lions,DEF,DET,,,,,,,,,,,,,,,,,0,0,0,0,427.0
Deven Thompkins,WR,TB,0.0,0.0,26.0,0.0,5.0,32.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
Devin Duvernay,WR,BAL,0.0,0.0,84.0,1.0,37.0,407.0,3.0,1.0,0,0.0,,,,,,,,,,,
Devin Singletary,RB,BUF,0.0,0.0,819.0,5.0,38.0,280.0,1.0,0.0,0,0.0,,,,,,,,,,,
Diontae Johnson,WR,PIT,0.0,0.0,25.0,0.0,86.0,882.0,0.0,0.0,0,2.0,,,,,,,,,,,
Dominik Eberle,K,DET,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,,,,,
Donald Parham Jr.,TE,LAC,0.0,0.0,0.0,0.0,10.0,130.0,1.0,0.0,0,0.0,,,,,,,,,,,
Donovan Peoples-Jones,WR,CLE,0.0,0.0,2.0,0.0,61.0,839.0,3.0,1.0,0,0.0,,,,,,,,,,,
Dontrell Hilliard,RB,TEN,0.0,0.0,145.0,0.0,21.0,177.0,4.0,0.0,0,0.0,,,,,,,,,,,
Drake London,WR,ATL,0.0,0.0,0.0,0.0,72.0,866.0,4.0,0.0,0,1.0,,,,,,,,,,,
Durham Smythe,TE,MIA,0.0,0.0,1.0,1.0,15.0,129.0,1.0,0.0,0,0.0,,,,,,,,,,,
Dustin Hopkins,K,LAC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,2.0,6.0,1.0,0.0,12.0,,,,,
Dwayne Washington,RB,NO,0.0,0.0,38.0,0.0,1.0,7.0,0.0,0.0,0,0.0,,,,,,,,,,,
Dyami Brown,WR,WSH,0.0,0.0,15.0,0.0,5.0,143.0,2.0,0.0,0,0.0,,,,,,,,,,,
Eddy Pineiro,K,CAR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,2.0,16.0,13.0,2.0,30.0,,,,,
Elijah Mitchell,RB,SF,0.0,0.0,279.0,2.0,3.0,7.0,0.0,0.0,0,0.0,,,,,,,,,,,
Elijah Moore,WR,NYJ,0.0,0.0,5.0,0.0,37.0,446.0,1.0,0.0,0,0.0,,,,,,,,,,,
Eno Benjamin,RB,NO,0.0,0.0,313.0,2.0,25.0,193.0,0.0,0.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
Equanimeous St. Brown,WR,CHI,0.0,0.0,54.0,0.0,21.0,323.0,1.0,0.0,0,0.0,,,,,,,,,,,
Eric Saubert,TE,DEN,0.0,0.0,0.0,0.0,15.0,148.0,1.0,0.0,0,0.0,,,,,,,,,,,
Evan Engram,TE,JAX,0.0,0.0,13.0,0.0,73.0,766.0,4.0,0.0,0,1.0,,,,,,,,,,,
Evan McPherson,K,CIN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1.0,5.0,4.0,9.0,5.0,40.0,,,,,
Ezekiel Elliott,RB,DAL,0.0,0.0,876.0,12.0,17.0,92.0,0.0,0.0,0,0.0,,,,,,,,,,,
Gabe Davis,WR,BUF,0.0,0.0,0.0,0.0,48.0,836.0,7.0,0.0,0,0.0,,,,,,,,,,,
Gardner Minshew II,QB,PHI,663.0,3.0,3.0,1.0,0.0,0.0,0.0,0.0,0,0.0,,,,,,,,,,,
Garrett Wilson,WR,NYJ,0.0,0.0,4.0,0.0,83.0,1103.0,4.0,0.0,0,0.0,,,,,,,,,,,
Gary Brightwell,RB,NYG,0.0,0.0,141.0,1.0,5.0,39.0,0.0,0.0,0,0.0,,,,,,,,,,,
Geno Smith,QB,SEA,4282.0,30.0,366.0,1.0,0.0,0.0,0.0,0.0,0,0.0,,,,,,,,,,,
George Kittle,TE,SF,0.0,0.0,0.0,0.0,60.0,765.0,11.0,0.0,0,0.0,,,,,,,,,,,
George Pickens,WR,PIT,0.0,0.0,24.0,1.0,52.0,801.0,4.0,0.0,0,1.0,,,,,,,,,,,
Gerald Everett,TE,LAC,0.0,0.0,0.0,0.0,58.0,555.0,4.0,0.0,0,1.0,,,,,,,,,,,
Giovanni Ricci,TE,CAR,0.0,0.0,0.0,0.0,8.0,100.0,0.0,0.0,0,0.0,,,,,,,,,,,
Graham Gano,K,NYG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,2.0,9.0,10.0,8.0,32.0,,,,,
Green Bay Packers,DEF,GB,,,,,,,,,,,,,,,,,0,0,0,0,371.0
Greg Dortch,WR,ARI,0.0,0.0,44.0,0.0,52.0,467.0,2.0,0.0,0,0.0,,,,,,,,,,,
Greg Joseph,K,MIN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,10.0,5.0,7.0,4.0,40.0,,,,,
Greg Zuerlein,K,NYJ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,5.0,10.0,9.0,6.0,28.0,,,,,
Gunner Olszewski,WR,PIT,0.0,0.0,39.0,0.0,5.0,53.0,0.0,0.0,0,0.0,,,,,,,,,,,
Gus Edwards,RB,BAL,0.0,0.0,433.0,3.0,0.0,0.0,0.0,0.0,0,0.0,,,,,,,,,,,
Harrison Bryant,TE,CLE,0.0,0.0,8.0,0.0,31.0,239.0,1.0,0.0,0,0.0,,,,,,,,,,,
Harrison Butker,K,KC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,7.0,4.0,4.0,3.0,38.0,,,,,
Hassan Haskins,RB,TEN,0.0,0.0,93.0,0.0,11.0,57.0,0.0,0.0,0,0.0,,,,,,,,,,,
Hollywood Brown,WR,ARI,0.0,0.0,1.0,0.0,67.0,709.0,3.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
Houston Texans,DEF,HOU,,,,,,,,,,,,,,,,,0,0,0,0,420.0
Hunter Henry,TE,NE,0.0,0.0,0.0,0.0,41.0,509.0,2.0,0.0,0,0.0,,,,,,,,,,,
Ian Thomas,TE,CAR,0.0,0.0,0.0,0.0,21.0,197.0,0.0,0.0,0,0.0,,,,,,,,,,,
Indianapolis Colts,DEF,IND,,,,,,,,,,,,,,,,,0,0,0,0,427.0
Irv Smith Jr.,TE,MIN,0.0,0.0,0.0,0.0,25.0,182.0,2.0,0.0,0,0.0,,,,,,,,,,,
Isaiah McKenzie,WR,BUF,0.0,0.0,55.0,1.0,42.0,423.0,4.0,0.0,0,0.0,,,,,,,,,,,
Isaiah Spiller,RB,LAC,0.0,0.0,41.0,0.0,3.0,13.0,0.0,0.0,0,0.0,,,,,,,,,,,
Isiah Pacheco,RB,KC,0.0,0.0,830.0,5.0,13.0,130.0,0.0,0.0,0,0.0,,,,,,,,,,,
J.D. McKissic,RB,WSH,0.0,0.0,95.0,0.0,27.0,173.0,0.0,0.0,0,1.0,,,,,,,,,,,
J.K. Dobbins,RB,BAL,0.0,0.0,520.0,2.0,7.0,42.0,1.0,0.0,0,0.0,,,,,,,,,,,
Ja'Marr Chase,WR,CIN,0.0,0.0,8.0,0.0,87.0,1046.0,9.0,0.0,0,0.0,,,,,,,,,,,
JaMycal Hasty,RB,JAX,0.0,0.0,194.0,2.0,20.0,126.0,1.0,0.0,0,0.0,,,,,,,,,,,
Jack Stoll,TE,PHI,0.0,0.0,0.0,0.0,11.0,123.0,0.0,0.0,0,0.0,,,,,,,,,,,
Jacksonville Jaguars,DEF,JAX,,,,,,,,,,,,,,,,,0,0,0,0,350.0
