week,gameday,gametime,away_team,home_team,location
1,2025-09-04,20:20,DAL,PHI,Home
1,2025-09-05,20:00,KC,LAC,Neutral
1,2025-09-07,13:00,TB,ATL,Home
1,2025-09-07,13:00,CIN,CLE,Home
1,2025-09-07,13:00,MIA,IND,Home
1,2025-09-07,13:00,CAR,JAX,Home
1,2025-09-07,13:00,LV,NE,Home
1,2025-09-07,13:00,ARI,NO,Home
1,2025-09-07,13:00,PIT,NYJ,Home
1,2025-09-07,13:00,NYG,WAS,Home
1,2025-09-07,16:05,TEN,DEN,Home
1,2025-09-07,16:05,SF,SEA,Home
1,2025-09-07,16:25,DET,GB,Home
1,2025-09-07,16:25,HOU,LA,Home
1,2025-09-07,20:20,BAL,BUF,Home
1,2025-09-08,20:15,MIN,CHI,Home
2,2025-09-11,20:15,WAS,GB,Home
2,2025-09-14,13:00,CLE,BAL,Home
2,2025-09-14,13:00,JAX,CIN,Home
2,2025-09-14,13:00,NYG,DAL,Home
2,2025-09-14,13:00,CHI,DET,Home
2,2025-09-14,13:00,NE,MIA,Home
2,2025-09-14,13:00,SF,NO,Home
2,2025-09-14,13:00,BUF,NYJ,Home
2,2025-09-14,13:00,SEA,PIT,Home
2,2025-09-14,13:00,LA,TEN,Home
2,2025-09-14,16:05,CAR,ARI,Home
2,2025-09-14,16:05,DEN,IND,Home
2,2025-09-14,16:25,PHI,KC,Home
2,2025-09-14,20:20,ATL,MIN,Home
2,2025-09-15,19:00,TB,HOU,Home
2,2025-09-15,22:00,LAC,LV,Home
3,2025-09-18,20:15,MIA,BUF,Home
3,2025-09-21,13:00,ATL,CAR,Home
3,2025-09-21,13:00,GB,CLE,Home
3,2025-09-21,13:00,HOU,JAX,Home
3,2025-09-21,13:00,CIN,MIN,Home
3,2025-09-21,13:00,PIT,NE,Home
3,2025-09-21,13:00,LA,PHI,Home
3,2025-09-21,13:00,NYJ,TB,Home
3,2025-09-21,13:00,IND,TEN,Home
3,2025-09-21,13:00,LV,WAS,Home
3,2025-09-21,16:05,DEN,LAC,Home
3,2025-09-21,16:05,NO,SEA,Home
3,2025-09-21,16:25,DAL,CHI,Home
3,2025-09-21,16:25,ARI,SF,Home
3,2025-09-21,20:20,KC,NYG,Home
3,2025-09-22,20:15,DET,BAL,Home
4,2025-09-25,20:15,SEA,ARI,Home
4,2025-09-28,09:30,MIN,PIT,Neutral
4,2025-09-28,13:00,WAS,ATL,Home
4,2025-09-28,13:00,NO,BUF,Home
4,2025-09-28,13:00,CLE,DET,Home
4,2025-09-28,13:00,TEN,HOU,Home
4,2025-09-28,13:00,CAR,NE,Home
4,2025-09-28,13:00,LAC,NYG,Home
4,2025-09-28,13:00,PHI,TB,Home
4,2025-09-28,16:05,IND,LA,Home
4,2025-09-28,16:05,JAX,SF,Home
4,2025-09-28,16:25,BAL,KC,Home
4,2025-09-28,16:25,CHI,LV,Home
4,2025-09-28,20:20,GB,DAL,Home
4,2025-09-29,19:15,NYJ,MIA,Home
4,2025-09-29,20:15,CIN,DEN,Home
5,2025-10-02,20:15,SF,LA,Home
5,2025-10-05,09:30,MIN,CLE,Neutral
5,2025-10-05,13:00,HOU,BAL,Home
5,2025-10-05,13:00,MIA,CAR,Home
5,2025-10-05,13:00,LV,IND,Home
5,2025-10-05,13:00,NYG,NO,Home
5,2025-10-05,13:00,DAL,NYJ,Home
5,2025-10-05,13:00,DEN,PHI,Home
5,2025-10-05,16:05,TEN,ARI,Home
5,2025-10-05,16:05,TB,SEA,Home
5,2025-10-05,16:25,DET,CIN,Home
5,2025-10-05,16:25,WAS,LAC,Home
5,2025-10-05,20:20,NE,BUF,Home
5,2025-10-06,20:15,KC,JAX,Home
6,2025-10-09,20:15,PHI,NYG,Home
6,2025-10-12,09:30,DEN,NYJ,Neutral
6,2025-10-12,13:00,LA,BAL,Home
6,2025-10-12,13:00,DAL,CAR,Home
6,2025-10-12,13:00,ARI,IND,Home
6,2025-10-12,13:00,SEA,JAX,Home
6,2025-10-12,13:00,LAC,MIA,Home
6,2025-10-12,13:00,NE,NO,Home
6,2025-10-12,13:00,CLE,PIT,Home
6,2025-10-12,16:05,TEN,LV,Home
6,2025-10-12,16:25,CIN,GB,Home
6,2025-10-12,16:25,SF,TB,Home
6,2025-10-12,20:20,DET,KC,Home
6,2025-10-13,19:15,BUF,ATL,Home
6,2025-10-13,20:15,CHI,WAS,Home
7,2025-10-16,20:15,PIT,CIN,Home
7,2025-10-19,09:30,LA,JAX,Neutral
7,2025-10-19,13:00,NO,CHI,Home
7,2025-10-19,13:00,MIA,CLE,Home
7,2025-10-19,13:00,LV,KC,Home
7,2025-10-19,13:00,PHI,MIN,Home
7,2025-10-19,13:00,CAR,NYJ,Home
7,2025-10-19,13:00,NE,TEN,Home
7,2025-10-19,16:05,NYG,DEN,Home
7,2025-10-19,16:05,IND,LAC,Home
7,2025-10-19,16:25,GB,ARI,Home
7,2025-10-19,16:25,WAS,DAL,Home
7,2025-10-19,20:20,ATL,SF,Home
7,2025-10-20,19:00,TB,DET,Home
7,2025-10-20,22:00,HOU,SEA,Home
8,2025-10-23,20:15,MIN,LAC,Home
8,2025-10-26,13:00,MIA,ATL,Home
8,2025-10-26,13:00,CHI,BAL,Home
8,2025-10-26,13:00,BUF,CAR,Home
8,2025-10-26,13:00,NYJ,CIN,Home
8,2025-10-26,13:00,SF,HOU,Home
8,2025-10-26,13:00,CLE,NE,Home
8,2025-10-26,13:00,NYG,PHI,Home
8,2025-10-26,16:05,TB,NO,Home
8,2025-10-26,16:25,DAL,DEN,Home
8,2025-10-26,16:25,TEN,IND,Home
8,2025-10-26,20:20,GB,PIT,Home
8,2025-10-27,20:15,WAS,KC,Home
9,2025-10-30,20:15,BAL,MIA,Home
9,2025-11-02,13:00,CHI,CIN,Home
9,2025-11-02,13:00,MIN,DET,Home
9,2025-11-02,13:00,CAR,GB,Home
9,2025-11-02,13:00,DEN,HOU,Home
9,2025-11-02,13:00,ATL,NE,Home
9,2025-11-02,13:00,SF,NYG,Home
9,2025-11-02,13:00,IND,PIT,Home
9,2025-11-02,13:00,LAC,TEN,Home
9,2025-11-02,16:05,NO,LA,Home
9,2025-11-02,16:05,JAX,LV,Home
9,2025-11-02,16:25,KC,BUF,Home
9,2025-11-02,20:20,SEA,WAS,Home
9,2025-11-03,20:15,ARI,DAL,Home
10,2025-11-06,20:15,LV,DEN,Home
10,2025-11-09,09:30,ATL,IND,Neutral
10,2025-11-09,13:00,NO,CAR,Home
10,2025-11-09,13:00,NYG,CHI,Home
10,2025-11-09,13:00,JAX,HOU,Home
10,2025-11-09,13:00,BUF,MIA,Home
10,2025-11-09,13:00,BAL,MIN,Home
10,2025-11-09,13:00,CLE,NYJ,Home
10,2025-11-09,13:00,NE,TB,Home
10,2025-11-09,16:05,ARI,SEA,Home
10,2025-11-09,16:25,LA,SF,Home
10,2025-11-09,16:25,DET,WAS,Home
10,2025-11-09,20:20,PIT,LAC,Home
10,2025-11-10,20:15,PHI,GB,Home
11,2025-11-13,20:15,NYJ,NE,Home
11,2025-11-16,09:30,WAS,MIA,Neutral
11,2025-11-16,13:00,CAR,ATL,Home
11,2025-11-16,13:00,TB,BUF,Home
11,2025-11-16,13:00,LAC,JAX,Home
11,2025-11-16,13:00,CHI,MIN,Home
11,2025-11-16,13:00,GB,NYG,Home
11,2025-11-16,13:00,CIN,PIT,Home
11,2025-11-16,13:00,HOU,TEN,Home
11,2025-11-16,16:05,SF,ARI,Home
11,2025-11-16,16:05,SEA,LA,Home
11,2025-11-16,16:25,BAL,CLE,Home
11,2025-11-16,16:25,KC,DEN,Home
11,2025-11-16,20:20,DET,PHI,Home
11,2025-11-17,20:15,DAL,LV,Home
12,2025-11-20,20:15,BUF,HOU,Home
12,2025-11-23,13:00,NYJ,BAL,Home
12,2025-11-23,13:00,PIT,CHI,Home
12,2025-11-23,13:00,NE,CIN,Home
12,2025-11-23,13:00,NYG,DET,Home
12,2025-11-23,13:00,MIN,GB,Home
12,2025-11-23,13:00,IND,KC,Home
12,2025-11-23,13:00,SEA,TEN,Home
12,2025-11-23,16:05,JAX,ARI,Home
12,2025-11-23,16:05,CLE,LV,Home
12,2025-11-23,16:25,PHI,DAL,Home
12,2025-11-23,16:25,ATL,NO,Home
12,2025-11-23,20:20,TB,LA,Home
12,2025-11-24,20:15,CAR,SF,Home
13,2025-11-27,13:00,GB,DET,Home
