week,gameday,gametime,away_team,home_team,location
14,2023-12-07,20:15,NE,PIT,Home
14,2023-12-10,13:00,TB,ATL,Home
14,2023-12-10,13:00,LA,BAL,Home
14,2023-12-10,13:00,DET,CHI,Home
14,2023-12-10,13:00,IND,CIN,Home
14,2023-12-10,13:00,JAX,CLE,Home
14,2023-12-10,13:00,CAR,NO,Home
14,2023-12-10,13:00,HOU,NYJ,Home
14,2023-12-10,16:05,MIN,LV,Home
14,2023-12-10,16:05,SEA,SF,Home
14,2023-12-10,16:25,BUF,KC,Home
14,2023-12-10,16:25,DEN,LAC,Home
14,2023-12-10,20:20,PHI,DAL,Home
14,2023-12-11,20:15,TEN,MIA,Home
14,2023-12-11,20:15,GB,NYG,Home
15,2023-12-14,20:15,LAC,LV,Home
15,2023-12-16,13:00,MIN,CIN,Home
15,2023-12-16,16:30,PIT,IND,Home
15,2023-12-16,20:15,DEN,DET,Home
15,2023-12-17,13:00,ATL,CAR,Home
15,2023-12-17,13:00,CHI,CLE,Home
15,2023-12-17,13:00,TB,GB,Home
15,2023-12-17,13:00,NYJ,MIA,Home
15,2023-12-17,13:00,KC,NE,Home
15,2023-12-17,13:00,NYG,NO,Home
15,2023-12-17,13:00,HOU,TEN,Home
15,2023-12-17,16:05,SF,ARI,Home
15,2023-12-17,16:05,WAS,LA,Home
15,2023-12-17,16:25,DAL,BUF,Home
15,2023-12-17,20:20,BAL,JAX,Home
15,2023-12-18,20:15,PHI,SEA,Home
16,2023-12-21,20:15,NO,LA,Home
16,2023-12-23,16:30,CIN,PIT,Home
16,2023-12-23,20:00,BUF,LAC,Home
16,2023-12-24,13:00,IND,ATL,Home
16,2023-12-24,13:00,GB,CAR,Home
16,2023-12-24,13:00,CLE,HOU,Home
16,2023-12-24,13:00,DET,MIN,Home
16,2023-12-24,13:00,WAS,NYJ,Home
16,2023-12-24,13:00,SEA,TEN,Home
16,2023-12-24,16:05,JAX,TB,Home
16,2023-12-24,16:25,ARI,CHI,Home
16,2023-12-24,16:25,DAL,MIA,Home
16,2023-12-24,20:15,NE,DEN,Home
16,2023-12-25,13:00,LV,KC,Home
16,2023-12-25,16:30,NYG,PHI,Home
16,2023-12-25,20:15,BAL,SF,Home
17,2023-12-28,20:15,NYJ,CLE,Home
17,2023-12-30,20:15,DET,DAL,Home
17,2023-12-31,13:00,MIA,BAL,Home
17,2023-12-31,13:00,NE,BUF,Home
17,2023-12-31,13:00,ATL,CHI,Home
17,2023-12-31,13:00,TEN,HOU,Home
17,2023-12-31,13:00,LV,IND,Home
17,2023-12-31,13:00,CAR,JAX,Home
17,2023-12-31,13:00,LA,NYG,Home
17,2023-12-31,13:00,ARI,PHI,Home
17,2023-12-31,13:00,NO,TB,Home
17,2023-12-31,13:00,SF,WAS,Home
17,2023-12-31,16:05,PIT,SEA,Home
17,2023-12-31,16:25,LAC,DEN,Home
17,2023-12-31,16:25,CIN,KC,Home
17,2023-12-31,20:20,GB,MIN,Home
18,2024-01-06,16:30,PIT,BAL,Home
18,2024-01-06,20:15,HOU,IND,Home
18,2024-01-07,13:00,TB,CAR,Home
18,2024-01-07,13:00,CLE,CIN,Home
18,2024-01-07,13:00,MIN,DET,Home
18,2024-01-07,13:00,NYJ,NE,Home
18,2024-01-07,13:00,ATL,NO,Home
18,2024-01-07,13:00,JAX,TEN,Home
18,2024-01-07,16:25,SEA,ARI,Home
18,2024-01-07,16:25,CHI,GB,Home
18,2024-01-07,16:25,KC,LAC,Home
18,2024-01-07,16:25,DEN,LV,Home
18,2024-01-07,16:25,PHI,NYG,Home
18,2024-01-07,16:25,LA,SF,Home
18,2024-01-07,16:25,DAL,WAS,Home
18,2024-01-07,20:20,BUF,MIA,Home
19,2024-01-13,16:30,CLE,HOU,Home
19,2024-01-13,20:00,MIA,KC,Home
19,2024-01-14,16:30,GB,DAL,Home
19,2024-01-14,20:00,LA,DET,Home
19,2024-01-15,16:30,PIT,BUF,Home
19,2024-01-15,20:00,PHI,TB,Home
20,2024-01-20,16:30,HOU,BAL,Home
20,2024-01-20,20:15,GB,SF,Home
20,2024-01-21,15:00,TB,DET,Home
20,2024-01-21,18:30,KC,BUF,Home
21,2024-01-28,15:00,KC,BAL,Home
21,2024-01-28,18:30,DET,SF,Home
22,2024-02-11,18:30,SF,KC,Neutral
