name,position,team,pass_yds,pass_td,rush_yds,rush_td,rec,rec_yds,rec_td,return_td,off_fumble_return_td,two_pt,fg_0_19,fg_20_29,fg_30_39,fg_40_49,fg_50_plus,pat_made,def_td,def_safety,def_return_td,def_xp_returned,def_points_allowed
Chase McLaughlin,K,TB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,8.0,12.0,2.0,7.0,33.0,,,,,
Chicago Bears,DEF,CHI,,,,,,,,,,,,,,,,,0,0,0,0,379.0
Chig Okonkwo,TE,TEN,0.0,0.0,6.0,0.0,54.0,528.0,1.0,0.0,0,0.0,,,,,,,,,,,
Chris Boswell,K,PIT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,9.0,7.0,7.0,6.0,27.0,,,,,
Chris Brooks,RB,MIA,0.0,0.0,106.0,0.0,0.0,0.0,0.0,0.0,0,0.0,,,,,,,,,,,
Chris Evans,RB,CIN,0.0,0.0,12.0,0.0,1.0,-1.0,0.0,0.0,0,0.0,,,,,,,,,,,
Chris Godwin Jr.,WR,TB,0.0,0.0,38.0,1.0,83.0,1024.0,2.0,0.0,0,1.0,,,,,,,,,,,
Chris Moore,WR,TEN,0.0,0.0,39.0,0.0,22.0,424.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
Chris Olave,WR,NO,0.0,0.0,0.0,0.0,87.0,1123.0,5.0,0.0,0,1.0,,,,,,,,,,,
Chris Rodriguez Jr.,RB,WSH,0.0,0.0,247.0,2.0,2.0,12.0,0.0,0.0,0,0.0,,,,,,,,,,,
Christian Kirk,WR,JAX,-1.0,0.0,6.0,0.0,57.0,787.0,3.0,0.0,0,0.0,,,,,,,,,,,
Christian McCaffrey,RB,SF,0.0,0.0,1459.0,14.0,67.0,564.0,7.0,0.0,0,0.0,,,,,,,,,,,
Christian Watson,WR,GB,0.0,0.0,11.0,0.0,28.0,422.0,5.0,0.0,0,0.0,,,,,,,,,,,
Chuba Hubbard,RB,CAR,0.0,0.0,902.0,5.0,39.0,233.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
Cincinnati Bengals,DEF,CIN,,,,,,,,,,,,,,,,,0,0,0,0,384.0
Clayton Tune,QB,ARI,62.0,0.0,30.0,1.0,0.0,0.0,0.0,0.0,0,1.0,,,,,,,,,,,
Cleveland Browns,DEF,CLE,,,,,,,,,,,,,,,,,0,0,0,0,362.0
Clyde Edwards-Helaire,RB,KC,0.0,0.0,223.0,1.0,17.0,188.0,1.0,0.0,0,0.0,,,,,,,,,,,
Colby Parkinson,TE,SEA,0.0,0.0,0.0,0.0,25.0,247.0,2.0,0.0,0,0.0,,,,,,,,,,,
Cole Kmet,TE,CHI,0.0,0.0,2.0,0.0,73.0,719.0,6.0,0.0,0,0.0,,,,,,,,,,,
Cole Turner,TE,WSH,0.0,0.0,0.0,0.0,11.0,120.0,0.0,0.0,0,0.0,,,,,,,,,,,
Cooper Kupp,WR,LAR,0.0,0.0,-3.0,0.0,59.0,737.0,5.0,0.0,0,1.0,,,,,,,,,,,
Cooper Rush,QB,DAL,144.0,0.0,-5.0,0.0,0.0,0.0,0.0,0.0,0,0.0,,,,,,,,,,,
Cordarrelle Patterson,RB,ATL,0.0,0.0,181.0,0.0,9.0,38.0,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
Courtland Sutton,WR,DEN,0.0,0.0,0.0,0.0,59.0,772.0,10.0,0.0,0,0.0,,,,,,,,,,,
Craig Reynolds,RB,DET,0.0,0.0,179.0,1.0,5.0,47.0,0.0,0.0,0,0.0,,,,,,,,,,,
Curtis Samuel,WR,WSH,0.0,0.0,39.0,1.0,62.0,613.0,4.0,0.0,0,0.0,,,,,,,,,,,
D'Andre Swift,RB,PHI,0.0,0.0,1049.0,5.0,39.0,214.0,1.0,0.0,0,0.0,,,,,,,,,,,
D'Ernest Johnson,RB,JAX,0.0,0.0,108.0,0.0,10.0,140.0,0.0,0.0,0,0.0,,,,,,,,,,,
D'Onta Foreman,RB,CHI,0.0,0.0,425.0,4.0,11.0,77.0,1.0,0.0,0,0.0,,,,,,,,,,,
DJ Chark,WR,CAR,0.0,0.0,0.0,0.0,35.0,525.0,5.0,0.0,0,0.0,,,,,,,,,,,
DJ Moore,WR,CHI,0.0,0.0,21.0,1.0,96.0,1364.0,8.0,0.0,0,0.0,,,,,,,,,,,
DK Metcalf,WR,SEA,0.0,0.0,0.0,0.0,66.0,1114.0,8.0,0.0,0,0.0,,,,,,,,,,,
Dak Prescott,QB,DAL,4516.0,36.0,242.0,2.0,0.0,0.0,0.0,0.0,0,0.0,,,,,,,,,,,
Dallas Cowboys,DEF,DAL,,,,,,,,,,,,,,,,,0,0,0,0,315.0
Dallas Goedert,TE,PHI,0.0,0.0,1.0,0.0,59.0,592.0,3.0,0.0,0,0.0,,,,,,,,,,,
Dalton Kincaid,TE,BUF,0.0,0.0,0.0,0.0,73.0,673.0,2.0,0.0,0,0.0,,,,,,,,,,,
Dalton Schultz,TE,HOU,0.0,0.0,0.0,0.0,59.0,635.0,5.0,0.0,0,0.0,,,,,,,,,,,
Dalvin Cook,RB,BAL,0.0,0.0,214.0,0.0,15.0,78.0,0.0,0.0,0,0.0,,,,,,,,,,,
Dameon Pierce,RB,HOU,0.0,0.0,416.0,2.0,13.0,101.0,0.0,1.0,0,0.0,,,,,,,,,,,
Damien Harris,RB,BUF,0.0,0.0,94.0,1.0,2.0,16.0,0.0,0.0,0,0.0,,,,,,,,,,,
Damien Williams,RB,ARI,0.0,0.0,43.0,0.0,2.0,12.0,0.0,0.0,0,0.0,,,,,,,,,,,
Daniel Bellinger,TE,NYG,0.0,0.0,0.0,0.0,25.0,255.0,0.0,0.0,0,0.0,,,,,,,,,,,
Daniel Carlson,K,LV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,10.0,6.0,9.0,1.0,32.0,,,,,
Daniel Jones,QB,NYG,909.0,2.0,206.0,1.0,0.0,0.0,0.0,0.0,0,0.0,,,,,,,,,,,
Dare Ogunbowale,RB,HOU,0.0,0.0,35.0,0.0,2.0,18.0,0.0,0.0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,,
Darius Slayton,WR,NYG,0.0,0.0,0.0,0.0,50.0,770.0,4.0,0.0,0,0.0,,,,,,,,,,,
Darnell Mooney,WR,CHI,0.0,0.0,5.0,0.0,31.0,414.0,1.0,0.0,0,0.0,,,,,,,,,,,
Darrell Henderson Jr.,RB,LAR,0.0,0.0,112.0,2.0,10.0,103.0,0.0,0.0,0,0.0,,,,,,,,,,,
Darren Waller,TE,NYG,0.0,0.0,0.0,0.0,52.0,552.0,1.0,0.0,0,0.0,,,,,,,,,,,
Darrynton Evans,RB,MIA,0.0,0.0,121.0,1.0,7.0,49.0,0.0,0.0,0,0.0,,,,,,,,,,,
Davante Adams,WR,LV,0.0,0.0,0.0,0.0,103.0,1144.0,8.0,0.0,0,0.0,,,,,,,,,,,
David Montgomery,RB,DET,0.0,0.0,1015.0,13.0,16.0,117.0,0.0,0.0,0,1.0,,,,,,,,,,,
David Moore,WR,TB,0.0,0.0,0.0,0.0,5.0,94.0,1.0,0.0,0,0.0,,,,,,,,,,,
David Njoku,TE,CLE,0.0,0.0,0.0,0.0,81.0,882.0,6.0,0.0,0,0.0,,,,,,,,,,,
Davis Allen,TE,LAR,0.0,0.0,0.0,0.0,10.0,95.0,1.0,0.0,0,0.0,,,,,,,,,,,
Davis Mills,QB,HOU,173.0,2.0,9.0,0.0,0.0,0.0,0.0,0.0,0,0.0,,,,,,,,,,,
De'Von Achane,RB,MIA,0.0,0.0,800.0,8.0,27.0,197.0,3.0,0.0,0,0.0,,,,,,,,,,,
DeAndre Carter,WR,LV,0.0,0.0,18.0,0.0,4.0,39.0,0.0,0.0,0,0.0,,,,,,,,,,,
DeAndre Hopkins,WR,TEN,0.0,0.0,9.0,0.0,75.0,1057.0,7.0,0.0,0,0.0,,,,,,,,,,,
DeMario Douglas,WR,NE,0.0,0.0,41.0,0.0,49.0,561.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
DeVante Parker,WR,NE,0.0,0.0,0.0,0.0,33.0,394.0,0.0,0.0,0,0.0,,,,,,,,,,,
DeVonta Smith,WR,PHI,0.0,0.0,0.0,0.0,81.0,1066.0,7.0,0.0,0,0.0,,,,,,,,,,,
DeeJay Dallas,RB,SEA,0.0,0.0,36.0,0.0,6.0,26.0,0.0,0.0,0,0.0,,,,,,,,,,,
Deebo Samuel,WR,SF,0.0,0.0,225.0,5.0,60.0,892.0,7.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
Demarcus Robinson,WR,LAR,0.0,0.0,23.0,0.0,26.0,371.0,4.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
Denver Broncos,DEF,DEN,,,,,,,,,,,,,,,,,0,0,0,0,413.0
Deon Jackson,RB,NYG,0.0,0.0,16.0,0.0,5.0,14.0,0.0,0.0,0,0.0,,,,,,,,,,,
Deonte Harty,WR,BUF,0.0,0.0,0.0,0.0,15.0,150.0,1.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
Derek Carr,QB,NO,3878.0,25.0,40.0,0.0,0.0,0.0,0.0,0.0,0,0.0,,,,,,,,,,,
Derius Davis,WR,LAC,0.0,0.0,101.0,0.0,15.0,66.0,0.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
Derrick Gore,RB,WSH,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0,0.0,,,,,,,,,,,
Derrick Henry,RB,TEN,14.0,2.0,1167.0,12.0,28.0,214.0,0.0,0.0,0,0.0,,,,,,,,,,,
Deshaun Watson,QB,CLE,1115.0,7.0,142.0,1.0,0.0,0.0,0.0,0.0,0,3.0,,,,,,,,,,,
Desmond Ridder,QB,ATL,2836.0,12.0,193.0,5.0,1.0,-6.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
Detroit Lions,DEF,DET,,,,,,,,,,,,,,,,,0,0,0,0,395.0
Deuce Vaughn,RB,DAL,0.0,0.0,40.0,0.0,7.0,40.0,0.0,0.0,0,0.0,,,,,,,,,,,
Deven Thompkins,WR,TB,0.0,0.0,56.0,0.0,17.0,83.0,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
Devin Duvernay,WR,BAL,0.0,0.0,15.0,0.0,4.0,18.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
Devin Singletary,RB,HOU,6.0,1.0,898.0,4.0,30.0,193.0,0.0,0.0,0,0.0,,,,,,,,,,,
Diontae Johnson,WR,PIT,0.0,0.0,0.0,0.0,51.0,717.0,5.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
Donald Parham Jr.,TE,LAC,0.0,0.0,0.0,0.0,27.0,285.0,4.0,0.0,0,0.0,,,,,,,,,,,
Dontayvion Wicks,WR,GB,14.0,0.0,1.0,0.0,39.0,581.0,4.0,0.0,0,0.0,,,,,,,,,,,
Dorian Thompson-Robinson,QB,CLE,440.0,1.0,65.0,0.0,0.0,0.0,0.0,0.0,0,1.0,,,,,,,,,,,
Drake London,WR,ATL,22.0,0.0,0.0,0.0,69.0,905.0,2.0,0.0,0,1.0,,,,,,,,,,,
Drew Lock,QB,SEA,543.0,3.0,14.0,0.0,0.0,0.0,0.0,0.0,0,0.0,,,,,,,,,,,
Durham Smythe,TE,MIA,0.0,0.0,0.0,0.0,35.0,366.0,0.0,0.0,0,0.0,,,,,,,,,,,
Dustin Hopkins,K,CLE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,8.0,7.0,10.0,8.0,24.0,,,,,
Dyami Brown,WR,WSH,4.0,0.0,0.0,0.0,12.0,168.0,1.0,0.0,0,0.0,,,,,,,,,,,
Easton Stick,QB,LAC,1129.0,3.0,144.0,1.0,0.0,0.0,0.0,0.0,0,0.0,,,,,,,,,,,
Eddy Pineiro,K,CAR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,6.0,7.0,7.0,5.0,17.0,,,,,
Elijah Mitchell,RB,SF,0.0,0.0,281.0,2.0,6.0,14.0,0.0,0.0,0,0.0,,,,,,,,,,,
Elijah Moore,WR,CLE,0.0,0.0,11.0,0.0,59.0,640.0,2.0,0.0,0,0.0,,,,,,,,,,,
Emanuel Wilson,RB,GB,0.0,0.0,85.0,0.0,4.0,23.0,0.0,0.0,0,0.0,,,,,,,,,,,
Emari Demercado,RB,ARI,0.0,0.0,284.0,2.0,21.0,119.0,0.0,0.0,0,0.0,,,,,,,,,,,
Eric Gray,RB,NYG,0.0,0.0,48.0,0.0,6.0,22.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
Erik Ezukanma,WR,MIA,0.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0,0,0.0,,,,,,,,,,,
Evan Engram,TE,JAX,0.0,0.0,0.0,0.0,114.0,963.0,4.0,0.0,0,0.0,,,,,,,,,,,
Evan McPherson,K,CIN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,5.0,6.0,8.0,7.0,40.0,,,,,
Ezekiel Elliott,RB,NE,0.0,0.0,642.0,3.0,51.0,313.0,2.0,0.0,0,0.0,,,,,,,,,,,
Foster Moreau,TE,NO,0.0,0.0,0.0,0.0,21.0,193.0,1.0,0.0,0,0.0,,,,,,,,,,,
Gabe Davis,WR,BUF,0.0,0.0,-2.0,0.0,45.0,746.0,7.0,0.0,0,1.0,,,,,,,,,,,
Gardner Minshew II,QB,IND,3305.0,15.0,100.0,3.0,0.0,0.0,0.0,0.0,0,0.0,,,,,,,,,,,
Garrett Wilson,WR,NYJ,0.0,0.0,0.0,0.0,95.0,1042.0,3.0,0.0,0,0.0,,,,,,,,,,,
Gary Brightwell,RB,NYG,0.0,0.0,19.0,0.0,5.0,47.0,0.0,0.0,0,0.0,,,,,,,,,,,
Geno Smith,QB,SEA,3624.0,20.0,155.0,1.0,1.0,-2.0,0.0,0.0,0,0.0,,,,,,,,,,,
Geoff Swaim,TE,ARI,0.0,0.0,0.0,0.0,10.0,94.0,0.0,0.0,0,0.0,,,,,,,,,,,
George Kittle,TE,SF,0.0,0.0,2.0,0.0,65.0,1020.0,6.0,0.0,0,0.0,,,,,,,,,,,
George Pickens,WR,PIT,0.0,0.0,18.0,0.0,63.0,1140.0,5.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
Gerald Everett,TE,LAC,0.0,0.0,10.0,0.0,51.0,411.0,3.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
Godwin Igwebuike,RB,PIT,,,,0.0,,,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
Graham Gano,K,NYG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,2.0,3.0,3.0,3.0,8.0,,,,,
Green Bay Packers,DEF,GB,,,,,,,,,,,,,,,,,0,0,0,0,350.0
Greg Dortch,WR,ARI,0.0,0.0,5.0,0.0,24.0,280.0,2.0,0.0,0,0.0,,,,,,,,,,,
Greg Joseph,K,MIN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1.0,7.0,9.0,3.0,4.0,36.0,,,,,
Greg Zuerlein,K,NYJ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,8.0,9.0,13.0,5.0,15.0,,,,,
Gunner Olszewski,WR,NYG,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
Gus Edwards,RB,BAL,0.0,0.0,810.0,13.0,12.0,180.0,0.0,0.0,0,1.0,,,,,,,,,,,
Harrison Bryant,TE,CLE,0.0,0.0,8.0,0.0,13.0,81.0,3.0,0.0,0,0.0,,,,,,,,,,,
Harrison Butker,K,KC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,8.0,13.0,7.0,5.0,38.0,,,,,
Hollywood Brown,WR,ARI,0.0,0.0,23.0,0.0,51.0,574.0,4.0,0.0,0,0.0,,,,,,,,,,,
Houston Texans,DEF,HOU,,,,,,,,,,,,,,,,,0,0,0,0,353.0
Hunter Henry,TE,NE,0.0,0.0,0.0,0.0,42.0,419.0,6.0,0.0,0,0.0,,,,,,,,,,,
Hunter Renfrow,WR,LV,0.0,0.0,0.0,0.0,25.0,255.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
Ihmir Smith-Marsette,WR,CAR,0.0,0.0,74.0,1.0,8.0,51.0,0.0,1.0,0,0.0,,,,,,,,,,,
Indianapolis Colts,DEF,IND,,,,,,,,,,,,,,,,,0,0,0,0,415.0
Irv Smith Jr.,TE,CIN,0.0,0.0,0.0,0.0,18.0,115.0,1.0,0.0,0,0.0,,,,,,,,,,,
Isaiah Hodgins,WR,NYG,0.0,0.0,0.0,0.0,21.0,230.0,3.0,0.0,0,0.0,,,,,,,,,,,
