timestamp,date_raw,team,type,player_added_raw,player_added_resolved,player_added_nfl_team,player_added_pos,player_dropped_raw,player_dropped_resolved,player_dropped_nfl_team,player_dropped_pos,counterparty_team,raw_line
2024-10-15T00:00:00,Oct 15,Sportos,waiver,New York Jets,New York Jets,NYJ,DEF,Houston Texans,Houston Texans,HOU,DEF,,Jets NYJ-DEF (FA)/Texans Hou-DEF (TFA) — Sportos — Oct 15
2024-10-15T00:00:01,Oct 15,Sportos,waiver,Harrison Butker,Harrison Butker,KC,K,Jake Bates,Jake Bates,DET,K,,Harrison Butker KC-K (FA)/Jake Bates Det-K (TFA) — Sportos — Oct 15
2024-10-15T00:00:02,Oct 15,Sportos,waiver,Joe Mixon,Joe Mixon,HOU,RB,Chuba Hubbard,Chuba Hubbard,CAR,RB,,Joe Mixon Hou-RB (FA)/Chuba Hubbard Car-RB (TFA) — Sportos — Oct 15
2024-10-16T00:00:00,Oct 16,Sportos,waiver,Aaron Rodgers,Aaron Rodgers,PIT,QB,Dak Prescott,Dak Prescott,DAL,QB,,Aaron Rodgers Pit-QB (FA)/Dak Prescott Dal-QB (TFA) — Sportos — Oct 16
2024-10-16T00:00:01,Oct 16,Sportos,waiver,Jameson Williams,Jameson Williams,DET,WR,Dontayvion Wicks,Dontayvion Wicks,PHI,WR,,Jameson Williams Det-WR (FA)/Dontayvion Wicks Phi-WR (TFA) — Sportos — Oct 16
2024-10-16T00:00:02,Oct 16,Sportos,waiver,Zay Flowers,Zay Flowers,BAL,WR,Brian Thomas Jr.,Brian Thomas Jr.,JAX,WR,,Zay Flowers Bal-WR (FA)/Brian Thomas Jr. Jax-WR (TFA) — Sportos — Oct 16
2024-10-16T00:00:03,Oct 16,Redskins,waiver,Jason Sanders,Jason Sanders,NYJ,K,Bo Nix,Bo Nix,DEN,QB,,Jason Sanders NYJ-K (FA)/Bo Nix Den-QB (TFA) — Redskins — Oct 16
2024-10-16T00:00:04,Oct 16,Redskins,waiver,Jordan Addison,Jordan Addison,MIN,WR,Rashid Shaheed,Rashid Shaheed,SEA,WR,,Jordan Addison Min-WR (FA)/Rashid Shaheed Sea-WR (TFA) — Redskins — Oct 16
2024-10-16T00:00:05,Oct 16,Redskins,waiver,Chuba Hubbard,Chuba Hubbard,CAR,RB,Travis Etienne Jr.,Travis Etienne,NO,RB,,Chuba Hubbard Car-RB (FA)/Travis Etienne Jr. NO-RB (TFA) — Redskins — Oct 16
2024-10-16T00:00:06,Oct 16,Redskins,waiver,New Orleans Saints,New Orleans Saints,NO,DEF,Dallas Cowboys,Dallas Cowboys,DAL,DEF,,Saints NO-DEF (FA)/Cowboys Dal-DEF (TFA) — Redskins — Oct 16
2024-10-16T00:00:07,Oct 16,Elite,waiver,,,,,Rhamondre Stevenson,Rhamondre Stevenson,NE,RB,,Rhamondre Stevenson NE-RB (TFA) — Elite — Oct 16
2024-10-16T00:00:08,Oct 16,Elite,waiver,Austin Ekeler,Austin Ekeler,WAS,RB,,,,,,Austin Ekeler Was-RB (FA) — Elite — Oct 16
2024-10-16T00:00:09,Oct 16,Elite,waiver,,,,,CeeDee Lamb,CeeDee Lamb,DAL,WR,,CeeDee Lamb Dal-WR (TFA) — Elite — Oct 16
2024-10-16T00:00:10,Oct 16,Elite,waiver,CeeDee Lamb,CeeDee Lamb,DAL,WR,,,,,,CeeDee Lamb Dal-WR (FA) — Elite — Oct 16
2024-10-16T00:00:11,Oct 16,Elite,waiver,,,,,Jaleel McLaughlin,Jaleel McLaughlin,DEN,RB,,Jaleel McLaughlin Den-RB (TFA) — Elite — Oct 16
2024-10-16T00:00:12,Oct 16,Elite,waiver,Rhamondre Stevenson,Rhamondre Stevenson,NE,RB,,,,,,Rhamondre Stevenson NE-RB (FA) — Elite — Oct 16
2024-10-16T00:00:13,Oct 16,Redskins,waiver,Brian Thomas Jr.,Brian Thomas Jr.,JAX,WR,Jauan Jennings,Jauan Jennings,MIN,WR,,Brian Thomas Jr. Jax-WR (FA)/Jauan Jennings Min-WR (TFA) — Redskins — Oct 16
2024-10-16T00:00:14,Oct 16,Cardinals,waiver,Cameron Dicker,Cameron Dicker,LAC,K,Cairo Santos,Cairo Santos,CHI,K,,Cameron Dicker LAC-K (FA)/Cairo Santos Chi-K (TFA) — Cardinals — Oct 16
2024-10-16T00:00:15,Oct 16,Hoofers,waiver,DeAndre Hopkins,DeAndre Hopkins,BAL,WR,George Pickens,George Pickens,DAL,WR,,DeAndre Hopkins Bal-WR (FA)/George Pickens Dal-WR (TFA) — Hoofers — Oct 16
2024-10-16T00:00:16,Oct 16,Hoofers,waiver,Will Reichard,Will Reichard,MIN,K,Nick Folk,Nick Folk,ATL,K,,Will Reichard Min-K (FA)/Nick Folk Atl-K (TFA) — Hoofers — Oct 16
2024-10-16T00:00:17,Oct 16,Hoofers,waiver,Los Angeles Rams,Los Angeles Rams,LA,DEF,Buffalo Bills,Buffalo Bills,BUF,DEF,,Rams LAR-DEF (FA)/Bills Buf-DEF (TFA) — Hoofers — Oct 16
2024-10-16T00:00:18,Oct 16,Let's Ride,waiver,Los Angeles Chargers,Los Angeles Chargers,LAC,DEF,Cleveland Browns,Cleveland Browns,CLE,DEF,,Chargers LAC-DEF (FA)/Browns Cle-DEF (TFA) — Let's Ride — Oct 16
2024-10-16T00:00:19,Oct 16,JBDA,waiver,Cincinnati Bengals,Cincinnati Bengals,CIN,DEF,Seattle Seahawks,Seattle Seahawks,SEA,DEF,,Bengals Cin-DEF (FA)/Seahawks Sea-DEF (TFA) — JBDA — Oct 16
2024-10-16T00:00:20,Oct 16,Greendawgs,waiver,Sean Tucker,Sean Tucker,TB,RB,Tank Bigsby,Tank Bigsby,PHI,RB,,Sean Tucker TB-RB (FA)/Tank Bigsby Phi-RB (TFA) — Greendawgs — Oct 16
2024-10-16T00:00:21,Oct 16,Greendawgs,waiver,Tyrone Tracy Jr.,Tyrone Tracy Jr.,NYG,RB,Rico Dowdle,Rico Dowdle,PIT,RB,,Tyrone Tracy Jr. NYG-RB (FA)/Rico Dowdle Pit-RB (TFA) — Greendawgs — Oct 16
2024-10-16T00:00:22,Oct 16,Greendawgs,waiver,Blake Grupe,Blake Grupe,IND,K,Matthew Wright,Matthew Wright,BUF,K,,Blake Grupe Ind-K (FA)/Matthew Wright Buf-K (TFA) — Greendawgs — Oct 16
2024-10-16T00:00:23,Oct 16,Greendawgs,waiver,Indianapolis Colts,Indianapolis Colts,IND,DEF,Denver Broncos,Denver Broncos,DEN,DEF,,Colts Ind-DEF (FA)/Broncos Den-DEF (TFA) — Greendawgs — Oct 16
2024-10-16T00:00:24,Oct 16,Greendawgs,waiver,Xavier Worthy,Xavier Worthy,KC,WR,Justin Fields,Justin Fields,KC,QB,,Xavier Worthy KC-WR (FA)/Justin Fields KC-QB (TFA) — Greendawgs — Oct 16
2024-10-16T00:00:25,Oct 16,ChronicMasterdeflatr,waiver,Jake Bates,Jake Bates,DET,K,Brayden Narveson,Brayden Narveson,GB,K,,Jake Bates Det-K (FA)/Brayden Narveson GB-K (TFA) — ChronicMasterdeflatr — Oct 16
2024-10-16T00:00:26,Oct 16,ChronicMasterdeflatr,waiver,Jakobi Meyers,Jakobi Meyers,JAX,WR,Chris Olave,Chris Olave,NO,WR,,Jakobi Meyers Jax-WR (FA)/Chris Olave NO-WR (TFA) — ChronicMasterdeflatr — Oct 16
2024-10-23T00:00:00,Oct 23,Redskins,waiver,Aaron Jones Sr.,Aaron Jones,MIN,RB,Jason Sanders,Jason Sanders,NYJ,K,,Aaron Jones Sr. Min-RB (FA)/Jason Sanders NYJ-K (TFA) — Redskins — Oct 23
2024-10-23T00:00:01,Oct 23,Greendawgs,waiver,Tua Tagovailoa,Tua Tagovailoa,ATL,QB,Tank Dell,Tank Dell,HOU,WR,,Tua Tagovailoa Atl-QB (FA)/Tank Dell Hou-WR (TFA) — Greendawgs — Oct 23
2024-10-23T00:00:02,Oct 23,Greendawgs,waiver,Tank Bigsby,Tank Bigsby,PHI,RB,Sean Tucker,Sean Tucker,TB,RB,,Tank Bigsby Phi-RB (FA)/Sean Tucker TB-RB (TFA) — Greendawgs — Oct 23
2024-10-23T00:00:03,Oct 23,Greendawgs,waiver,George Pickens,George Pickens,DAL,WR,Xavier Worthy,Xavier Worthy,KC,WR,,George Pickens Dal-WR (FA)/Xavier Worthy KC-WR (TFA) — Greendawgs — Oct 23
2024-10-23T00:00:04,Oct 23,Greendawgs,waiver,Brandon McManus,Brandon McManus,GB,K,Blake Grupe,Blake Grupe,IND,K,,Brandon McManus GB-K (FA)/Blake Grupe Ind-K (TFA) — Greendawgs — Oct 23
2024-10-23T00:00:05,Oct 23,Greendawgs,waiver,Denver Broncos,Denver Broncos,DEN,DEF,Indianapolis Colts,Indianapolis Colts,IND,DEF,,Broncos Den-DEF (FA)/Colts Ind-DEF (TFA) — Greendawgs — Oct 23
2024-10-23T00:00:06,Oct 23,Sportos,waiver,Caleb Williams,Caleb Williams,CHI,QB,Aaron Rodgers,Aaron Rodgers,PIT,QB,,Caleb Williams Chi-QB (FA)/Aaron Rodgers Pit-QB (TFA) — Sportos — Oct 23
2024-10-23T00:00:07,Oct 23,Sportos,waiver,Kansas City Chiefs,Kansas City Chiefs,KC,DEF,New York Jets,New York Jets,NYJ,DEF,,Chiefs KC-DEF (FA)/Jets NYJ-DEF (TFA) — Sportos — Oct 23
2024-10-23T00:00:08,Oct 23,Sportos,waiver,Jauan Jennings,Jauan Jennings,MIN,WR,Jameson Williams,Jameson Williams,DET,WR,,Jauan Jennings Min-WR (FA)/Jameson Williams Det-WR (TFA) — Sportos — Oct 23
2024-10-23T00:00:09,Oct 23,Sportos,waiver,Tank Dell,Tank Dell,HOU,WR,Zay Flowers,Zay Flowers,BAL,WR,,Tank Dell Hou-WR (FA)/Zay Flowers Bal-WR (TFA) — Sportos — Oct 23
2024-10-23T00:00:10,Oct 23,Sportos,waiver,Xavier Worthy,Xavier Worthy,KC,WR,Tank Dell,Tank Dell,HOU,WR,,Xavier Worthy KC-WR (FA)/Tank Dell Hou-WR (TFA) — Sportos — Oct 23
2024-10-23T00:00:11,Oct 23,Sportos,waiver,Dak Prescott,Dak Prescott,DAL,QB,Geno Smith,Geno Smith,NYJ,QB,,Dak Prescott Dal-QB (FA)/Geno Smith NYJ-QB (TFA) — Sportos — Oct 23
2024-10-23T00:00:12,Oct 23,Cardinals,waiver,Detroit Lions,Detroit Lions,DET,DEF,Philadelphia Eagles,Philadelphia Eagles,PHI,DEF,,Lions Det-DEF (FA)/Eagles Phi-DEF (TFA) — Cardinals — Oct 23
2024-10-23T00:00:13,Oct 23,Elite,waiver,Courtland Sutton,Courtland Sutton,DEN,WR,DeVonta Smith,DeVonta Smith,PHI,WR,,Courtland Sutton Den-WR (FA)/DeVonta Smith Phi-WR (TFA) — Elite — Oct 23
2024-10-23T00:00:14,Oct 23,Elite,waiver,,,,,Austin Ekeler,Austin Ekeler,WAS,RB,,Austin Ekeler Was-RB (TFA) — Elite — Oct 23
2024-10-23T00:00:15,Oct 23,Elite,waiver,Rachaad White,Rachaad White,WAS,RB,,,,,,Rachaad White Was-RB (FA) — Elite — Oct 23
2024-10-23T00:00:16,Oct 23,ChronicMasterdeflatr,waiver,Drake Maye,Drake Maye,NE,QB,Trevor Lawrence,Trevor Lawrence,JAX,QB,,Drake Maye NE-QB (FA)/Trevor Lawrence Jax-QB (TFA) — ChronicMasterdeflatr — Oct 23
2024-10-23T00:00:17,Oct 23,JBDA,waiver,Dontayvion Wicks,Dontayvion Wicks,PHI,WR,Chris Godwin Jr.,Chris Godwin Jr.,TB,WR,,Dontayvion Wicks Phi-WR (FA)/Chris Godwin Jr. TB-WR (TFA) — JBDA — Oct 23
2024-10-23T00:00:18,Oct 23,Hoofers,waiver,New York Jets,New York Jets,NYJ,DEF,Los Angeles Rams,Los Angeles Rams,LA,DEF,,Jets NYJ-DEF (FA)/Rams LAR-DEF (TFA) — Hoofers — Oct 23
2024-10-23T00:00:19,Oct 23,Let's Ride,waiver,Darnell Mooney,Darnell Mooney,NYG,WR,Brandon Aiyuk,Brandon Aiyuk,SF,WR,,Darnell Mooney NYG-WR (FA)/Brandon Aiyuk SF-WR (TFA) — Let's Ride — Oct 23
2024-10-23T00:00:20,Oct 23,Let's Ride,waiver,DeVonta Smith,DeVonta Smith,PHI,WR,Chase Brown,Chase Brown,CIN,RB,,DeVonta Smith Phi-WR (FA)/Chase Brown Cin-RB (TFA) — Let's Ride — Oct 23
2024-10-30T00:00:00,Oct 30,Redskins,waiver,Matthew Stafford,Matthew Stafford,LA,QB,Anthony Richardson Sr.,Anthony Richardson,IND,QB,,Matthew Stafford LAR-QB (FA)/Anthony Richardson Sr. Ind-QB (TFA) — Redskins — Oct 30
2024-10-30T00:00:01,Oct 30,Redskins,waiver,Chris Olave,Chris Olave,NO,WR,Allen Lazard,Allen Lazard,NYJ,WR,,Chris Olave NO-WR (FA)/Allen Lazard NYJ-WR (TFA) — Redskins — Oct 30
2024-10-30T00:00:02,Oct 30,Redskins,waiver,Alexander Mattison,Alexander Mattison,MIA,RB,Jordan Mason,Jordan Mason,MIN,RB,,Alexander Mattison Mia-RB (FA)/Jordan Mason Min-RB (TFA) — Redskins — Oct 30
2024-10-30T00:00:03,Oct 30,Redskins,waiver,T.J. Hockenson,T.J. Hockenson,MIN,TE,Isaiah Likely,Isaiah Likely,NYG,TE,,T.J. Hockenson Min-TE (FA)/Isaiah Likely NYG-TE (TFA) — Redskins — Oct 30
2024-10-30T00:00:04,Oct 30,Hoofers,waiver,,,,,Nick Chubb,Nick Chubb,HOU,RB,,Nick Chubb Hou-RB (TFA) — Hoofers — Oct 30
2024-10-30T00:00:05,Oct 30,Redskins,commissioner_drop,,,,,T.J. Hockenson,T.J. Hockenson,MIN,TE,,T.J. Hockenson Min-TE — Dropped by Commissioner — Redskins — Oct 30
2024-10-30T00:00:06,Oct 30,Hoofers,waiver,T.J. Hockenson,T.J. Hockenson,MIN,TE,Sam LaPorta,Sam LaPorta,DET,TE,,T.J. Hockenson Min-TE (FA)/Sam LaPorta Det-TE (TFA) — Hoofers — Oct 30
2024-10-30T00:00:07,Oct 30,Redskins,commissioner_drop,,,,,Brandon Aubrey,Brandon Aubrey,DAL,K,,Brandon Aubrey Dal-K — Dropped by Commissioner — Redskins — Oct 30
2024-10-30T00:00:08,Oct 30,Redskins,waiver,Nick Chubb,Nick Chubb,HOU,RB,,,,,,Nick Chubb Hou-RB (FA) — Redskins — Oct 30
2024-10-30T00:00:09,Oct 30,Hoofers,waiver,Brandon Aubrey,Brandon Aubrey,DAL,K,Younghoe Koo,Younghoe Koo,NYG,K,,Brandon Aubrey Dal-K (FA)/Younghoe Koo NYG-K (TFA) — Hoofers — Oct 30
2024-10-30T00:00:10,Oct 30,Redskins,waiver,Sam LaPorta,Sam LaPorta,DET,TE,,,,,,Sam LaPorta Det-TE (FA) — Redskins — Oct 30
2024-10-30T00:00:11,Oct 30,Redskins,waiver,Joshua Karty,Joshua Karty,ARI,K,Chuba Hubbard,Chuba Hubbard,CAR,RB,,Joshua Karty Ari-K (FA)/Chuba Hubbard Car-RB (TFA) — Redskins — Oct 30
2024-10-30T00:00:12,Oct 30,JBDA,waiver,Tank Dell,Tank Dell,HOU,WR,Dontayvion Wicks,Dontayvion Wicks,PHI,WR,,Tank Dell Hou-WR (FA)/Dontayvion Wicks Phi-WR (TFA) — JBDA — Oct 30
2024-10-30T00:00:13,Oct 30,Hoofers,waiver,Joe Flacco,Joe Flacco,CIN,QB,,,,,,Joe Flacco Cin-QB (FA) — Hoofers — Oct 30
2024-10-30T00:00:14,Oct 30,Hoofers,waiver,Zay Flowers,Zay Flowers,BAL,WR,Tee Higgins,Tee Higgins,CIN,WR,,Zay Flowers Bal-WR (FA)/Tee Higgins Cin-WR (TFA) — Hoofers — Oct 30
2024-10-30T00:00:15,Oct 30,Hoofers,waiver,Washington Commanders,Washington Commanders,WAS,DEF,New York Jets,New York Jets,NYJ,DEF,,Commanders Was-DEF (FA)/Jets NYJ-DEF (TFA) — Hoofers — Oct 30
2024-10-30T00:00:16,Oct 30,Greendawgs,waiver,Cedric Tillman,Cedric Tillman,CLE,WR,George Pickens,George Pickens,DAL,WR,,Cedric Tillman Cle-WR (FA)/George Pickens Dal-WR (TFA) — Greendawgs — Oct 30
2024-10-30T00:00:17,Oct 30,Greendawgs,waiver,Raheem Mostert,Raheem Mostert,LV,RB,Tua Tagovailoa,Tua Tagovailoa,ATL,QB,,Raheem Mostert LV-RB (FA)/Tua Tagovailoa Atl-QB (TFA) — Greendawgs — Oct 30
2024-10-30T00:00:18,Oct 30,Greendawgs,waiver,Younghoe Koo,Younghoe Koo,NYG,K,Brandon McManus,Brandon McManus,GB,K,,Younghoe Koo NYG-K (FA)/Brandon McManus GB-K (TFA) — Greendawgs — Oct 30
2024-10-30T00:00:19,Oct 30,Greendawgs,waiver,Philadelphia Eagles,Philadelphia Eagles,PHI,DEF,Denver Broncos,Denver Broncos,DEN,DEF,,Eagles Phi-DEF (FA)/Broncos Den-DEF (TFA) — Greendawgs — Oct 30
2024-10-30T00:00:20,Oct 30,Sportos,waiver,Ladd McConkey,Ladd McConkey,LAC,WR,Jauan Jennings,Jauan Jennings,MIN,WR,,Ladd McConkey LAC-WR (FA)/Jauan Jennings Min-WR (TFA) — Sportos — Oct 30
2024-10-30T00:00:21,Oct 30,Cardinals,waiver,Minnesota Vikings,Minnesota Vikings,MIN,DEF,Detroit Lions,Detroit Lions,DET,DEF,,Vikings Min-DEF (FA)/Lions Det-DEF (TFA) — Cardinals — Oct 30
2024-10-30T00:00:22,Oct 30,Cardinals,waiver,Tee Higgins,Tee Higgins,CIN,WR,Diontae Johnson,Diontae Johnson,CLE,WR,,Tee Higgins Cin-WR (FA)/Diontae Johnson Cle-WR (TFA) — Cardinals — Oct 30
2024-10-30T00:00:23,Oct 30,Let's Ride,waiver,Bo Nix,Bo Nix,DEN,QB,Stefon Diggs,Stefon Diggs,NE,WR,,Bo Nix Den-QB (FA)/Stefon Diggs NE-WR (TFA) — Let's Ride — Oct 30
2024-10-30T00:00:24,Oct 30,Let's Ride,waiver,Chase Brown,Chase Brown,CIN,RB,Zack Moss,Zack Moss,CIN,RB,,Chase Brown Cin-RB (FA)/Zack Moss Cin-RB (TFA) — Let's Ride — Oct 30
2024-10-30T00:00:25,Oct 30,Elite,waiver,Keon Coleman,Keon Coleman,BUF,WR,Davante Adams,Davante Adams,LA,WR,,Keon Coleman Buf-WR (FA)/Davante Adams LAR-WR (TFA) — Elite — Oct 30
2024-10-30T00:00:26,Oct 30,Elite,waiver,Blake Grupe,Blake Grupe,IND,K,Chris Boswell,Chris Boswell,PIT,K,,Blake Grupe Ind-K (FA)/Chris Boswell Pit-K (TFA) — Elite — Oct 30
2024-11-06T00:00:00,Nov 6,Cardinals,waiver,Davante Adams,Davante Adams,LA,WR,DJ Moore,DJ Moore,BUF,WR,,Davante Adams LAR-WR (FA)/DJ Moore Buf-WR (TFA) — Cardinals — Nov 6
2024-11-06T00:00:01,Nov 6,Cardinals,waiver,Aaron Rodgers,Aaron Rodgers,PIT,QB,Tee Higgins,Tee Higgins,CIN,WR,,Aaron Rodgers Pit-QB (FA)/Tee Higgins Cin-WR (TFA) — Cardinals — Nov 6
2024-11-06T00:00:02,Nov 6,Sportos,waiver,George Pickens,George Pickens,DAL,WR,Xavier Worthy,Xavier Worthy,KC,WR,,George Pickens Dal-WR (FA)/Xavier Worthy KC-WR (TFA) — Sportos — Nov 6
2024-11-06T00:00:03,Nov 6,Sportos,waiver,Tua Tagovailoa,Tua Tagovailoa,ATL,QB,Dak Prescott,Dak Prescott,DAL,QB,,Tua Tagovailoa Atl-QB (FA)/Dak Prescott Dal-QB (TFA) — Sportos — Nov 6
2024-11-06T00:00:04,Nov 6,Sportos,waiver,Justin Herbert,Justin Herbert,LAC,QB,Caleb Williams,Caleb Williams,CHI,QB,,Justin Herbert LAC-QB (FA)/Caleb Williams Chi-QB (TFA) — Sportos — Nov 6
2024-11-06T00:00:05,Nov 6,Redskins,waiver,Demarcus Robinson,Demarcus Robinson,SF,WR,Chris Olave,Chris Olave,NO,WR,,Demarcus Robinson SF-WR (FA)/Chris Olave NO-WR (TFA) — Redskins — Nov 6
2024-11-06T00:00:06,Nov 6,Redskins,waiver,Chuba Hubbard,Chuba Hubbard,CAR,RB,Alexander Mattison,Alexander Mattison,MIA,RB,,Chuba Hubbard Car-RB (FA)/Alexander Mattison Mia-RB (TFA) — Redskins — Nov 6
2024-11-06T00:00:07,Nov 6,Greendawgs,waiver,Josh Downs,Josh Downs,IND,WR,Cedric Tillman,Cedric Tillman,CLE,WR,,Josh Downs Ind-WR (FA)/Cedric Tillman Cle-WR (TFA) — Greendawgs — Nov 6
2024-11-06T00:00:08,Nov 6,Greendawgs,waiver,Austin Ekeler,Austin Ekeler,WAS,RB,Tank Bigsby,Tank Bigsby,PHI,RB,,Austin Ekeler Was-RB (FA)/Tank Bigsby Phi-RB (TFA) — Greendawgs — Nov 6
2024-11-06T00:00:09,Nov 6,Greendawgs,waiver,New York Giants,New York Giants,NYG,DEF,Philadelphia Eagles,Philadelphia Eagles,PHI,DEF,,Giants NYG-DEF (FA)/Eagles Phi-DEF (TFA) — Greendawgs — Nov 6
2024-11-06T00:00:10,Nov 6,ChronicMasterdeflatr,waiver,Cade Otton,Cade Otton,TB,TE,Brock Bowers,Brock Bowers,LV,TE,,Cade Otton TB-TE (FA)/Brock Bowers LV-TE (TFA) — ChronicMasterdeflatr — Nov 6
2024-11-06T00:00:11,Nov 6,Elite,waiver,Jason Sanders,Jason Sanders,NYJ,K,Dustin Hopkins,Dustin Hopkins,CLE,K,,Jason Sanders NYJ-K (FA)/Dustin Hopkins Cle-K (TFA) — Elite — Nov 6
2024-11-06T00:00:12,Nov 6,Elite,waiver,,,,,Keon Coleman,Keon Coleman,BUF,WR,,Keon Coleman Buf-WR (TFA) — Elite — Nov 6
2024-11-06T00:00:13,Nov 6,Elite,waiver,Khalil Shakir,Khalil Shakir,BUF,WR,,,,,,Khalil Shakir Buf-WR (FA) — Elite — Nov 6
2024-11-06T00:00:14,Nov 6,Let's Ride,waiver,Chris Boswell,Chris Boswell,PIT,K,Jason Myers,Jason Myers,SEA,K,,Chris Boswell Pit-K (FA)/Jason Myers Sea-K (TFA) — Let's Ride — Nov 6
2024-11-06T00:00:15,Nov 6,Let's Ride,waiver,Cairo Santos,Cairo Santos,CHI,K,Austin Seibert,Austin Seibert,WAS,K,,Cairo Santos Chi-K (FA)/Austin Seibert Was-K (TFA) — Let's Ride — Nov 6
2024-11-06T00:00:16,Nov 6,Let's Ride,waiver,DJ Moore,DJ Moore,BUF,WR,Bo Nix,Bo Nix,DEN,QB,,DJ Moore Buf-WR (FA)/Bo Nix Den-QB (TFA) — Let's Ride — Nov 6
2024-11-06T00:00:17,Nov 6,Hoofers,waiver,Jake Moody,Jake Moody,WAS,K,Will Reichard,Will Reichard,MIN,K,,Jake Moody Was-K (FA)/Will Reichard Min-K (TFA) — Hoofers — Nov 6
2024-11-06T00:00:18,Nov 6,Hoofers,waiver,Chicago Bears,Chicago Bears,CHI,DEF,Washington Commanders,Washington Commanders,WAS,DEF,,Bears Chi-DEF (FA)/Commanders Was-DEF (TFA) — Hoofers — Nov 6
2024-11-06T00:00:19,Nov 6,Hoofers,waiver,Russell Wilson,Russell Wilson,NYG,QB,Joe Flacco,Joe Flacco,CIN,QB,,Russell Wilson NYG-QB (FA)/Joe Flacco Cin-QB (TFA) — Hoofers — Nov 6
2024-11-06T00:00:20,Nov 6,Hoofers,waiver,Quentin Johnston,Quentin Johnston,LAC,WR,Romeo Doubs,Romeo Doubs,NE,WR,,Quentin Johnston LAC-WR (FA)/Romeo Doubs NE-WR (TFA) — Hoofers — Nov 6
2024-11-06T00:00:21,Nov 6,JBDA,waiver,Philadelphia Eagles,Philadelphia Eagles,PHI,DEF,Cincinnati Bengals,Cincinnati Bengals,CIN,DEF,,Eagles Phi-DEF (FA)/Bengals Cin-DEF (TFA) — JBDA — Nov 6
2024-11-13T00:00:00,Nov 13,Elite,waiver,Bo Nix,Bo Nix,DEN,QB,CeeDee Lamb,CeeDee Lamb,DAL,WR,,Bo Nix Den-QB (FA)/CeeDee Lamb Dal-WR (TFA) — Elite — Nov 13
2024-11-13T00:00:01,Nov 13,Elite,waiver,Braelon Allen,Braelon Allen,NYJ,RB,Rachaad White,Rachaad White,WAS,RB,,Braelon Allen NYJ-RB (FA)/Rachaad White Was-RB (TFA) — Elite — Nov 13
2024-11-13T00:00:02,Nov 13,Hoofers,waiver,Detroit Lions,Detroit Lions,DET,DEF,Chicago Bears,Chicago Bears,CHI,DEF,,Lions Det-DEF (FA)/Bears Chi-DEF (TFA) — Hoofers — Nov 13
2024-11-13T00:00:03,Nov 13,Hoofers,waiver,Mike Williams,Mike Williams,PIT,WR,Quentin Johnston,Quentin Johnston,LAC,WR,,Mike Williams Pit-WR (FA)/Quentin Johnston LAC-WR (TFA) — Hoofers — Nov 13
2024-11-13T00:00:04,Nov 13,Redskins,waiver,Tee Higgins,Tee Higgins,CIN,WR,Demarcus Robinson,Demarcus Robinson,SF,WR,,Tee Higgins Cin-WR (FA)/Demarcus Robinson SF-WR (TFA) — Redskins — Nov 13
2024-11-13T00:00:05,Nov 13,Redskins,waiver,Brandon McManus,Brandon McManus,GB,K,Joshua Karty,Joshua Karty,ARI,K,,Brandon McManus GB-K (FA)/Joshua Karty Ari-K (TFA) — Redskins — Nov 13
2024-11-13T00:00:06,Nov 13,Greendawgs,waiver,Calvin Ridley,Calvin Ridley,TEN,WR,Josh Downs,Josh Downs,IND,WR,,Calvin Ridley Ten-WR (FA)/Josh Downs Ind-WR (TFA) — Greendawgs — Nov 13
2024-11-13T00:00:07,Nov 13,Greendawgs,waiver,CeeDee Lamb,CeeDee Lamb,DAL,WR,Keenan Allen,Keenan Allen,LAC,WR,,CeeDee Lamb Dal-WR (FA)/Keenan Allen LAC-WR (TFA) — Greendawgs — Nov 13
2024-11-13T00:00:08,Nov 13,Greendawgs,waiver,Green Bay Packers,Green Bay Packers,GB,DEF,New York Giants,New York Giants,NYG,DEF,,Packers GB-DEF (FA)/Giants NYG-DEF (TFA) — Greendawgs — Nov 13
2024-11-13T00:00:09,Nov 13,Sportos,waiver,Cedric Tillman,Cedric Tillman,CLE,WR,Tony Pollard,Tony Pollard,TEN,RB,,Cedric Tillman Cle-WR (FA)/Tony Pollard Ten-RB (TFA) — Sportos — Nov 13
2024-11-13T00:00:10,Nov 13,Sportos,waiver,Brock Bowers,Brock Bowers,LV,TE,Ladd McConkey,Ladd McConkey,LAC,WR,,Brock Bowers LV-TE (FA)/Ladd McConkey LAC-WR (TFA) — Sportos — Nov 13
2024-11-13T00:00:11,Nov 13,Sportos,waiver,Denver Broncos,Denver Broncos,DEN,DEF,Kansas City Chiefs,Kansas City Chiefs,KC,DEF,,Broncos Den-DEF (FA)/Chiefs KC-DEF (TFA) — Sportos — Nov 13
2024-11-13T00:00:12,Nov 13,ChronicMasterdeflatr,waiver,Tucker Kraft,Tucker Kraft,GB,TE,Cade Otton,Cade Otton,TB,TE,,Tucker Kraft GB-TE (FA)/Cade Otton TB-TE (TFA) — ChronicMasterdeflatr — Nov 13
2024-11-13T00:00:13,Nov 13,JBDA,waiver,Houston Texans,Houston Texans,HOU,DEF,Philadelphia Eagles,Philadelphia Eagles,PHI,DEF,,Texans Hou-DEF (FA)/Eagles Phi-DEF (TFA) — JBDA — Nov 13
