timestamp,date_raw,team,type,player_added_raw,player_added_resolved,player_added_nfl_team,player_added_pos,player_dropped_raw,player_dropped_resolved,player_dropped_nfl_team,player_dropped_pos,counterparty_team,raw_line
2024-09-18T00:00:01,Sep 18,Greendawgs,waiver,Quentin Johnston,Quentin Johnston,LAC,WR,DJ Moore,DJ Moore,BUF,WR,,Quentin Johnston LAC-WR (FA)/DJ Moore Buf-WR (TFA) — Greendawgs — Sep 18
2024-09-18T00:00:02,Sep 18,Redskins,waiver,Rashid Shaheed,Rashid Shaheed,SEA,WR,Tank Dell,Tank Dell,HOU,WR,,Rashid Shaheed Sea-WR (FA)/Tank Dell Hou-WR (TFA) — Redskins — Sep 18
2024-09-18T00:00:03,Sep 18,Redskins,waiver,Calvin Ridley,Calvin Ridley,TEN,WR,Allen Lazard,Allen Lazard,NYJ,WR,,Calvin Ridley Ten-WR (FA)/Allen Lazard NYJ-WR (TFA) — Redskins — Sep 18
2024-09-18T00:00:04,Sep 18,Redskins,waiver,Allen Lazard,Allen Lazard,NYJ,WR,Christian McCaffrey,Christian McCaffrey,SF,RB,,Allen Lazard NYJ-WR (FA)/Christian McCaffrey SF-RB (TFA) — Redskins — Sep 18
2024-09-18T00:00:05,Sep 18,Let's Ride,waiver,Matt Prater,Matt Prater,BUF,K,Jason Sanders,Jason Sanders,NYJ,K,,Matt Prater Buf-K (FA)/Jason Sanders NYJ-K (TFA) — Let's Ride — Sep 18
2024-09-18T00:00:06,Sep 18,Let's Ride,waiver,Cleveland Browns,Cleveland Browns,CLE,DEF,Denver Broncos,Denver Broncos,DEN,DEF,,Browns Cle-DEF (FA)/Broncos Den-DEF (TFA) — Let's Ride — Sep 18
2024-09-18T00:00:07,Sep 18,Hoofers,waiver,Khalil Shakir,Khalil Shakir,BUF,WR,Amari Cooper,Amari Cooper,BUF,WR,,Khalil Shakir Buf-WR (FA)/Amari Cooper Buf-WR (TFA) — Hoofers — Sep 18
2024-09-18T00:00:08,Sep 18,Hoofers,waiver,Kareem Hunt,Kareem Hunt,KC,RB,Zack Moss,Zack Moss,CIN,RB,,Kareem Hunt KC-RB (FA)/Zack Moss Cin-RB (TFA) — Hoofers — Sep 18
2024-09-18T00:00:09,Sep 18,JBDA,waiver,Jaxon Smith-Njigba,Jaxon Smith-Njigba,SEA,WR,Josh Palmer,Josh Palmer,LAC,WR,,Jaxon Smith-Njigba Sea-WR (FA)/Josh Palmer LAC-WR (TFA) — JBDA — Sep 18
2024-09-18T00:00:10,Sep 18,Sportos,waiver,Derek Carr,Derek Carr,NO,QB,Tua Tagovailoa,Tua Tagovailoa,ATL,QB,,Derek Carr NO-QB (FA)/Tua Tagovailoa Atl-QB (TFA) — Sportos — Sep 18
2024-09-18T00:00:11,Sep 18,Sportos,waiver,Green Bay Packers,Green Bay Packers,GB,DEF,Houston Texans,Houston Texans,HOU,DEF,,Packers GB-DEF (FA)/Texans Hou-DEF (TFA) — Sportos — Sep 18
2024-09-18T00:00:12,Sep 18,Sportos,waiver,Christian McCaffrey,Christian McCaffrey,SF,RB,Isiah Pacheco,Isiah Pacheco,DET,RB,,Christian McCaffrey SF-RB (FA)/Isiah Pacheco Det-RB (TFA) — Sportos — Sep 18
2024-09-18T00:00:13,Sep 18,ChronicMasterdeflatr,waiver,Brayden Narveson,Brayden Narveson,GB,K,Joshua Karty,Joshua Karty,ARI,K,,Brayden Narveson GB-K (FA)/Joshua Karty Ari-K (TFA) — ChronicMasterdeflatr — Sep 18
2024-09-18T00:00:14,Sep 18,Elite,waiver,,,,,Puka Nacua,Puka Nacua,LA,WR,,Puka Nacua LAR-WR (TFA) — Elite — Sep 18
2024-09-18T00:00:15,Sep 18,Elite,waiver,Amari Cooper,Amari Cooper,BUF,WR,,,,,,Amari Cooper Buf-WR (FA) — Elite — Sep 18
2024-09-18T00:00:16,Sep 18,Cardinals,waiver,DJ Moore,DJ Moore,BUF,WR,Tee Higgins,Tee Higgins,CIN,WR,,DJ Moore Buf-WR (FA)/Tee Higgins Cin-WR (TFA) — Cardinals — Sep 18
2024-09-18T00:00:17,Sep 18,Cardinals,waiver,Puka Nacua,Puka Nacua,LA,WR,George Pickens,George Pickens,DAL,WR,,Puka Nacua LAR-WR (FA)/George Pickens Dal-WR (TFA) — Cardinals — Sep 18
2024-09-25T00:00:00,Sep 25,Redskins,waiver,Sam Darnold,Sam Darnold,SEA,QB,Trevor Lawrence,Trevor Lawrence,JAX,QB,,Sam Darnold Sea-QB (FA)/Trevor Lawrence Jax-QB (TFA) — Redskins — Sep 25
2024-09-25T00:00:01,Sep 25,Redskins,waiver,Jauan Jennings,Jauan Jennings,MIN,WR,Calvin Ridley,Calvin Ridley,TEN,WR,,Jauan Jennings Min-WR (FA)/Calvin Ridley Ten-WR (TFA) — Redskins — Sep 25
2024-09-25T00:00:02,Sep 25,Redskins,waiver,Cole Kmet,Cole Kmet,CHI,TE,Rashid Shaheed,Rashid Shaheed,SEA,WR,,Cole Kmet Chi-TE (FA)/Rashid Shaheed Sea-WR (TFA) — Redskins — Sep 25
2024-09-25T00:00:03,Sep 25,Greendawgs,waiver,Zach Charbonnet,Zach Charbonnet,SEA,RB,Jerome Ford,Jerome Ford,WAS,RB,,Zach Charbonnet Sea-RB (FA)/Jerome Ford Was-RB (TFA) — Greendawgs — Sep 25
2024-09-25T00:00:04,Sep 25,Greendawgs,waiver,Cam Akers,Cam Akers,SEA,RB,Joe Mixon,Joe Mixon,HOU,RB,,Cam Akers Sea-RB (FA)/Joe Mixon Hou-RB (TFA) — Greendawgs — Sep 25
2024-09-25T00:00:05,Sep 25,Greendawgs,waiver,Rome Odunze,Rome Odunze,CHI,WR,Demarcus Robinson,Demarcus Robinson,SF,WR,,Rome Odunze Chi-WR (FA)/Demarcus Robinson SF-WR (TFA) — Greendawgs — Sep 25
2024-09-25T00:00:06,Sep 25,Greendawgs,waiver,DeAndre Hopkins,DeAndre Hopkins,BAL,WR,Alec Pierce,Alec Pierce,IND,WR,,DeAndre Hopkins Bal-WR (FA)/Alec Pierce Ind-WR (TFA) — Greendawgs — Sep 25
2024-09-25T00:00:07,Sep 25,Sportos,waiver,Chuba Hubbard,Chuba Hubbard,CAR,RB,Tony Pollard,Tony Pollard,TEN,RB,,Chuba Hubbard Car-RB (FA)/Tony Pollard Ten-RB (TFA) — Sportos — Sep 25
2024-09-25T00:00:08,Sep 25,Sportos,waiver,Diontae Johnson,Diontae Johnson,CLE,WR,Brian Thomas Jr.,Brian Thomas Jr.,JAX,WR,,Diontae Johnson Cle-WR (FA)/Brian Thomas Jr. Jax-WR (TFA) — Sportos — Sep 25
2024-09-25T00:00:09,Sep 25,Sportos,waiver,Kansas City Chiefs,Kansas City Chiefs,KC,DEF,Green Bay Packers,Green Bay Packers,GB,DEF,,Chiefs KC-DEF (FA)/Packers GB-DEF (TFA) — Sportos — Sep 25
2024-09-25T00:00:10,Sep 25,Hoofers,waiver,Tee Higgins,Tee Higgins,CIN,WR,Jameson Williams,Jameson Williams,DET,WR,,Tee Higgins Cin-WR (FA)/Jameson Williams Det-WR (TFA) — Hoofers — Sep 25
2024-09-25T00:00:11,Sep 25,Hoofers,waiver,Houston Texans,Houston Texans,HOU,DEF,Los Angeles Chargers,Los Angeles Chargers,LAC,DEF,,Texans Hou-DEF (FA)/Chargers LAC-DEF (TFA) — Hoofers — Sep 25
2024-09-25T00:00:12,Sep 25,Hoofers,waiver,Younghoe Koo,Younghoe Koo,NYG,K,Cameron Dicker,Cameron Dicker,LAC,K,,Younghoe Koo NYG-K (FA)/Cameron Dicker LAC-K (TFA) — Hoofers — Sep 25
2024-09-25T00:00:13,Sep 25,Cardinals,waiver,Miami Dolphins,Miami Dolphins,MIA,DEF,Baltimore Ravens,Baltimore Ravens,BAL,DEF,,Dolphins Mia-DEF (FA)/Ravens Bal-DEF (TFA) — Cardinals — Sep 25
2024-09-25T00:00:14,Sep 25,Let's Ride,waiver,Zack Moss,Zack Moss,CIN,RB,Rachaad White,Rachaad White,WAS,RB,,Zack Moss Cin-RB (FA)/Rachaad White Was-RB (TFA) — Let's Ride — Sep 25
2024-09-25T00:00:15,Sep 25,JBDA,waiver,Terry McLaurin,Terry McLaurin,WAS,WR,Michael Pittman Jr.,Michael Pittman,PIT,WR,,Terry McLaurin Was-WR (FA)/Michael Pittman Jr. Pit-WR (TFA) — JBDA — Sep 25
2024-10-02T00:00:00,Oct 2,Greendawgs,waiver,Justin Fields,Justin Fields,KC,QB,DeAndre Hopkins,DeAndre Hopkins,BAL,WR,,Justin Fields KC-QB (FA)/DeAndre Hopkins Bal-WR (TFA) — Greendawgs — Oct 2
2024-10-02T00:00:01,Oct 2,Greendawgs,waiver,Michael Pittman Jr.,Michael Pittman,PIT,WR,Quentin Johnston,Quentin Johnston,LAC,WR,,Michael Pittman Jr. Pit-WR (FA)/Quentin Johnston LAC-WR (TFA) — Greendawgs — Oct 2
2024-10-02T00:00:02,Oct 2,Greendawgs,waiver,Denver Broncos,Denver Broncos,DEN,DEF,New York Jets,New York Jets,NYJ,DEF,,Broncos Den-DEF (FA)/Jets NYJ-DEF (TFA) — Greendawgs — Oct 2
2024-10-02T00:00:03,Oct 2,Greendawgs,waiver,Joe Mixon,Joe Mixon,HOU,RB,Zach Charbonnet,Zach Charbonnet,SEA,RB,,Joe Mixon Hou-RB (FA)/Zach Charbonnet Sea-RB (TFA) — Greendawgs — Oct 2
2024-10-02T00:00:04,Oct 2,Greendawgs,waiver,Bucky Irving,Bucky Irving,TB,RB,Carson Steele,Carson Steele,PHI,RB,,Bucky Irving TB-RB (FA)/Carson Steele Phi-RB (TFA) — Greendawgs — Oct 2
2024-10-02T00:00:05,Oct 2,Greendawgs,waiver,Keenan Allen,Keenan Allen,LAC,WR,Rome Odunze,Rome Odunze,CHI,WR,,Keenan Allen LAC-WR (FA)/Rome Odunze Chi-WR (TFA) — Greendawgs — Oct 2
2024-10-02T00:00:06,Oct 2,Greendawgs,waiver,Jerome Ford,Jerome Ford,WAS,RB,Cam Akers,Cam Akers,SEA,RB,,Jerome Ford Was-RB (FA)/Cam Akers Sea-RB (TFA) — Greendawgs — Oct 2
2024-10-02T00:00:07,Oct 2,Cardinals,waiver,Jason Sanders,Jason Sanders,NYJ,K,Jake Elliott,Jake Elliott,PHI,K,,Jason Sanders NYJ-K (FA)/Jake Elliott Phi-K (TFA) — Cardinals — Oct 2
2024-10-02T00:00:08,Oct 2,Cardinals,waiver,George Pickens,George Pickens,DAL,WR,Jaylen Waddle,Jaylen Waddle,DEN,WR,,George Pickens Dal-WR (FA)/Jaylen Waddle Den-WR (TFA) — Cardinals — Oct 2
2024-10-02T00:00:09,Oct 2,Redskins,commissioner_drop,,,,,Sam LaPorta,Sam LaPorta,DET,TE,,Sam LaPorta Det-TE — Dropped by Commissioner — Redskins — Oct 2
2024-10-02T00:00:10,Oct 2,Hoofers,commissioner_drop,,,,,Anthony Richardson Sr.,Anthony Richardson,IND,QB,,Anthony Richardson Sr. Ind-QB — Dropped by Commissioner — Hoofers — Oct 2
2024-10-02T00:00:11,Oct 2,Hoofers,commissioner_drop,,,,,Isaiah Likely,Isaiah Likely,NYG,TE,,Isaiah Likely NYG-TE — Dropped by Commissioner — Hoofers — Oct 2
2024-10-02T00:00:12,Oct 2,Redskins,commissioner_add,Isaiah Likely,Isaiah Likely,NYG,TE,,,,,,Isaiah Likely NYG-TE — Added by Commissioner — Redskins — Oct 2
2024-10-02T00:00:13,Oct 2,Hoofers,waiver,Sam LaPorta,Sam LaPorta,DET,TE,,,,,,Sam LaPorta Det-TE (FA) — Hoofers — Oct 2
2024-10-02T00:00:14,Oct 2,Redskins,waiver,,,,,Cole Kmet,Cole Kmet,CHI,TE,,Cole Kmet Chi-TE (TFA) — Redskins — Oct 2
2024-10-02T00:00:15,Oct 2,Hoofers,waiver,Nick Chubb,Nick Chubb,HOU,RB,,,,,,Nick Chubb Hou-RB (FA) — Hoofers — Oct 2
2024-10-02T00:00:16,Oct 2,Hoofers,waiver,Minnesota Vikings,Minnesota Vikings,MIN,DEF,Houston Texans,Houston Texans,HOU,DEF,,Vikings Min-DEF (FA)/Texans Hou-DEF (TFA) — Hoofers — Oct 2
2024-10-02T00:00:17,Oct 2,Elite,waiver,Jaleel McLaughlin,Jaleel McLaughlin,DEN,RB,Travis Etienne Jr.,Travis Etienne,NO,RB,,Jaleel McLaughlin Den-RB (FA)/Travis Etienne Jr. NO-RB (TFA) — Elite — Oct 2
2024-10-02T00:00:18,Oct 2,Redskins,waiver,Anthony Richardson Sr.,Anthony Richardson,IND,QB,,,,,,Anthony Richardson Sr. Ind-QB (FA) — Redskins — Oct 2
2024-10-02T00:00:19,Oct 2,Redskins,waiver,Travis Etienne Jr.,Travis Etienne,NO,RB,J.K. Dobbins,J.K. Dobbins,DEN,RB,,Travis Etienne Jr. NO-RB (FA)/J.K. Dobbins Den-RB (TFA) — Redskins — Oct 2
2024-10-02T00:00:20,Oct 2,Redskins,waiver,Rashid Shaheed,Rashid Shaheed,SEA,WR,Rashee Rice,Rashee Rice,KC,WR,,Rashid Shaheed Sea-WR (FA)/Rashee Rice KC-WR (TFA) — Redskins — Oct 2
2024-10-02T00:00:21,Oct 2,Sportos,waiver,Geno Smith,Geno Smith,NYJ,QB,Derek Carr,Derek Carr,NO,QB,,Geno Smith NYJ-QB (FA)/Derek Carr NO-QB (TFA) — Sportos — Oct 2
2024-10-02T00:00:22,Oct 2,Sportos,waiver,Dontayvion Wicks,Dontayvion Wicks,PHI,WR,Zay Flowers,Zay Flowers,BAL,WR,,Dontayvion Wicks Phi-WR (FA)/Zay Flowers Bal-WR (TFA) — Sportos — Oct 2
2024-10-02T00:00:23,Oct 2,ChronicMasterdeflatr,waiver,Joshua Karty,Joshua Karty,ARI,K,Jake Bates,Jake Bates,DET,K,,Joshua Karty Ari-K (FA)/Jake Bates Det-K (TFA) — ChronicMasterdeflatr — Oct 2
2024-10-02T00:00:24,Oct 2,Let's Ride,waiver,Zach Charbonnet,Zach Charbonnet,SEA,RB,Bo Nix,Bo Nix,DEN,QB,,Zach Charbonnet Sea-RB (FA)/Bo Nix Den-QB (TFA) — Let's Ride — Oct 2
2024-10-02T00:00:25,Oct 2,Let's Ride,waiver,Austin Seibert,Austin Seibert,WAS,K,Matt Prater,Matt Prater,BUF,K,,Austin Seibert Was-K (FA)/Matt Prater Buf-K (TFA) — Let's Ride — Oct 2
2024-10-04T00:00:00,Oct 4,Elite,waiver,,,,,DeVonta Smith,DeVonta Smith,PHI,WR,,DeVonta Smith Phi-WR (TFA) — Elite — Oct 4
2024-10-04T00:00:01,Oct 4,Elite,waiver,Tank Dell,Tank Dell,HOU,WR,,,,,,Tank Dell Hou-WR (FA) — Elite — Oct 4
2024-10-04T00:00:02,Oct 4,Elite,commissioner_drop,,,,,Tank Dell,Tank Dell,HOU,WR,,Tank Dell Hou-WR — Dropped by Commissioner — Elite — Oct 4
2024-10-04T00:00:03,Oct 4,Elite,commissioner_add,DeVonta Smith,DeVonta Smith,PHI,WR,,,,,,DeVonta Smith Phi-WR — Added by Commissioner — Elite — Oct 4
2024-10-09T00:00:00,Oct 9,ChronicMasterdeflatr,waiver,Wil Lutz,Wil Lutz,DEN,K,Joshua Karty,Joshua Karty,ARI,K,,Wil Lutz Den-K (FA)/Joshua Karty Ari-K (TFA) — ChronicMasterdeflatr — Oct 9
2024-10-09T00:00:01,Oct 9,ChronicMasterdeflatr,waiver,Trevor Lawrence,Trevor Lawrence,JAX,QB,Aaron Rodgers,Aaron Rodgers,PIT,QB,,Trevor Lawrence Jax-QB (FA)/Aaron Rodgers Pit-QB (TFA) — ChronicMasterdeflatr — Oct 9
2024-10-09T00:00:02,Oct 9,Greendawgs,waiver,J.K. Dobbins,J.K. Dobbins,DEN,RB,Jerome Ford,Jerome Ford,WAS,RB,,J.K. Dobbins Den-RB (FA)/Jerome Ford Was-RB (TFA) — Greendawgs — Oct 9
2024-10-09T00:00:03,Oct 9,Greendawgs,waiver,Tank Bigsby,Tank Bigsby,PHI,RB,Bucky Irving,Bucky Irving,TB,RB,,Tank Bigsby Phi-RB (FA)/Bucky Irving TB-RB (TFA) — Greendawgs — Oct 9
2024-10-09T00:00:04,Oct 9,Greendawgs,waiver,Matthew Wright,Matthew Wright,BUF,K,Harrison Butker,Harrison Butker,KC,K,,Matthew Wright Buf-K (FA)/Harrison Butker KC-K (TFA) — Greendawgs — Oct 9
2024-10-09T00:00:05,Oct 9,Greendawgs,waiver,Tank Dell,Tank Dell,HOU,WR,Michael Pittman Jr.,Michael Pittman,PIT,WR,,Tank Dell Hou-WR (FA)/Michael Pittman Jr. Pit-WR (TFA) — Greendawgs — Oct 9
2024-10-09T00:00:06,Oct 9,Greendawgs,waiver,Rico Dowdle,Rico Dowdle,PIT,RB,Joe Mixon,Joe Mixon,HOU,RB,,Rico Dowdle Pit-RB (FA)/Joe Mixon Hou-RB (TFA) — Greendawgs — Oct 9
2024-10-09T00:00:07,Oct 9,Redskins,waiver,Derek Carr,Derek Carr,NO,QB,Matthew Stafford,Matthew Stafford,LA,QB,,Derek Carr NO-QB (FA)/Matthew Stafford LAR-QB (TFA) — Redskins — Oct 9
2024-10-09T00:00:08,Oct 9,Redskins,waiver,Bo Nix,Bo Nix,DEN,QB,Derek Carr,Derek Carr,NO,QB,,Bo Nix Den-QB (FA)/Derek Carr NO-QB (TFA) — Redskins — Oct 9
2024-10-09T00:00:09,Oct 9,Sportos,waiver,Jake Bates,Jake Bates,DET,K,Jake Moody,Jake Moody,WAS,K,,Jake Bates Det-K (FA)/Jake Moody Was-K (TFA) — Sportos — Oct 9
2024-10-09T00:00:10,Oct 9,Sportos,waiver,Houston Texans,Houston Texans,HOU,DEF,Kansas City Chiefs,Kansas City Chiefs,KC,DEF,,Texans Hou-DEF (FA)/Chiefs KC-DEF (TFA) — Sportos — Oct 9
2024-10-09T00:00:11,Oct 9,Sportos,waiver,Brian Thomas Jr.,Brian Thomas Jr.,JAX,WR,Diontae Johnson,Diontae Johnson,CLE,WR,,Brian Thomas Jr. Jax-WR (FA)/Diontae Johnson Cle-WR (TFA) — Sportos — Oct 9
2024-10-09T00:00:12,Oct 9,Sportos,waiver,Tony Pollard,Tony Pollard,TEN,RB,Aaron Jones Sr.,Aaron Jones,MIN,RB,,Tony Pollard Ten-RB (FA)/Aaron Jones Sr. Min-RB (TFA) — Sportos — Oct 9
2024-10-09T00:00:13,Oct 9,Cardinals,waiver,Diontae Johnson,Diontae Johnson,CLE,WR,George Pickens,George Pickens,DAL,WR,,Diontae Johnson Cle-WR (FA)/George Pickens Dal-WR (TFA) — Cardinals — Oct 9
2024-10-09T00:00:14,Oct 9,Cardinals,waiver,Jake Elliott,Jake Elliott,PHI,K,Jason Sanders,Jason Sanders,NYJ,K,,Jake Elliott Phi-K (FA)/Jason Sanders NYJ-K (TFA) — Cardinals — Oct 9
2024-10-09T00:00:15,Oct 9,Cardinals,waiver,Philadelphia Eagles,Philadelphia Eagles,PHI,DEF,Miami Dolphins,Miami Dolphins,MIA,DEF,,Eagles Phi-DEF (FA)/Dolphins Mia-DEF (TFA) — Cardinals — Oct 9
2024-10-09T00:00:16,Oct 9,Hoofers,waiver,Romeo Doubs,Romeo Doubs,NE,WR,Xavier Worthy,Xavier Worthy,KC,WR,,Romeo Doubs NE-WR (FA)/Xavier Worthy KC-WR (TFA) — Hoofers — Oct 9
2024-10-09T00:00:17,Oct 9,Hoofers,waiver,George Pickens,George Pickens,DAL,WR,Khalil Shakir,Khalil Shakir,BUF,WR,,George Pickens Dal-WR (FA)/Khalil Shakir Buf-WR (TFA) — Hoofers — Oct 9
2024-10-09T00:00:18,Oct 9,Hoofers,waiver,Buffalo Bills,Buffalo Bills,BUF,DEF,Minnesota Vikings,Minnesota Vikings,MIN,DEF,,Bills Buf-DEF (FA)/Vikings Min-DEF (TFA) — Hoofers — Oct 9
2024-10-09T00:00:19,Oct 9,Hoofers,waiver,Nick Folk,Nick Folk,ATL,K,Blake Grupe,Blake Grupe,IND,K,,Nick Folk Atl-K (FA)/Blake Grupe Ind-K (TFA) — Hoofers — Oct 9
2024-10-09T00:00:20,Oct 9,Let's Ride,waiver,Chase Brown,Chase Brown,CIN,RB,Zach Charbonnet,Zach Charbonnet,SEA,RB,,Chase Brown Cin-RB (FA)/Zach Charbonnet Sea-RB (TFA) — Let's Ride — Oct 9
