name,position,team,pass_yds,pass_td,rush_yds,rush_td,rec,rec_yds,rec_td,return_td,off_fumble_return_td,two_pt,fg_0_19,fg_20_29,fg_30_39,fg_40_49,fg_50_plus,pat_made,def_td,def_safety,def_return_td,def_xp_returned,def_points_allowed
Tre Tucker,WR,LV,0.0,0.0,53.871875,0.25,48.978125,605.103125,4.0687500000000005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tre' Harris,WR,LAC,0.0,0.0,10.0,0.0,30.000000000000004,324.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TreVeyon Henderson,RB,NE,0.0,0.0,911.0,9.0,35.0,221.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Trevor Etienne,RB,CAR,0.0,0.0,94.0,0.0,3.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Trevor Lawrence,QB,JAX,3913.3750000000005,25.421875,320.003125,7.312499999999999,0.0,-2.125,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Trey Benson,RB,ARI,0.0,0.0,591.9230769230769,0.3846153846153847,41.30769230769231,214.69230769230768,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Trey Lance,QB,LAC,1010.5,0.0,306.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Spencer Shrader,K,IND,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.5,13.25,7.3,2.4,44.85,0.0,0.0,0.0,0.0,0.0
Stefon Diggs,WR,NE,6.90625,0.0,5.0,0.53125,92.01875,1048.75,5.1937500000000005,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sterling Shepard,WR,TB,0.0,0.0,42.181318681318686,0.0,47.428571428571416,461.7472527472528,1.2802197802197801,0.0,0.0,0.3571428571428571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tahj Brooks,RB,CIN,0.0,0.0,47.8125,0.0,1.0625,9.5625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
