name,position,team,pass_yds,pass_td,rush_yds,rush_td,rec,rec_yds,rec_td,return_td,off_fumble_return_td,two_pt,fg_0_19,fg_20_29,fg_30_39,fg_40_49,fg_50_plus,pat_made,def_td,def_safety,def_return_td,def_xp_returned,def_points_allowed
Josh Lambo,K,JAX,,,,0.0,,,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,,,,,
Josh Oliver,TE,BAL,0.0,0.0,0.0,0.0,9.0,66.0,0.0,0.0,0,0.0,,,,,,,,,,,
Josh Reynolds,WR,DET,0.0,0.0,0.0,0.0,29.0,396.0,2.0,0.0,0,0.0,,,,,,,,,,,
Josh Rosen,QB,ATL,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,,,,,,,,,,,
Joshua Kelley,RB,LAC,0.0,0.0,102.0,0.0,5.0,38.0,0.0,0.0,0,0.0,,,,,,,,,,,
Joshua Palmer,WR,LAC,0.0,0.0,6.0,0.0,33.0,353.0,4.0,0.0,0,0.0,,,,,,,,,,,
Josiah Deguara,TE,GB,0.0,0.0,0.0,0.0,25.0,245.0,2.0,0.0,0,0.0,,,,,,,,,,,
Julio Jones,WR,TEN,0.0,0.0,0.0,0.0,31.0,434.0,1.0,0.0,0,0.0,,,,,,,,,,,
Justin Herbert,QB,LAC,5014.0,38.0,302.0,3.0,0.0,0.0,0.0,0.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
Justin Jackson,RB,LAC,0.0,0.0,364.0,2.0,22.0,178.0,0.0,0.0,0,0.0,,,,,,,,,,,
Justin Jefferson,WR,MIN,35.0,0.0,14.0,0.0,108.0,1616.0,10.0,0.0,0,0.0,,,,,,,,,,,
Juwan Johnson,TE,NO,0.0,0.0,0.0,0.0,13.0,159.0,4.0,0.0,0,0.0,,,,,,,,,,,
Juwann Winfree,WR,GB,0.0,0.0,0.0,0.0,8.0,58.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
K.J. Osborn,WR,MIN,0.0,0.0,10.0,0.0,50.0,655.0,7.0,0.0,0,0.0,,,,,,,,,,,
Ka'imi Fairbairn,K,HOU,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,4.0,5.0,2.0,4.0,13.0,,,,,
Kadarius Toney,WR,NYG,19.0,0.0,6.0,0.0,39.0,420.0,0.0,0.0,0,0.0,,,,,,,,,,,
Kalen Ballage,RB,PIT,0.0,0.0,36.0,0.0,2.0,8.0,0.0,0.0,0,0.0,,,,,,,,,,,
Kalif Raymond,WR,DET,0.0,0.0,28.0,0.0,48.0,576.0,4.0,0.0,0,0.0,,,,,,,,,,,
Kansas City Chiefs,DEF,KC,,,,,,,,,,,,,,,,,0,0,0,0,364.0
Kareem Hunt,RB,CLE,0.0,0.0,386.0,5.0,22.0,174.0,0.0,0.0,0,1.0,,,,,,,,,,,
Ke'Shawn Vaughn,RB,TB,0.0,0.0,180.0,2.0,4.0,26.0,0.0,0.0,0,0.0,,,,,,,,,,,
Keelan Cole Sr.,WR,NYJ,0.0,0.0,0.0,0.0,28.0,449.0,1.0,0.0,0,0.0,,,,,,,,,,,
Keenan Allen,WR,LAC,0.0,0.0,0.0,0.0,106.0,1138.0,6.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
Kellen Mond,QB,MIN,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,,,,,,,,,,,
Kendall Hinton,WR,DEN,1.0,0.0,0.0,0.0,15.0,175.0,1.0,0.0,0,0.0,,,,,,,,,,,
Kendrick Bourne,WR,NE,25.0,1.0,125.0,0.0,55.0,800.0,5.0,0.0,0,0.0,,,,,,,,,,,
Kene Nwangwu,RB,MIN,0.0,0.0,61.0,0.0,4.0,9.0,0.0,2.0,0,0.0,,,,,,,,,,,
Kenny Gainwell,RB,PHI,0.0,0.0,291.0,5.0,33.0,253.0,1.0,0.0,0,1.0,,,,,,,,,,,
Kenny Golladay,WR,NYG,0.0,0.0,0.0,0.0,37.0,521.0,0.0,0.0,0,0.0,,,,,,,,,,,
Kenny Stills,WR,NO,0.0,0.0,1.0,0.0,6.0,68.0,1.0,0.0,0,0.0,,,,,,,,,,,
KhaDarel Hodge,WR,DET,0.0,0.0,0.0,0.0,13.0,157.0,0.0,0.0,0,1.0,,,,,,,,,,,
Khalil Herbert,RB,CHI,0.0,0.0,433.0,2.0,14.0,96.0,0.0,0.0,0,0.0,,,,,,,,,,,
Kirk Cousins,QB,MIN,4221.0,33.0,115.0,1.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
Kyle Allen,QB,WSH,120.0,1.0,11.0,0.0,0.0,0.0,0.0,0.0,0,0.0,,,,,,,,,,,
Kyle Rudolph,TE,NYG,0.0,0.0,0.0,0.0,26.0,257.0,1.0,0.0,0,1.0,,,,,,,,,,,
Kylen Granson,TE,IND,0.0,0.0,0.0,0.0,11.0,106.0,0.0,0.0,0,0.0,,,,,,,,,,,
Kyler Murray,QB,ARI,3787.0,24.0,423.0,5.0,0.0,7.0,0.0,0.0,0,0.0,,,,,,,,,,,
La'Mical Perine,RB,NYJ,0.0,0.0,31.0,0.0,0.0,0.0,0.0,0.0,0,0.0,,,,,,,,,,,
Lamar Jackson,QB,BAL,2882.0,16.0,767.0,2.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
Laquon Treadwell,WR,JAX,0.0,0.0,0.0,0.0,33.0,434.0,1.0,0.0,0,0.0,,,,,,,,,,,
Larry Rountree III,RB,LAC,0.0,0.0,87.0,1.0,1.0,-1.0,0.0,0.0,0,0.0,,,,,,,,,,,
Las Vegas Raiders,DEF,LV,,,,,,,,,,,,,,,,,0,0,0,0,439.0
Laviska Shenault Jr.,WR,JAX,0.0,0.0,41.0,0.0,63.0,619.0,0.0,0.0,0,0.0,,,,,,,,,,,
Le'Veon Bell,RB,TB,0.0,0.0,101.0,2.0,5.0,30.0,1.0,0.0,0,1.0,,,,,,,,,,,
Lee Smith,TE,ATL,0.0,0.0,0.0,0.0,9.0,65.0,1.0,0.0,0,0.0,,,,,,,,,,,
Leonard Fournette,RB,TB,,,,8.0,,,2.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
Lil'Jordan Humphrey,WR,NO,0.0,0.0,0.0,0.0,13.0,249.0,2.0,0.0,0,0.0,,,,,,,,,,,
Lirim Hajrullahu,K,CAR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,2.0,2.0,0.0,0.0,8.0,,,,,
Los Angeles Chargers,DEF,LAC,,,,,,,,,,,,,,,,,0,0,0,0,459.0
Los Angeles Rams,DEF,LAR,,,,,,,,,,,,,,,,,0,0,0,0,372.0
Luke Farrell,TE,JAX,0.0,0.0,0.0,0.0,7.0,56.0,0.0,0.0,0,0.0,,,,,,,,,,,
Luke Stocker,TE,MIN,0.0,0.0,0.0,0.0,2.0,12.0,0.0,0.0,0,0.0,,,,,,,,,,,
Mac Jones,QB,NE,3801.0,22.0,129.0,0.0,0.0,0.0,0.0,0.0,0,0.0,,,,,,,,,,,
Mack Hollins,WR,MIA,0.0,0.0,0.0,0.0,14.0,223.0,4.0,0.0,0,0.0,,,,,,,,,,,
Malik Turner,WR,DAL,0.0,0.0,0.0,0.0,12.0,149.0,3.0,0.0,0,0.0,,,,,,,,,,,
Marcedes Lewis,TE,GB,0.0,0.0,0.0,0.0,23.0,214.0,0.0,0.0,0,0.0,,,,,,,,,,,
Marcus Mariota,QB,LV,4.0,0.0,87.0,1.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
Mark Ingram II,RB,NO,0.0,0.0,554.0,2.0,27.0,162.0,0.0,0.0,0,0.0,,,,,,,,,,,
Marlon Mack,RB,IND,0.0,0.0,101.0,0.0,2.0,8.0,0.0,0.0,0,0.0,,,,,,,,,,,
Marquez Valdes-Scantling,WR,GB,0.0,0.0,0.0,0.0,26.0,430.0,3.0,0.0,0,0.0,,,,,,,,,,,
Marquise Goodwin,WR,CHI,0.0,0.0,-1.0,0.0,20.0,313.0,1.0,0.0,0,0.0,,,,,,,,,,,
Mason Crosby,K,GB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,9.0,9.0,4.0,3.0,49.0,,,,,
Mason Rudolph,QB,PIT,277.0,1.0,53.0,0.0,0.0,0.0,0.0,0.0,0,0.0,,,,,,,,,,,
Matt Ammendola,K,NYJ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,5.0,6.0,2.0,0.0,14.0,,,,,
Matt Breida,RB,BUF,0.0,0.0,125.0,1.0,7.0,72.0,2.0,0.0,0,0.0,,,,,,,,,,,
Matt Gay,K,LAR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,6.0,15.0,7.0,4.0,48.0,,,,,
Matt Prater,K,ARI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,11.0,9.0,3.0,7.0,47.0,,,,,
Matt Ryan,QB,ATL,3968.0,20.0,82.0,1.0,0.0,0.0,0.0,0.0,0,1.0,,,,,,,,,,,
Matthew Stafford,QB,LAR,4886.0,41.0,43.0,0.0,0.0,0.0,0.0,0.0,0,0.0,,,,,,,,,,,
Matthew Wright,K,JAX,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,7.0,7.0,3.0,4.0,13.0,,,,,
Mecole Hardman Jr.,WR,KC,0.0,0.0,46.0,0.0,59.0,693.0,2.0,0.0,0,0.0,,,,,,,,,,,
Mekhi Sargent,RB,JAX,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0,0.0,,,,,,,,,,,
Melvin Gordon III,RB,DEN,0.0,0.0,918.0,8.0,28.0,213.0,2.0,0.0,0,0.0,,,,,,,,,,,
Miami Dolphins,DEF,MIA,,,,,,,,,,,,,,,,,0,0,0,0,373.0
Michael Badgley,K,IND,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,4.0,6.0,8.0,0.0,40.0,,,,,
Michael Carter,RB,NYJ,0.0,0.0,639.0,4.0,36.0,325.0,0.0,0.0,0,0.0,,,,,,,,,,,
Michael Pittman Jr.,WR,IND,0.0,0.0,44.0,0.0,88.0,1082.0,6.0,0.0,0,1.0,,,,,,,,,,,
Mike Boone,RB,DEN,0.0,0.0,35.0,0.0,2.0,22.0,0.0,0.0,0,0.0,,,,,,,,,,,
Mike Davis,RB,ATL,0.0,0.0,503.0,3.0,44.0,259.0,1.0,0.0,0,0.0,,,,,,,,,,,
Mike Evans,WR,TB,0.0,0.0,10.0,0.0,74.0,1035.0,14.0,0.0,0,0.0,,,,,,,,,,,
Mike Glennon,QB,NYG,790.0,4.0,33.0,1.0,0.0,0.0,0.0,0.0,0,0.0,,,,,,,,,,,
Mike Thomas,WR,CIN,0.0,0.0,0.0,0.0,5.0,52.0,0.0,0.0,0,0.0,,,,,,,,,,,
Mike White,QB,NYJ,953.0,5.0,-1.0,0.0,0.0,0.0,0.0,0.0,0,1.0,,,,,,,,,,,
Miles Sanders,RB,PHI,0.0,0.0,754.0,0.0,26.0,158.0,0.0,0.0,0,1.0,,,,,,,,,,,
Minnesota Vikings,DEF,MIN,,,,,,,,,,,,,,,,,0,0,0,0,426.0
Mitchell Trubisky,QB,BUF,43.0,0.0,24.0,1.0,0.0,0.0,0.0,0.0,0,0.0,,,,,,,,,,,
Mo Alie-Cox,TE,IND,0.0,0.0,0.0,0.0,24.0,316.0,4.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
Myles Gaskin,RB,MIA,0.0,0.0,612.0,3.0,49.0,234.0,4.0,0.0,0,0.0,,,,,,,,,,,
N'Keal Harry,TE,NE,0.0,0.0,0.0,0.0,12.0,184.0,0.0,0.0,0,0.0,,,,,,,,,,,
Najee Harris,RB,PIT,0.0,0.0,1200.0,7.0,74.0,467.0,3.0,0.0,0,0.0,,,,,,,,,,,
Nelson Agholor,WR,NE,0.0,0.0,11.0,0.0,37.0,473.0,3.0,0.0,0,0.0,,,,,,,,,,,
New England Patriots,DEF,NE,,,,,,,,,,,,,,,,,0,0,0,0,303.0
New Orleans Saints,DEF,NO,,,,,,,,,,,,,,,,,0,0,0,0,335.0
New York Giants,DEF,NYG,,,,,,,,,,,,,,,,,0,0,0,0,416.0
New York Jets,DEF,NYJ,,,,,,,,,,,,,,,,,0,0,0,0,504.0
Nick Chubb,RB,CLE,0.0,0.0,1259.0,8.0,20.0,174.0,1.0,0.0,0,0.0,,,,,,,,,,,
Nick Foles,QB,CHI,250.0,1.0,8.0,0.0,0.0,0.0,0.0,0.0,0,0.0,,,,,,,,,,,
Nick Folk,K,NE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,9.0,11.0,11.0,5.0,42.0,,,,,
Nick Mullens,QB,CLE,147.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,,,,,,,,,,,
Nick Vannett,TE,NO,0.0,0.0,0.0,0.0,9.0,133.0,1.0,0.0,0,0.0,,,,,,,,,,,
Nick Westbrook-Ikhine,WR,TEN,0.0,0.0,0.0,0.0,38.0,476.0,4.0,0.0,0,0.0,,,,,,,,,,,
Nico Collins,WR,HOU,0.0,0.0,0.0,0.0,33.0,446.0,1.0,0.0,0,0.0,,,,,,,,,,,
Noah Brown,WR,DAL,0.0,0.0,0.0,0.0,16.0,184.0,0.0,0.0,0,0.0,,,,,,,,,,,
Noah Fant,TE,DEN,0.0,0.0,0.0,0.0,68.0,670.0,4.0,0.0,0,0.0,,,,,,,,,,,
Nyheim Hines,RB,IND,0.0,0.0,276.0,2.0,40.0,310.0,1.0,0.0,0,0.0,,,,,,,,,,,
O.J. Howard,TE,TB,0.0,0.0,0.0,0.0,14.0,135.0,1.0,0.0,0,0.0,,,,,,,,,,,
Odell Beckham Jr.,WR,LAR,0.0,0.0,14.0,0.0,44.0,537.0,5.0,0.0,0,0.0,,,,,,,,,,,
Olamide Zaccheaus,WR,ATL,0.0,0.0,2.0,0.0,31.0,406.0,3.0,0.0,0,0.0,,,,,,,,,,,
PJ Walker,QB,CAR,362.0,1.0,13.0,0.0,0.0,0.0,0.0,0.0,0,0.0,,,,,,,,,,,
Parris Campbell,WR,IND,0.0,0.0,0.0,0.0,10.0,162.0,1.0,0.0,0,0.0,,,,,,,,,,,
Pat Freiermuth,TE,PIT,0.0,0.0,0.0,0.0,60.0,497.0,7.0,0.0,0,1.0,,,,,,,,,,,
Patrick Mahomes,QB,KC,4839.0,37.0,381.0,2.0,0.0,0.0,0.0,0.0,0,1.0,,,,,,,,,,,
Patrick Taylor Jr.,RB,GB,0.0,0.0,89.0,1.0,2.0,3.0,0.0,0.0,0,0.0,,,,,,,,,,,
Penny Hart,WR,SEA,0.0,0.0,0.0,0.0,7.0,59.0,0.0,0.0,0,0.0,,,,,,,,,,,
Peyton Barber,RB,LV,0.0,0.0,212.0,2.0,10.0,67.0,0.0,0.0,0,0.0,,,,,,,,,,,
Pharaoh Brown,TE,HOU,0.0,0.0,0.0,0.0,23.0,171.0,0.0,0.0,0,0.0,,,,,,,,,,,
Philadelphia Eagles,DEF,PHI,,,,,,,,,,,,,,,,,0,0,0,0,385.0
Phillip Lindsay,RB,MIA,0.0,0.0,249.0,1.0,4.0,45.0,1.0,0.0,0,0.0,,,,,,,,,,,
Pittsburgh Steelers,DEF,PIT,,,,,,,,,,,,,,,,,0,0,0,0,398.0
Preston Williams,WR,MIA,0.0,0.0,7.0,0.0,6.0,71.0,0.0,0.0,0,0.0,,,,,,,,,,,
Qadree Ollison,RB,ATL,0.0,0.0,105.0,1.0,4.0,12.0,0.0,0.0,0,0.0,,,,,,,,,,,
Quez Watkins,WR,PHI,0.0,0.0,3.0,0.0,43.0,647.0,1.0,0.0,0,1.0,,,,,,,,,,,
Randy Bullock,K,TEN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,5.0,12.0,8.0,1.0,42.0,,,,,
Rashaad Penny,RB,SEA,0.0,0.0,749.0,6.0,6.0,48.0,0.0,0.0,0,0.0,,,,,,,,,,,
Rashard Higgins,WR,CLE,0.0,0.0,0.0,0.0,24.0,275.0,1.0,0.0,0,0.0,,,,,,,,,,,
Rashod Bateman,WR,BAL,0.0,0.0,0.0,0.0,46.0,515.0,1.0,0.0,0,0.0,,,,,,,,,,,
Ray-Ray McCloud III,WR,PIT,0.0,0.0,15.0,0.0,39.0,277.0,0.0,0.0,0,0.0,,,,,,,,,,,
Rex Burkhead,RB,HOU,0.0,0.0,427.0,3.0,25.0,186.0,0.0,0.0,0,0.0,,,,,,,,,,,
Rhamondre Stevenson,RB,NE,0.0,0.0,606.0,5.0,14.0,123.0,0.0,0.0,0,0.0,,,,,,,,,,,
Riley Patterson,K,DET,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,3.0,6.0,4.0,0.0,16.0,,,,,
Robbie Chosen,WR,CAR,0.0,0.0,36.0,0.0,53.0,519.0,5.0,0.0,0,0.0,,,,,,,,,,,
Robbie Gould,K,SF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,6.0,4.0,7.0,3.0,39.0,,,,,
Rodrigo Blankenship,K,IND,,,,0.0,,,0.0,0.0,0,0.0,0.0,3.0,3.0,5.0,0.0,7.0,,,,,
Ronald Jones,RB,TB,0.0,0.0,428.0,4.0,10.0,64.0,0.0,0.0,0,0.0,,,,,,,,,,,
Rondale Moore,WR,ARI,0.0,0.0,76.0,0.0,54.0,435.0,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
Ross Dwelley,TE,SF,0.0,0.0,0.0,0.0,4.0,51.0,1.0,0.0,0,0.0,,,,,,,,,,,
Royce Freeman,RB,HOU,0.0,0.0,169.0,0.0,10.0,77.0,0.0,0.0,0,0.0,,,,,,,,,,,
Russell Wilson,QB,SEA,3113.0,25.0,183.0,2.0,0.0,0.0,0.0,0.0,0,0.0,,,,,,,,,,,
Ryan Santoso,K,DET,,,,0.0,,,0.0,0.0,0,0.0,0.0,3.0,1.0,0.0,0.0,6.0,,,,,
Ryan Succop,K,TB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,11.0,7.0,7.0,0.0,56.0,,,,,
Ryan Tannehill,QB,TEN,3734.0,21.0,270.0,7.0,0.0,0.0,0.0,0.0,0,0.0,,,,,,,,,,,
Ryquell Armstead,RB,JAX,0.0,0.0,80.0,0.0,3.0,16.0,0.0,0.0,0,0.0,,,,,,,,,,,
Salvon Ahmed,RB,MIA,0.0,0.0,149.0,0.0,12.0,117.0,0.0,0.0,0,0.0,,,,,,,,,,,
Sam Darnold,QB,CAR,2527.0,9.0,222.0,5.0,0.0,0.0,0.0,0.0,0,0.0,,,,,,,,,,,
Sam Ehlinger,QB,IND,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0,0.0,,,,,,,,,,,
Samaje Perine,RB,CIN,0.0,0.0,246.0,1.0,27.0,196.0,1.0,0.0,0,0.0,,,,,,,,,,,
Sammy Watkins,WR,BAL,0.0,0.0,0.0,0.0,27.0,394.0,1.0,0.0,0,0.0,,,,,,,,,,,
San Francisco 49ers,DEF,SF,,,,,,,,,,,,,,,,,0,0,0,0,365.0
Saquon Barkley,RB,NYG,0.0,0.0,593.0,2.0,41.0,263.0,2.0,0.0,0,0.0,,,,,,,,,,,
Scotty Miller,WR,TB,0.0,0.0,43.0,1.0,5.0,38.0,0.0,0.0,0,0.0,,,,,,,,,,,
Sean Mannion,QB,MIN,189.0,1.0,14.0,0.0,0.0,0.0,0.0,0.0,0,0.0,,,,,,,,,,,
Seattle Seahawks,DEF,SEA,,,,,,,,,,,,,,,,,0,0,0,0,366.0
Sony Michel,RB,LAR,0.0,0.0,845.0,4.0,21.0,128.0,1.0,0.0,0,0.0,,,,,,,,,,,
Stephen Anderson,TE,LAC,0.0,0.0,0.0,0.0,16.0,165.0,1.0,0.0,0,0.0,,,,,,,,,,,
Tajae Sharpe,WR,ATL,0.0,0.0,0.0,0.0,25.0,230.0,0.0,0.0,0,0.0,,,,,,,,,,,
Tampa Bay Buccaneers,DEF,TB,,,,,,,,,,,,,,,,,0,0,0,0,353.0
Tavon Austin,WR,JAX,0.0,0.0,21.0,0.0,24.0,213.0,1.0,0.0,0,0.0,,,,,,,,,,,
Taylor Heinicke,QB,WSH,3419.0,20.0,313.0,1.0,1.0,-2.0,0.0,0.0,0,1.0,,,,,,,,,,,
Taysom Hill,QB,NO,978.0,4.0,374.0,5.0,4.0,52.0,0.0,0.0,0,0.0,,,,,,,,,,,
Tennessee Titans,DEF,TEN,,,,,,,,,,,,,,,,,0,0,0,0,354.0
Terry McLaurin,WR,WSH,0.0,0.0,12.0,0.0,77.0,1053.0,5.0,0.0,0,0.0,,,,,,,,,,,
Tevin Coleman,RB,NYJ,0.0,0.0,356.0,0.0,11.0,49.0,0.0,0.0,0,0.0,,,,,,,,,,,
Tim Boyle,QB,DET,526.0,3.0,13.0,0.0,0.0,0.0,0.0,0.0,0,0.0,,,,,,,,,,,
Tom Brady,QB,TB,5316.0,43.0,81.0,2.0,0.0,0.0,0.0,0.0,0,0.0,,,,,,,,,,,
Tom Kennedy,WR,DET,75.0,1.0,0.0,0.0,6.0,54.0,0.0,0.0,0,0.0,,,,,,,,,,,
Tommy Sweeney,TE,BUF,0.0,0.0,0.0,0.0,9.0,44.0,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
Tommy Tremble,TE,CAR,0.0,0.0,11.0,1.0,20.0,180.0,1.0,0.0,0,1.0,,,,,,,,,,,
Tony Jones Jr.,RB,NO,0.0,0.0,142.0,0.0,5.0,29.0,0.0,0.0,0,0.0,,,,,,,,,,,
Tony Pollard,RB,DAL,0.0,0.0,719.0,2.0,39.0,337.0,0.0,1.0,0,0.0,,,,,,,,,,,
Travis Benjamin,WR,SF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,,,,,,,,,,,
Travis Homer,RB,SEA,0.0,0.0,177.0,1.0,16.0,161.0,0.0,1.0,0,0.0,,,,,,,,,,,
Trayveon Williams,RB,CIN,0.0,0.0,51.0,0.0,1.0,4.0,0.0,0.0,0,0.0,,,,,,,,,,,
Tre' McKitty,TE,LAC,0.0,0.0,0.0,0.0,6.0,45.0,0.0,0.0,0,0.0,,,,,,,,,,,
Tre'Quan Smith,WR,NO,0.0,0.0,0.0,0.0,32.0,377.0,3.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
Trent Sherfield,WR,SF,0.0,0.0,0.0,0.0,9.0,87.0,1.0,0.0,0,0.0,,,,,,,,,,,
Trevor Lawrence,QB,JAX,3641.0,12.0,334.0,2.0,0.0,0.0,0.0,0.0,0,0.0,,,,,,,,,,,
Trevor Siemian,QB,NO,1154.0,11.0,20.0,1.0,0.0,0.0,0.0,0.0,0,0.0,,,,,,,,,,,
Trey Lance,QB,SF,603.0,5.0,168.0,1.0,0.0,0.0,0.0,0.0,0,1.0,,,,,,,,,,,
Trey Sermon,RB,SF,0.0,0.0,167.0,1.0,3.0,26.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
Trinity Benson,WR,DET,0.0,0.0,0.0,0.0,10.0,103.0,0.0,0.0,0,0.0,,,,,,,,,,,
Tristan Vizcaino,K,LAC,,,,0.0,,,0.0,0.0,0,0.0,0.0,3.0,2.0,1.0,0.0,10.0,,,,,
Tua Tagovailoa,QB,MIA,2653.0,16.0,128.0,3.0,0.0,0.0,0.0,0.0,0,0.0,,,,,,,,,,,
Ty Johnson,RB,NYJ,0.0,0.0,238.0,2.0,34.0,372.0,2.0,0.0,0,0.0,,,,,,,,,,,
Ty Montgomery II,WR,NO,0.0,0.0,44.0,0.0,16.0,95.0,0.0,0.0,0,0.0,,,,,,,,,,,
Ty'Son Williams,RB,BAL,0.0,0.0,185.0,1.0,9.0,84.0,0.0,0.0,0,0.0,,,,,,,,,,,
Tyler Bass,K,BUF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,15.0,7.0,4.0,2.0,51.0,,,,,
Tyler Boyd,WR,CIN,46.0,0.0,22.0,0.0,67.0,828.0,5.0,0.0,0,0.0,,,,,,,,,,,
Tyler Conklin,TE,MIN,0.0,0.0,0.0,0.0,61.0,593.0,3.0,0.0,0,0.0,,,,,,,,,,,
Tyler Higbee,TE,LAR,0.0,0.0,0.0,0.0,61.0,560.0,5.0,0.0,0,0.0,,,,,,,,,,,
Tyler Huntley,QB,BAL,1081.0,3.0,294.0,2.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
Tyler Johnson,WR,TB,0.0,0.0,0.0,0.0,36.0,360.0,0.0,0.0,0,0.0,,,,,,,,,,,
Tyler Kroft,TE,NYJ,0.0,0.0,0.0,0.0,16.0,173.0,1.0,0.0,0,0.0,,,,,,,,,,,
Tyler Lockett,WR,SEA,0.0,0.0,9.0,0.0,73.0,1175.0,8.0,0.0,0,1.0,,,,,,,,,,,
Tyreek Hill,WR,KC,0.0,0.0,96.0,0.0,111.0,1239.0,9.0,0.0,0,0.0,,,,,,,,,,,
Tyrod Taylor,QB,HOU,966.0,5.0,151.0,3.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
Van Jefferson,WR,LAR,0.0,0.0,20.0,0.0,50.0,802.0,6.0,0.0,0,0.0,,,,,,,,,,,
Washington,DEF,WSH,,,,,,,,,,,,,,,,,0,0,0,0,434.0
Wayne Gallman,RB,MIN,0.0,0.0,104.0,0.0,1.0,21.0,0.0,0.0,0,0.0,,,,,,,,,,,
Will Dissly,TE,SEA,0.0,0.0,0.0,0.0,21.0,231.0,1.0,0.0,0,0.0,,,,,,,,,,,
Younghoe Koo,K,ATL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,8.0,9.0,6.0,4.0,30.0,,,,,
Zach Gentry,TE,PIT,0.0,0.0,0.0,0.0,19.0,167.0,0.0,0.0,0,0.0,,,,,,,,,,,
Zach Pascal,WR,IND,0.0,0.0,21.0,0.0,38.0,384.0,3.0,0.0,0,0.0,,,,,,,,,,,
Zach Wilson,QB,NYJ,2334.0,9.0,185.0,4.0,0.0,0.0,0.0,0.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
Zack Moss,RB,BUF,0.0,0.0,345.0,4.0,23.0,197.0,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
Zane Gonzalez,K,CAR,,,,0.0,,,0.0,0.0,0,0.0,0.0,6.0,1.0,10.0,3.0,22.0,,,,,
Zay Jones,WR,LV,0.0,0.0,3.0,0.0,47.0,546.0,1.0,0.0,0,0.0,,,,,,,,,,,
