name,position,team,games_played,pass_yds,pass_td,pass_att,pass_cmp,pass_int,rush_yds,rush_td,carries,rec,rec_yds,rec_td,targets,return_td,off_fumble_return_td,two_pt,fg_0_19,fg_20_29,fg_30_39,fg_40_49,fg_50_plus,fg_60_plus,pat_made,def_td,def_safety,def_return_td,def_xp_returned,def_points_allowed
Diontae Johnson,WR,PIT,16,0,0,0,0,0,41,0,4,59,680,5,92,1,0,0,0,0,0,0,0,0,0,,,,,
Diontae Spencer,WR,DEN,16,0,0,0,0,0,6,0,3,6,31,0,8,0,0,0,0,0,0,0,0,0,0,,,,,
Donte Moncrief,WR,PIT,4,0,0,0,0,0,0,0,0,4,18,0,15,0,0,0,0,0,0,0,0,0,0,,,,,
Dontrell Hilliard,RB,CLE,14,0,0,0,0,0,49,2,13,12,92,0,15,0,0,0,0,0,0,0,0,0,0,,,,,
Dontrelle Inman,WR,IND,7,0,0,0,0,0,0,0,0,12,181,0,21,0,0,0,0,0,0,0,0,0,0,,,,,
Drew Brees,QB,NO,11,2979,27,378,281,4,-4,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
Drew Lock,QB,DEN,5,1020,7,156,100,3,72,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
Drew Sample,TE,CIN,5,0,0,0,0,0,0,0,0,5,30,0,6,0,0,0,0,0,0,0,0,0,0,,,,,
Duke Johnson,RB,HOU,16,0,0,0,0,0,410,2,83,44,410,3,62,0,0,0,0,0,0,0,0,0,0,,,,,
Duke Williams,WR,BUF,4,0,0,0,0,0,0,0,0,12,166,1,19,0,0,0,0,0,0,0,0,0,0,,,,,
Durham Smythe,TE,MIA,12,0,0,0,0,0,0,0,0,7,65,0,14,0,0,0,0,0,0,0,0,0,0,,,,,
Dustin Hopkins,K,WAS,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,8,8,2,0,21,,,,,
Dwayne Harris,WR,LV,3,0,0,0,0,0,0,0,0,1,7,0,1,0,0,0,0,0,0,0,0,0,0,,,,,
Dwayne Haskins,QB,WAS,9,1365,7,203,119,7,101,0,20,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,,,,
Dwayne Washington,RB,NO,6,0,0,0,0,0,60,0,8,1,6,0,1,0,0,0,0,0,0,0,0,0,0,,,,,
Eddy Pineiro,K,CHI,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,9,3,2,0,27,,,,,
Eli Manning,QB,NYG,4,1042,6,147,91,5,7,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
Emmanuel Sanders,WR,SF,17,35,1,1,1,0,0,0,0,66,869,5,97,0,0,1,0,0,0,0,0,0,0,,,,,
Eric Ebron,TE,IND,11,0,0,0,0,0,0,0,0,31,375,3,52,0,0,0,0,0,0,0,0,0,0,,,,,
Eric Saubert,TE,CHI,2,0,0,0,0,0,0,0,0,2,21,0,3,0,0,0,0,0,0,0,0,0,0,,,,,
Eric Tomlinson,TE,NE,2,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,,,,,
Evan Baylis,TE,GB,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
Evan Engram,TE,NYG,8,0,0,0,0,0,7,0,3,44,467,3,68,0,0,0,0,0,0,0,0,0,0,,,,,
Ezekiel Elliott,RB,DAL,16,0,0,0,0,0,1357,12,301,54,420,2,71,0,0,0,0,0,0,0,0,0,0,,,,,
Foster Moreau,TE,LV,11,0,0,0,0,0,0,0,0,21,174,5,25,0,0,0,0,0,0,0,0,0,0,,,,,
Frank Gore,RB,BUF,15,0,0,0,0,0,599,2,166,13,100,0,16,0,0,0,0,0,0,0,0,0,0,,,,,
Fred Brown,WR,DEN,6,0,0,0,0,0,0,0,0,2,21,0,3,0,0,0,0,0,0,0,0,0,0,,,,,
Gardner Minshew,QB,JAX,14,3271,21,470,285,6,344,0,67,0,0,0,0,0,0,3,0,0,0,0,0,0,0,,,,,
Garrett Celek,TE,SF,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
Garrett Gilbert,QB,CLE,5,0,0,3,0,0,-3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
Gehrig Dieter,WR,KC,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
Geoff Swaim,TE,JAX,6,0,0,0,0,0,0,0,0,13,65,0,17,0,0,0,0,0,0,0,0,0,0,,,,,
George Kittle,TE,SF,14,0,0,0,0,0,22,0,5,85,1053,5,107,0,0,0,0,0,0,0,0,0,0,,,,,
Gerald Everett,TE,LA,12,0,0,0,0,0,0,0,1,37,408,2,60,0,0,0,0,0,0,0,0,0,0,,,,,
Geremy Davis,WR,LAC,6,0,0,0,0,0,0,0,0,3,38,0,3,0,0,0,0,0,0,0,0,0,0,,,,,
Geronimo Allison,WR,GB,15,0,0,0,0,0,7,0,1,34,287,2,55,0,0,1,0,0,0,0,0,0,0,,,,,
Giovani Bernard,RB,CIN,16,0,0,0,0,0,170,0,53,30,234,0,43,0,0,0,0,0,0,0,0,0,0,,,,,
Golden Tate,WR,NYG,11,0,0,0,0,0,16,0,1,49,676,6,85,0,0,0,0,0,0,0,0,0,0,,,,,
Green Bay Packers,DEF,GB,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,313.0
Greg Dortch,WR,CAR,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
Greg Joseph,K,TEN,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,,,,,
Greg Olsen,TE,CAR,14,0,0,0,0,0,0,0,0,52,597,2,82,0,0,0,0,0,0,0,0,0,0,,,,,
Greg Ward,WR,PHI,6,0,0,0,0,0,5,0,1,28,254,1,40,0,0,0,0,0,0,0,0,0,0,,,,,
Greg Zuerlein,K,LA,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,5,5,0,42,,,,,
Gunner Olszewski,WR,NE,8,0,0,0,0,0,0,0,0,2,34,0,4,0,0,0,0,0,0,0,0,0,0,,,,,
Gus Edwards,RB,BAL,16,0,0,0,0,0,711,2,133,7,45,0,7,0,0,0,0,0,0,0,0,0,0,,,,,
Hale Hentges,TE,WAS,5,0,0,0,0,0,0,0,0,8,103,1,14,0,0,0,0,0,0,0,0,0,0,,,,,
Harrison Butker,K,KC,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,13,3,0,45,,,,,
Hayden Hurst,TE,BAL,16,0,0,0,0,0,0,0,0,30,349,2,39,0,0,0,0,0,0,0,0,0,0,,,,,
Houston Texans,DEF,HOU,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,385.0
Hunter Henry,TE,LAC,12,0,0,0,0,0,0,0,0,55,652,5,76,0,0,1,0,0,0,0,0,0,0,,,,,
Hunter Renfrow,WR,LV,13,0,0,0,0,0,0,0,0,49,605,4,71,0,0,0,0,0,0,0,0,0,0,,,,,
Ian Thomas,TE,CAR,10,0,0,0,0,0,0,0,0,16,136,1,30,0,0,0,0,0,0,0,0,0,0,,,,,
Indianapolis Colts,DEF,IND,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,373.0
Irv Smith,TE,MIN,14,0,0,0,0,0,0,0,0,36,311,2,47,0,0,0,0,0,0,0,0,0,0,,,,,
Isaac Nauta,TE,DET,2,0,0,0,0,0,0,0,0,2,13,0,3,0,0,0,0,0,0,0,0,0,0,,,,,
Isaiah Ford,WR,MIA,8,0,0,0,0,0,11,0,1,23,244,0,35,0,0,0,0,0,0,0,0,0,0,,,,,
Isaiah McKenzie,WR,BUF,12,0,0,0,0,0,49,0,8,27,254,1,39,0,0,0,0,0,0,0,0,0,0,,,,,
Ishmael Hyman,WR,TB,2,0,0,0,0,0,0,0,0,2,34,0,4,0,0,0,0,0,0,0,0,0,0,,,,,
Ito Smith,RB,ATL,7,0,0,0,0,0,106,1,22,11,87,0,14,0,0,0,0,0,0,0,0,0,0,,,,,
J.D. McKissic,RB,DET,15,0,0,0,0,0,205,0,38,34,233,1,42,0,0,0,0,0,0,0,0,0,0,,,,,
J.J. Arcega-Whiteside,WR,PHI,9,0,0,0,0,0,0,0,0,10,169,1,22,0,0,0,0,0,0,0,0,0,0,,,,,
J.J. Nelson,WR,LV,1,0,0,0,0,0,0,0,0,4,36,1,5,0,0,0,0,0,0,0,0,0,0,,,,,
J.P. Holtz,TE,CHI,8,0,0,0,0,0,0,0,0,7,91,0,8,0,0,0,0,0,0,0,0,0,0,,,,,
Jace Sternberger,TE,GB,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,,,,
Jack Doyle,TE,IND,16,0,0,0,0,0,0,0,0,43,448,4,72,0,0,0,0,0,0,0,0,0,0,,,,,
Jacksonville Jaguars,DEF,JAX,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,397.0
Jacob Hollister,TE,SEA,10,0,0,0,0,0,0,0,0,41,349,3,59,0,0,0,0,0,0,0,0,0,0,,,,,
Jacoby Brissett,QB,IND,15,2942,18,447,272,6,228,4,56,1,2,0,1,0,0,1,0,0,0,0,0,0,0,,,,,
Jaeden Graham,TE,ATL,10,0,0,0,0,0,0,0,0,9,149,1,10,0,0,0,0,0,0,0,0,0,0,,,,,
Jake Elliott,K,PHI,16,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,7,8,5,2,0,35,,,,,
Jake Kumerow,WR,GB,11,0,0,0,0,0,0,0,0,12,219,1,21,0,0,0,0,0,0,0,0,0,0,,,,,
Jakeem Grant,WR,MIA,9,0,0,0,0,0,5,1,4,19,164,0,33,1,0,0,0,0,0,0,0,0,0,,,,,
Jakob Johnson,RB,NE,1,0,0,0,0,0,0,0,0,1,5,0,2,0,0,0,0,0,0,0,0,0,0,,,,,
Jakobi Meyers,WR,NE,11,0,0,0,0,0,0,0,0,26,359,0,41,0,0,0,0,0,0,0,0,0,0,,,,,
Jaleel Scott,WR,BAL,1,0,0,0,0,0,0,0,0,1,6,0,3,0,0,0,0,0,0,0,0,0,0,,,,,
Jalen Guyton,WR,LAC,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,,,,,
Jalen Richard,RB,LV,16,0,0,0,0,0,145,0,39,36,323,0,43,0,0,0,0,0,0,0,0,0,0,,,,,
Jamaal Williams,RB,GB,14,0,0,0,0,0,460,1,107,39,253,5,45,0,0,0,0,0,0,0,0,0,0,,,,,
Jamal Agnew,WR,DET,13,0,0,0,0,0,9,0,1,1,-2,0,2,2,0,0,0,0,0,0,0,0,0,,,,,
Jameis Winston,QB,TB,16,5109,33,626,380,30,250,1,59,0,0,0,0,0,0,4,0,0,0,0,0,0,0,,,,,
James Conner,RB,PIT,10,0,0,0,0,0,464,4,116,34,251,3,38,0,0,0,0,0,0,0,0,0,0,,,,,
James O'Shaughnessy,TE,JAX,5,0,0,0,0,0,0,0,0,14,153,2,20,0,0,0,0,0,0,0,0,0,0,,,,,
James Washington,WR,PIT,15,0,0,0,0,0,0,0,0,44,735,3,80,0,0,0,0,0,0,0,0,0,0,,,,,
James White,RB,NE,15,35,0,1,1,0,263,1,67,72,645,5,95,0,0,1,0,0,0,0,0,0,0,,,,,
Jamison Crowder,WR,NYJ,16,0,0,0,0,0,4,0,1,78,833,6,122,0,0,0,0,0,0,0,0,0,0,,,,,
Jamize Olawale,RB,DAL,6,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,,,,,
Jared Cook,TE,NO,14,0,0,0,0,0,0,0,0,43,705,9,65,0,0,0,0,0,0,0,0,0,0,,,,,
Jared Goff,QB,LA,16,4638,22,626,394,16,40,2,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
Jarius Wright,WR,CAR,16,0,0,0,0,0,-7,0,1,28,296,0,58,0,0,0,0,0,0,0,0,0,0,,,,,
Jaron Brown,WR,SEA,10,0,0,0,0,0,0,0,0,16,220,2,28,0,0,0,0,0,0,0,0,0,0,,,,,
Jarrett Stidham,QB,NE,3,14,0,4,2,1,-2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
Jarvis Landry,WR,CLE,16,0,0,0,0,0,10,0,1,83,1174,6,138,0,0,0,0,0,0,0,0,0,0,,,,,
Jason Moore,WR,LAC,6,0,0,0,0,0,0,0,0,2,43,0,5,0,0,0,0,0,0,0,0,0,0,,,,,
Jason Myers,K,SEA,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,11,4,2,0,40,,,,,
Jason Sanders,K,MIA,16,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,7,8,5,3,0,29,,,,,
Jason Vander Laan,TE,NO,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
Jason Witten,TE,DAL,16,0,0,0,0,0,0,0,0,63,529,4,83,0,0,1,0,0,0,0,0,0,0,,,,,
Javon Wims,WR,CHI,11,0,0,0,0,0,0,0,0,18,186,1,39,0,0,0,0,0,0,0,0,0,0,,,,,
Javorius Allen,RB,NYG,4,0,0,0,0,0,36,1,10,1,9,0,2,0,0,0,0,0,0,0,0,0,0,,,,,
Jay Ajayi,RB,PHI,3,0,0,0,0,0,30,0,10,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,,,,
Jaydon Mickens,WR,TB,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
Jaylen Samuels,RB,PIT,13,35,0,5,4,1,175,1,66,47,305,1,57,0,0,0,0,0,0,0,0,0,0,,,,,
Jeff Driskel,QB,DET,3,685,4,105,62,4,151,1,22,1,6,0,1,0,0,0,0,0,0,0,0,0,0,,,,,
Jeff Heuerman,TE,DEN,8,0,0,0,0,0,0,0,0,14,114,1,20,0,0,0,0,0,0,0,0,0,0,,,,,
Jeff Smith,WR,NYJ,1,0,0,0,0,0,0,0,0,1,12,0,2,0,0,0,0,0,0,0,0,0,0,,,,,
Jeff Wilson,RB,SF,8,0,0,0,0,0,105,4,27,3,34,1,5,0,0,0,0,0,0,0,0,0,0,,,,,
Jeremy Sprinkle,TE,WAS,16,0,0,0,0,0,0,0,0,26,241,1,40,0,0,0,0,0,0,0,0,0,0,,,,,
Jesper Horsted,TE,CHI,5,0,0,0,0,0,0,0,0,8,87,1,10,0,0,0,0,0,0,0,0,0,0,,,,,
Jesse James,TE,DET,13,0,0,0,0,0,0,0,0,16,142,0,27,0,0,0,0,0,0,0,0,0,0,,,,,
Jimmy Garoppolo,QB,SF,16,3978,27,476,329,13,62,1,46,0,0,0,0,0,0,2,0,0,0,0,0,0,0,,,,,
Jimmy Graham,TE,GB,16,0,0,0,0,0,0,0,0,38,447,3,60,0,0,0,0,0,0,0,0,0,0,,,,,
JoJo Natson,WR,LA,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
Joe Flacco,QB,DEN,8,1822,6,262,171,5,20,0,12,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,,,,
Joe Mixon,RB,CIN,16,0,0,0,0,0,1137,5,278,35,287,3,45,0,0,0,0,0,0,0,0,0,0,,,,,
Joey Slye,K,CAR,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,8,8,0,31,,,,,
John Brown,WR,BUF,15,28,1,1,1,0,7,0,2,72,1060,6,115,0,0,0,0,0,0,0,0,0,0,,,,,
John Franklin,WR,TB,1,0,0,0,0,0,11,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
John Kelly,RB,LA,1,0,0,0,0,0,9,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
John Ross,WR,CIN,8,0,0,0,0,0,4,0,3,28,506,3,56,0,0,0,0,0,0,0,0,0,0,,,,,
John Ursua,WR,SEA,1,0,0,0,0,0,0,0,0,1,11,0,1,0,0,0,0,0,0,0,0,0,0,,,,,
Johnny Holton,WR,PIT,12,0,0,0,0,0,9,0,1,3,21,0,15,0,0,0,0,0,0,0,0,0,0,,,,,
Johnny Mundt,TE,LA,6,0,0,0,0,0,0,0,0,4,26,0,7,0,0,0,0,0,0,0,0,0,0,,,,,
Jon Hilliman,RB,NYG,3,0,0,0,0,0,91,0,30,3,1,0,4,0,0,0,0,0,0,0,0,0,0,,,,,
Jonathan Williams,RB,IND,5,0,0,0,0,0,235,1,49,5,59,0,5,0,0,0,0,0,0,0,0,0,0,,,,,
Jonnu Smith,TE,TEN,15,0,0,0,0,0,78,0,4,35,439,3,44,0,0,0,0,0,0,0,0,0,0,,,,,
Jordan Akins,TE,HOU,16,0,0,0,0,0,0,0,0,36,418,2,55,0,0,0,0,0,0,0,0,0,0,,,,,
Jordan Howard,RB,PHI,9,0,0,0,0,0,525,6,119,10,69,1,14,0,0,0,0,0,0,0,0,0,0,,,,,
Jordan Matthews,TE,PHI,2,0,0,0,0,0,0,0,0,4,33,0,12,0,0,0,0,0,0,0,0,0,0,,,,,
Jordan Scarlett,RB,CAR,3,0,0,0,0,0,9,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
Jordan Wilkins,RB,IND,13,0,0,0,0,0,307,2,51,7,43,0,11,0,0,0,0,0,0,0,0,0,0,,,,,
Josh Adams,RB,NYJ,2,0,0,0,0,0,12,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
Josh Allen,QB,BUF,16,3089,20,461,271,9,510,9,109,0,0,0,0,0,0,3,0,0,0,0,0,0,0,,,,,
Josh Bellamy,WR,NYJ,5,0,0,0,0,0,0,0,0,2,20,0,3,0,0,0,0,0,0,0,0,0,0,,,,,
Josh Ferguson,RB,WAS,1,0,0,0,0,0,9,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
Josh Gordon,WR,SEA,11,0,0,1,0,1,1,0,1,27,426,1,47,0,0,0,0,0,0,0,0,0,0,,,,,
Josh Hill,TE,NO,14,0,0,0,0,0,0,0,0,25,226,3,35,0,0,0,0,0,0,0,0,0,0,,,,,
Josh Jacobs,RB,LV,13,0,0,0,0,0,1150,7,242,20,166,0,27,0,0,0,0,0,0,0,0,0,0,,,,,
Josh Lambo,K,JAX,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,9,8,4,0,19,,,,,
Josh McCown,QB,PHI,2,24,0,5,3,0,-2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
Josh Oliver,TE,JAX,3,0,0,0,0,0,0,0,0,3,15,0,6,0,0,0,0,0,0,0,0,0,0,,,,,
Josh Perkins,TE,PHI,3,0,0,0,0,0,0,0,0,9,87,1,13,0,0,0,0,0,0,0,0,0,0,,,,,
Josh Reynolds,WR,LA,16,0,0,0,0,0,23,0,5,21,326,1,43,0,0,0,0,0,0,0,0,0,0,,,,,
Josh Rosen,QB,MIA,5,567,1,109,58,5,13,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
JuJu Smith-Schuster,WR,PIT,12,0,0,0,0,0,0,0,0,42,552,3,70,0,0,0,0,0,0,0,0,0,0,,,,,
Julian Edelman,WR,NE,16,47,1,2,2,0,27,0,8,100,1117,6,153,0,0,1,0,0,0,0,0,0,0,,,,,
Julio Jones,WR,ATL,15,0,0,0,0,0,-3,0,2,99,1394,6,157,0,0,0,0,0,0,0,0,0,0,,,,,
Justice Hill,RB,BAL,16,0,0,0,0,0,225,2,58,8,70,0,15,0,0,0,0,0,0,0,0,0,0,,,,,
Justin Hardy,WR,ATL,12,0,0,0,0,0,0,0,0,19,195,0,26,0,0,0,0,0,0,0,0,0,0,,,,,
Justin Jackson,RB,LAC,7,0,0,0,0,0,200,0,29,9,22,0,11,0,0,0,0,0,0,0,0,0,0,,,,,
Justin Tucker,K,BAL,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,9,10,1,0,57,,,,,
Justin Watson,WR,TB,9,0,0,0,0,0,0,0,0,15,159,2,26,0,0,0,0,0,0,0,0,0,0,,,,,
Juwann Winfree,WR,DEN,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
Ka'imi Fairbairn,K,HOU,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8,4,3,0,40,,,,,
Kaare Vedvik,K,NYJ,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
Kaden Smith,TE,NYG,7,0,0,0,0,0,0,0,0,31,268,3,42,0,0,0,0,0,0,0,0,0,0,,,,,
Kai Forbath,K,DAL,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,7,1,0,11,,,,,
Kalen Ballage,RB,MIA,12,0,0,0,0,0,135,3,74,14,63,0,24,0,0,0,0,0,0,0,0,0,0,,,,,
Kalif Raymond,WR,TEN,8,0,0,0,0,0,-5,0,1,9,170,1,12,0,0,0,0,0,0,0,0,0,0,,,,,
Kansas City Chiefs,DEF,KC,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,308.0
Kareem Hunt,RB,CLE,8,0,0,0,0,0,179,2,43,37,285,1,44,0,0,0,0,0,0,0,0,0,0,,,,,
KeeSean Johnson,WR,ARI,10,0,0,0,0,0,3,0,1,21,187,1,42,0,0,1,0,0,0,0,0,0,0,,,,,
Keelan Cole,WR,JAX,12,0,0,0,0,0,6,0,1,24,361,3,35,0,0,0,0,0,0,0,0,0,0,,,,,
Keelan Doss,WR,LV,6,0,0,0,0,0,0,0,0,11,133,0,14,0,0,0,0,0,0,0,0,0,0,,,,,
Keenan Allen,WR,LAC,16,0,0,0,0,0,16,0,3,104,1199,6,149,0,0,0,0,0,0,0,0,0,0,,,,,
Keke Coutee,WR,HOU,8,0,0,0,0,0,14,1,2,22,254,0,36,0,0,0,0,0,0,0,0,0,0,,,,,
Kelvin Harmon,WR,WAS,15,11,0,1,1,0,0,0,0,30,365,0,44,0,0,0,0,0,0,0,0,0,0,,,,,
Kendrick Bourne,WR,SF,16,0,0,0,0,0,0,0,0,30,358,5,44,0,0,1,0,0,0,0,0,0,0,,,,,
Kenjon Barner,RB,ATL,14,3,0,1,1,0,28,0,4,6,22,0,8,1,0,0,0,0,0,0,0,0,0,,,,,
Kenny Golladay,WR,DET,16,0,0,0,0,0,0,0,0,65,1190,11,116,0,0,0,0,0,0,0,0,0,0,,,,,
Kenny Stills,WR,HOU,13,0,0,0,0,0,0,0,0,40,561,4,55,0,0,0,0,0,0,0,0,0,0,,,,,
Kenyan Drake,RB,ARI,14,0,0,0,0,0,817,8,170,50,345,0,68,0,0,1,0,0,0,0,0,0,0,,,,,
Kerrith Whyte,RB,PIT,6,0,0,0,0,0,122,0,24,1,9,0,1,0,0,0,0,0,0,0,0,0,0,,,,,
Kerryon Johnson,RB,DET,8,0,0,0,0,0,403,3,113,10,127,1,15,0,0,0,0,0,0,0,0,0,0,,,,,
KhaDarel Hodge,WR,CLE,12,0,0,0,0,0,0,0,0,4,76,0,10,0,0,0,0,0,0,0,0,0,0,,,,,
Kirk Cousins,QB,MIN,15,3603,26,444,307,6,63,1,31,0,0,0,1,0,0,1,0,0,0,0,0,0,0,,,,,
Krishawn Hogan,WR,NO,1,0,0,0,0,0,0,0,0,1,4,0,1,0,0,0,0,0,0,0,0,0,0,,,,,
Kyle Allen,QB,CAR,13,3322,17,489,303,16,106,2,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
Kyle Juszczyk,RB,SF,12,0,0,0,0,0,7,0,3,20,239,1,24,0,0,0,0,0,0,0,0,0,0,,,,,
Kyle Rudolph,TE,MIN,15,0,0,0,0,0,0,0,0,39,367,6,48,0,0,1,0,0,0,0,0,0,0,,,,,
Kyler Murray,QB,ARI,16,3722,20,542,349,12,544,4,93,0,0,0,0,0,0,3,0,0,0,0,0,0,0,,,,,
Lamar Jackson,QB,BAL,15,3127,36,401,265,6,1206,7,176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
Lance Kendricks,TE,LAC,4,0,0,0,0,0,0,0,0,3,50,0,7,0,0,0,0,0,0,0,0,0,0,,,,,
Laquon Treadwell,WR,MIN,10,0,0,0,0,0,0,0,0,9,184,1,16,0,0,0,0,0,0,0,0,0,0,,,,,
Larry Fitzgerald,WR,ARI,16,0,0,0,0,0,0,0,0,75,804,4,109,0,0,0,0,0,0,0,0,0,0,,,,,
Latavius Murray,RB,NO,16,0,0,0,0,0,637,5,146,34,235,1,43,0,0,0,0,0,0,0,0,0,0,,,,,
Le'Veon Bell,RB,NYJ,15,0,0,0,0,0,789,3,245,66,461,1,78,0,0,1,0,0,0,0,0,0,0,,,,,
LeSean McCoy,RB,KC,13,0,0,0,0,0,465,4,101,28,181,1,34,0,0,0,0,0,0,0,0,0,0,,,,,
Lee Smith,TE,BUF,8,0,0,0,0,0,0,0,0,4,31,1,5,0,0,0,0,0,0,0,0,0,0,,,,,
Leonard Fournette,RB,JAX,15,0,0,0,0,0,1152,3,265,76,522,0,100,0,0,0,0,0,0,0,0,0,0,,,,,
Levine Toilolo,TE,SF,3,0,0,0,0,0,0,0,0,2,10,0,2,0,0,0,0,0,0,0,0,0,0,,,,,
Lil'Jordan Humphrey,WR,NO,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,,,,
Logan Thomas,TE,DET,15,0,0,0,0,0,0,0,0,16,173,1,28,0,0,0,0,0,0,0,0,0,0,,,,,
Los Angeles Chargers,DEF,LAC,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,345.0
Los Angeles Rams,DEF,LA,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,364.0
Luke Falk,QB,NYJ,3,416,0,73,47,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
Luke Stocker,TE,ATL,12,0,0,0,0,0,0,0,0,8,53,0,14,0,0,0,0,0,0,0,0,0,0,,,,,
Luke Willson,TE,SEA,7,0,0,0,0,0,0,0,0,8,79,0,10,0,0,0,0,0,0,0,0,0,0,,,,,
Mack Hollins,WR,MIA,12,0,0,0,0,0,0,0,0,10,125,0,23,0,0,0,0,0,0,0,0,0,0,,,,,
Malcolm Brown,RB,LA,14,0,0,0,0,0,255,5,69,2,16,0,6,0,0,0,0,0,0,0,0,0,0,,,,,
Malik Turner,WR,SEA,11,0,0,0,0,0,0,0,0,15,245,1,22,0,0,0,0,0,0,0,0,0,0,,,,,
Marcedes Lewis,TE,GB,12,0,0,0,0,0,0,0,0,15,156,1,19,0,0,0,0,0,0,0,0,0,0,,,,,
Marcell Ateman,WR,LV,4,0,0,0,0,0,0,0,0,5,116,0,10,0,0,0,0,0,0,0,0,0,0,,,,,
Marcus Johnson,WR,IND,8,0,0,0,0,0,0,0,0,17,277,2,33,0,0,0,0,0,0,0,0,0,0,,,,,
Marcus Mariota,QB,TEN,7,1203,7,160,95,2,129,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
Mark Andrews,TE,BAL,15,0,0,0,0,0,0,0,0,64,852,10,98,0,0,0,0,0,0,0,0,0,0,,,,,
Mark Ingram,RB,BAL,15,0,0,0,0,0,1018,10,202,26,247,5,29,0,0,2,0,0,0,0,0,0,0,,,,,
Mark Walton,RB,MIA,7,0,0,0,0,0,201,0,53,15,89,0,21,0,0,0,0,0,0,0,0,0,0,,,,,
Marlon Mack,RB,IND,14,0,0,0,0,0,1091,8,247,14,82,0,17,0,0,1,0,0,0,0,0,0,0,,,,,
