name,position,team,games_played,pass_yds,pass_td,pass_att,pass_cmp,pass_int,rush_yds,rush_td,carries,rec,rec_yds,rec_td,targets,return_td,off_fumble_return_td,two_pt,fg_0_19,fg_20_29,fg_30_39,fg_40_49,fg_50_plus,fg_60_plus,pat_made,def_td,def_safety,def_return_td,def_xp_returned,def_points_allowed
A.J. Brown,WR,PHI,13,0,0,0,0,0,0,0,0,67,1079,7,97,0,0,0,0,0,0,0,0,0,0,,,,,
AJ Barner,TE,SEA,15,0,0,0,0,0,0,0,0,30,245,4,38,0,0,0,0,0,0,0,0,0,0,,,,,
Aaron Jones,RB,MIN,17,0,0,0,0,0,1138,5,255,51,408,2,62,0,0,0,0,0,0,0,0,0,0,,,,,
Aaron Rodgers,QB,NYJ,17,3897,28,584,368,11,107,0,22,0,0,0,0,0,0,2,0,0,0,0,0,0,0,,,,,
Aaron Shampklin,RB,PIT,3,0,0,0,0,0,17,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
Adam Thielen,WR,CAR,10,0,0,0,0,0,0,0,0,48,615,5,62,0,0,0,0,0,0,0,0,0,0,,,,,
Adam Trautman,TE,DEN,13,0,0,0,0,0,0,0,0,13,188,2,22,0,0,0,0,0,0,0,0,0,0,,,,,
Adonai Mitchell,WR,IND,17,24,0,1,1,0,6,0,4,23,312,0,55,0,0,0,0,0,0,0,0,0,0,,,,,
Aidan O'Connell,QB,LV,9,1612,8,243,154,4,30,1,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
Ainias Smith,WR,PHI,3,0,0,0,0,0,6,0,2,7,41,1,9,0,0,0,0,0,0,0,0,0,0,,,,,
Alec Pierce,WR,IND,16,0,0,0,0,0,0,0,0,37,824,7,69,0,0,0,0,0,0,0,0,0,0,,,,,
Alex Bachman,WR,LV,5,0,0,0,0,0,0,0,0,3,31,0,3,0,0,0,0,0,0,0,0,0,0,,,,,
Alex Erickson,WR,NE,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
Alexander Mattison,RB,LV,14,0,0,0,0,0,420,4,132,36,294,1,48,0,0,1,0,0,0,0,0,0,0,,,,,
Allen Lazard,WR,NYJ,12,0,0,1,0,0,0,0,0,37,530,6,61,0,0,0,0,0,0,0,0,0,0,,,,,
Allen Robinson,WR,DET,6,0,0,0,0,0,0,0,0,3,30,0,7,0,0,0,0,0,0,0,0,0,0,,,,,
Alvin Kamara,RB,NO,14,0,0,0,0,0,950,6,228,68,543,2,89,0,0,0,0,0,0,0,0,0,0,,,,,
Amari Cooper,WR,BUF,13,0,0,0,0,0,0,0,0,44,547,4,85,0,0,0,0,0,0,0,0,0,0,,,,,
Ameer Abdullah,RB,LV,15,0,0,0,0,0,311,2,66,40,261,3,47,0,0,0,0,0,0,0,0,0,0,,,,,
Amon-Ra St. Brown,WR,DET,17,7,1,1,1,0,6,0,2,115,1263,12,141,0,0,0,0,0,0,0,0,0,0,,,,,
Anders Carlson,K,NYJ,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,5,3,0,12,,,,,
Andrei Iosivas,WR,CIN,17,0,0,0,0,0,0,0,0,36,479,6,61,0,0,0,0,0,0,0,0,0,0,,,,,
Andrew Ogletree,TE,IND,12,0,0,0,0,0,0,0,0,9,109,1,14,0,0,0,0,0,0,0,0,0,0,,,,,
Andy Dalton,QB,CAR,6,989,7,160,106,6,34,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
Anthony Firkser,TE,KC,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
Anthony Gould,WR,IND,8,0,0,0,0,0,0,0,0,1,23,0,1,0,0,0,0,0,0,0,0,0,0,,,,,
Anthony Miller,WR,BAL,1,0,0,0,0,0,0,0,0,1,16,0,1,0,0,0,0,0,0,0,0,0,0,,,,,
Anthony Richardson,QB,IND,11,1814,8,264,126,12,499,6,86,1,-1,0,1,0,0,1,0,0,0,0,0,0,0,,,,,
Antonio Gibson,RB,NE,17,0,0,0,0,0,538,1,120,23,206,0,29,0,0,0,0,0,0,0,0,0,0,,,,,
Arizona Cardinals,DEF,ARI,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,379.0
Ashton Dulin,WR,IND,13,0,0,0,0,0,45,0,5,2,67,1,8,0,0,0,0,0,0,0,0,0,0,,,,,
Atlanta Falcons,DEF,ATL,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,423.0
Audric Estimé,RB,DEN,13,0,0,0,0,0,310,2,76,5,27,0,5,0,0,0,0,0,0,0,0,0,0,,,,,
Austin Ekeler,RB,WAS,12,0,0,0,0,0,367,4,77,35,366,0,41,0,0,0,0,0,0,0,0,0,0,,,,,
Austin Hooper,TE,NE,17,0,0,0,0,0,0,0,0,45,476,3,59,0,0,0,0,0,0,0,0,0,0,,,,,
Austin Seibert,K,WAS,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,7,8,2,0,22,,,,,
Austin Trammell,WR,JAX,1,0,0,0,0,0,0,0,0,2,40,0,3,0,0,0,0,0,0,0,0,0,0,,,,,
Avery Williams,RB,ATL,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
Bailey Zappe,QB,CLE,1,170,1,31,16,2,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
Baker Mayfield,QB,TB,17,4500,41,570,407,16,378,3,60,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,,,,
Baltimore Ravens,DEF,BAL,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,361.0
Baylor Cupp,TE,KC,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,,,,
Ben Sims,TE,GB,4,0,0,0,0,0,0,0,0,4,42,0,5,0,0,0,0,0,0,0,0,0,0,,,,,
Ben Sinnott,TE,WAS,7,0,0,0,0,0,0,0,0,5,28,1,5,0,0,0,0,0,0,0,0,0,0,,,,,
Ben Skowronek,WR,PIT,9,0,0,0,0,0,0,0,0,5,69,0,5,0,0,0,0,0,0,0,0,0,0,,,,,
Ben VanSumeren,RB,PHI,3,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,,,,,
Bijan Robinson,RB,ATL,17,0,0,0,0,0,1456,14,304,61,431,1,72,0,0,1,0,0,0,0,0,0,0,,,,,
Blake Corum,RB,LA,15,0,0,0,0,0,207,0,58,7,58,0,8,0,0,0,0,0,0,0,0,0,0,,,,,
Blake Grupe,K,NO,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,10,7,6,0,31,,,,,
Blake Watson,RB,DEN,1,0,0,0,0,0,10,0,4,1,13,0,2,0,0,0,0,0,0,0,0,0,0,,,,,
Blake Whiteheart,TE,CLE,7,0,0,0,0,0,0,0,0,6,51,1,9,0,0,0,0,0,0,0,0,0,0,,,,,
Bo Nix,QB,DEN,17,3775,29,567,376,12,430,4,92,1,2,1,1,0,0,0,0,0,0,0,0,0,0,,,,,
Brady Russell,RB,SEA,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
Braelon Allen,RB,NYJ,17,0,0,0,0,0,334,2,92,19,148,1,27,0,0,0,0,0,0,0,0,0,0,,,,,
Brandin Cooks,WR,DAL,10,0,0,0,0,0,-3,0,3,26,259,3,54,0,0,0,0,0,0,0,0,0,0,,,,,
Brandon Aiyuk,WR,SF,7,0,0,0,0,0,0,0,0,25,374,0,47,0,0,0,0,0,0,0,0,0,0,,,,,
Brandon Allen,QB,SF,3,199,1,30,17,2,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
Brandon Aubrey,K,DAL,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,14,12,2,30,,,,,
Brandon Johnson,WR,PIT,1,0,0,0,0,0,0,0,0,1,9,0,1,0,0,0,0,0,0,0,0,0,0,,,,,
Brandon McManus,K,GB,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,9,3,3,0,30,,,,,
Brandon Powell,WR,MIN,16,0,0,0,0,0,0,0,0,7,71,0,10,0,0,0,0,0,0,0,0,0,0,,,,,
Braxton Berrios,WR,MIA,6,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,,,,,
Brayden Narveson,K,TEN,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,5,0,0,18,,,,,
Brayden Willis,TE,SF,5,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,,,,,
Breece Hall,RB,NYJ,16,0,0,0,0,0,876,5,209,57,483,3,76,0,0,2,0,0,0,0,0,0,0,,,,,
Brenden Bates,TE,CLE,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,,,,
Brenton Strange,TE,JAX,14,0,0,0,0,0,0,0,0,40,411,2,53,0,0,0,0,0,0,0,0,0,0,,,,,
Brevin Jordan,TE,HOU,2,0,0,0,0,0,0,0,0,2,7,0,3,0,0,0,0,0,0,0,0,0,0,,,,,
Brevyn Spann-Ford,TE,DAL,11,0,0,0,0,0,0,0,0,9,88,0,14,0,0,0,0,0,0,0,0,0,0,,,,,
Brian Robinson,RB,WAS,14,0,0,0,0,0,799,8,187,20,159,0,25,0,0,0,0,0,0,0,0,0,0,,,,,
Brian Thomas Jr.,WR,JAX,17,0,0,0,0,0,48,0,6,87,1282,10,133,0,0,2,0,0,0,0,0,0,0,,,,,
Britain Covey,WR,PHI,5,0,0,0,0,0,0,0,0,7,34,0,8,0,0,0,0,0,0,0,0,0,0,,,,,
British Brooks,RB,HOU,2,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
Brock Bowers,TE,LV,17,0,0,0,0,0,13,0,5,112,1194,5,153,0,0,0,0,0,0,0,0,0,0,,,,,
Brock Purdy,QB,SF,15,3864,20,455,300,12,323,5,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
Brock Wright,TE,DET,11,0,0,0,0,0,0,0,0,13,100,2,16,0,0,0,0,0,0,0,0,0,0,,,,,
Bryce Ford-Wheaton,WR,NYG,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,,,,
Bryce Oliver,WR,TEN,8,0,0,0,0,0,0,0,0,6,95,0,9,0,0,0,0,0,0,0,0,0,0,,,,,
Bryce Young,QB,CAR,14,2403,15,384,234,9,249,6,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
Brycen Tremayne,WR,WAS,2,0,0,0,0,0,0,0,0,1,-2,0,1,0,0,0,0,0,0,0,0,0,0,,,,,
Bub Means,WR,NO,4,0,0,0,0,0,0,0,0,9,118,1,15,0,0,0,0,0,0,0,0,0,0,,,,,
Bucky Irving,RB,TB,17,0,0,0,0,0,1122,8,207,47,392,0,52,0,0,0,0,0,0,0,0,0,0,,,,,
Buffalo Bills,DEF,BUF,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,368.0
C.J. Stroud,QB,HOU,17,3727,20,532,336,12,233,0,52,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,,,,
C.J. Uzomah,TE,PHI,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
Cade Otton,TE,TB,14,0,0,0,0,0,-4,0,1,59,600,4,87,0,0,0,0,0,0,0,0,0,0,,,,,
Cade Stover,TE,HOU,14,0,0,0,0,0,0,0,0,15,133,1,22,0,0,0,0,0,0,0,0,0,0,,,,,
Cade York,K,CIN,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,1,1,0,16,,,,,
Cairo Santos,K,CHI,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,5,8,0,25,,,,,
Caleb Williams,QB,CHI,17,3541,20,562,351,6,489,0,81,0,0,0,0,0,0,3,0,0,0,0,0,0,0,,,,,
Calvin Austin III,WR,PIT,17,0,0,0,0,0,0,0,0,36,548,4,58,1,0,0,0,0,0,0,0,0,0,,,,,
Calvin Ridley,WR,TEN,17,0,0,0,0,0,55,1,8,64,1017,4,120,0,0,0,0,0,0,0,0,0,0,,,,,
Cam Akers,RB,MIN,16,0,0,0,0,0,444,2,104,14,68,3,18,0,0,0,0,0,0,0,0,0,0,,,,,
Cam Grandy,TE,CIN,4,0,0,0,0,0,0,0,0,5,28,0,5,0,0,0,0,0,0,0,0,0,0,,,,,
Cam Little,K,JAX,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,6,8,5,0,27,,,,,
Cameron Dicker,K,LAC,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9,9,11,9,0,33,,,,,
Carolina Panthers,DEF,CAR,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,534.0
Carson Steele,RB,KC,13,0,0,0,0,0,183,0,56,7,26,0,11,0,0,0,0,0,0,0,0,0,0,,,,,
Carson Wentz,QB,KC,2,118,0,19,12,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
Casey Washington,WR,ATL,2,0,0,0,0,0,0,0,0,1,14,0,2,0,0,0,0,0,0,0,0,0,0,,,,,
Cedric Tillman,WR,CLE,9,0,0,0,0,0,-5,0,1,29,339,3,49,0,0,1,0,0,0,0,0,0,0,,,,,
Cedrick Wilson Jr.,WR,NO,13,21,1,1,1,0,0,0,0,20,211,1,27,0,0,0,0,0,0,0,0,0,0,,,,,
CeeDee Lamb,WR,DAL,15,0,0,0,0,0,70,0,14,101,1194,6,152,0,0,1,0,0,0,0,0,0,0,,,,,
Chad Ryland,K,ARI,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,11,7,4,0,26,,,,,
Charlie Jones,WR,CIN,7,0,0,0,0,0,0,0,0,1,5,0,1,1,0,0,0,0,0,0,0,0,0,,,,,
Charlie Kolar,TE,BAL,10,0,0,0,0,0,2,0,1,9,131,1,11,0,0,0,0,0,0,0,0,0,0,,,,,
Charlie Woerner,TE,ATL,12,0,0,0,0,0,0,0,0,7,46,0,12,0,0,0,0,0,0,0,0,0,0,,,,,
Chase Brown,RB,CIN,16,0,0,0,0,0,990,7,229,54,360,4,65,0,0,1,0,0,0,0,0,0,0,,,,,
Chase McLaughlin,K,TB,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,7,4,8,0,54,,,,,
Chicago Bears,DEF,CHI,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,370.0
Chig Okonkwo,TE,TEN,16,0,0,0,0,0,17,0,1,52,479,2,70,0,0,1,0,0,0,0,0,0,0,,,,,
Chris Blair,WR,ATL,2,0,0,0,0,0,0,0,0,1,17,0,2,0,0,0,0,0,0,0,0,0,0,,,,,
Chris Boswell,K,PIT,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,12,7,13,0,35,,,,,
Chris Brooks,RB,GB,11,0,0,0,0,0,183,1,36,11,69,0,13,0,0,0,0,0,0,0,0,0,0,,,,,
Chris Collier,RB,LV,6,0,0,0,0,0,12,0,5,1,-4,0,2,0,0,0,0,0,0,0,0,0,0,,,,,
Chris Conley,WR,SF,9,0,0,0,0,0,0,0,0,6,76,0,12,0,0,0,0,0,0,0,0,0,0,,,,,
Chris Godwin Jr.,WR,TB,7,0,0,0,0,0,2,0,1,50,576,5,62,0,0,0,0,0,0,0,0,0,0,,,,,
Chris Manhertz,TE,NYG,8,0,0,0,0,0,0,0,0,3,30,1,4,0,0,0,0,0,0,0,0,0,0,,,,,
Chris Oladokun,QB,KC,1,0,0,0,0,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
Chris Olave,WR,NO,8,0,0,0,0,0,7,0,1,32,400,1,44,0,0,0,0,0,0,0,0,0,0,,,,,
Chris Rodriguez Jr.,RB,WAS,7,0,0,0,0,0,173,2,35,1,12,0,1,0,0,0,0,0,0,0,0,0,0,,,,,
Christian Kirk,WR,JAX,8,0,0,0,0,0,0,0,0,27,379,1,47,0,0,0,0,0,0,0,0,0,0,,,,,
Christian McCaffrey,RB,SF,4,0,0,0,0,0,202,0,50,15,146,0,19,0,0,0,0,0,0,0,0,0,0,,,,,
Christian Watson,WR,GB,14,0,0,0,0,0,23,0,4,29,620,2,53,0,0,1,0,0,0,0,0,0,0,,,,,
Chuba Hubbard,RB,CAR,15,0,0,0,0,0,1195,10,250,43,171,1,54,0,0,1,0,0,0,0,0,0,0,,,,,
Cincinnati Bengals,DEF,CIN,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,434.0
Clayton Tune,QB,ARI,5,8,0,2,2,0,-4,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
Cleveland Browns,DEF,CLE,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,435.0
Clyde Edwards-Helaire,RB,NO,2,0,0,0,0,0,46,0,13,3,24,0,5,0,0,0,0,0,0,0,0,0,0,,,,,
Cody Schrader,RB,LA,1,0,0,0,0,0,3,0,1,1,6,0,1,0,0,0,0,0,0,0,0,0,0,,,,,
Cody Thompson,WR,TB,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
Cody White,WR,SEA,2,0,0,0,0,0,0,0,0,2,44,0,3,0,0,0,0,0,0,0,0,0,0,,,,,
Colby Parkinson,TE,LA,16,0,0,0,0,0,0,0,0,30,294,1,49,0,0,0,0,0,0,0,0,0,0,,,,,
Cole Kmet,TE,CHI,16,0,0,0,0,0,0,0,0,47,474,4,55,0,0,1,0,0,0,0,0,0,0,,,,,
Collin Johnson,WR,CHI,6,0,0,0,0,0,0,0,0,1,6,0,2,0,0,0,0,0,0,0,0,0,0,,,,,
Colson Yankoff,TE,WAS,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
Cooper Kupp,WR,LA,12,0,0,0,0,0,10,0,2,67,710,6,100,0,0,0,0,0,0,0,0,0,0,,,,,
Cooper Rush,QB,DAL,12,1844,12,308,187,5,18,0,26,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,,,,
Cordarrelle Patterson,RB,PIT,13,0,0,0,0,0,135,0,32,12,80,1,14,0,0,0,0,0,0,0,0,0,0,,,,,
Courtland Sutton,WR,DEN,16,30,1,2,2,0,0,0,0,81,1081,8,135,0,0,0,0,0,0,0,0,0,0,,,,,
Craig Reynolds,RB,DET,8,0,0,0,0,0,139,0,31,3,40,0,5,0,0,0,0,0,0,0,0,0,0,,,,,
Curtis Samuel,WR,BUF,14,0,0,0,0,0,14,0,5,31,253,1,46,0,0,0,0,0,0,0,0,0,0,,,,,
D'Andre Swift,RB,CHI,17,0,0,0,0,0,959,6,253,42,386,0,52,0,0,1,0,0,0,0,0,0,0,,,,,
D'Ernest Johnson,RB,JAX,12,0,0,0,0,0,143,0,32,12,96,0,19,0,0,0,0,0,0,0,0,0,0,,,,,
D'Onta Foreman,RB,CLE,10,0,0,0,0,0,232,0,71,6,54,0,8,0,0,0,0,0,0,0,0,0,0,,,,,
D.J. Williams,RB,TB,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
DJ Chark,WR,LAC,4,0,0,0,0,0,0,0,0,4,31,1,10,0,0,0,0,0,0,0,0,0,0,,,,,
DJ Moore,WR,CHI,17,0,0,1,0,0,75,0,14,98,966,6,140,0,0,1,0,0,0,0,0,0,0,,,,,
DJ Turner,WR,LV,12,0,0,0,0,0,33,1,5,16,158,1,29,0,0,0,0,0,0,0,0,0,0,,,,,
DK Metcalf,WR,SEA,15,0,0,0,0,0,0,0,0,66,992,5,108,0,0,0,0,0,0,0,0,0,0,,,,,
Dak Prescott,QB,DAL,8,1978,11,286,185,8,54,1,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
Dallas Cowboys,DEF,DAL,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,468.0
Dallas Goedert,TE,PHI,10,0,0,0,0,0,0,0,0,42,496,2,52,0,0,0,0,0,0,0,0,0,0,,,,,
Dallin Holker,TE,NO,3,0,0,0,0,0,0,0,0,3,21,0,4,0,0,0,0,0,0,0,0,0,0,,,,,
Dalton Kincaid,TE,BUF,13,0,0,0,0,0,0,0,0,44,448,2,75,0,0,0,0,0,0,0,0,0,0,,,,,
Dalton Schultz,TE,HOU,17,0,0,0,0,0,0,0,0,53,532,2,85,0,0,0,0,0,0,0,0,0,0,,,,,
Dalvin Cook,RB,DAL,2,0,0,0,0,0,20,0,8,1,10,0,1,0,0,0,0,0,0,0,0,0,0,,,,,
Dameon Pierce,RB,HOU,10,0,0,0,0,0,293,2,40,2,2,0,4,0,0,0,0,0,0,0,0,0,0,,,,,
Dan Chisena,WR,CAR,4,0,0,0,0,0,0,0,0,3,37,0,4,0,0,0,0,0,0,0,0,0,0,,,,,
Daniel Bellinger,TE,NYG,12,0,0,0,0,0,0,0,0,14,125,0,17,0,0,0,0,0,0,0,0,0,0,,,,,
Daniel Carlson,K,LV,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,11,6,7,0,23,,,,,
Daniel Jones,QB,NYG,10,2070,8,341,216,7,265,2,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
Dante Miller,RB,NYG,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
Dante Pettis,WR,NO,8,0,0,0,0,0,0,0,0,12,120,1,28,0,0,1,0,0,0,0,0,0,0,,,,,
Dare Ogunbowale,RB,HOU,16,0,0,0,0,0,112,0,30,19,198,1,28,0,0,0,0,0,0,0,0,0,0,,,,,
Dareke Young,WR,SEA,7,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,,,,
Darius Slayton,WR,NYG,16,0,0,0,0,0,17,0,2,39,573,2,71,0,0,0,0,0,0,0,0,0,0,,,,,
Darnell Mooney,WR,ATL,16,0,0,1,0,0,0,0,0,64,992,5,106,0,0,0,0,0,0,0,0,0,0,,,,,
Darnell Washington,TE,PIT,13,0,0,0,0,0,0,0,0,19,200,1,25,0,0,0,0,0,0,0,0,0,0,,,,,
Darrynton Evans,RB,CHI,1,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
Davante Adams,WR,NYJ,14,0,0,0,0,0,0,0,0,85,1063,8,141,0,0,1,0,0,0,0,0,0,0,,,,,
David Bell,WR,CLE,1,0,0,0,0,0,0,0,0,3,27,0,3,0,0,0,0,0,0,0,0,0,0,,,,,
David Martin-Robinson,TE,TEN,4,0,0,0,0,0,0,0,0,1,6,0,2,0,0,0,0,0,0,0,0,0,0,,,,,
David Montgomery,RB,DET,14,3,1,1,1,0,775,12,185,36,341,0,38,0,0,0,0,0,0,0,0,0,0,,,,,
David Moore,WR,CAR,15,0,0,0,0,0,0,0,1,32,351,3,57,0,0,0,0,0,0,0,0,0,0,,,,,
David Njoku,TE,CLE,11,0,0,0,0,0,0,0,0,64,505,5,97,0,0,2,0,0,0,0,0,0,0,,,,,
Davis Allen,TE,LA,7,0,0,0,0,0,0,0,0,6,39,0,13,0,0,0,0,0,0,0,0,0,0,,,,,
Davis Mills,QB,HOU,4,212,0,36,20,0,11,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
Dawson Knox,TE,BUF,14,0,0,0,0,0,0,0,0,22,311,1,33,0,0,0,0,0,0,0,0,0,0,,,,,
De'Von Achane,RB,MIA,17,0,0,0,0,0,907,6,203,78,592,6,87,0,0,0,0,0,0,0,0,0,0,,,,,
DeAndre Carter,WR,CHI,13,0,0,0,0,0,0,0,0,9,72,0,14,0,0,0,0,0,0,0,0,0,0,,,,,
DeAndre Hopkins,WR,KC,16,0,0,0,0,0,0,0,0,56,610,5,80,0,0,0,0,0,0,0,0,0,0,,,,,
DeMario Douglas,WR,NE,16,0,0,0,0,0,16,0,3,66,621,3,87,0,0,0,0,0,0,0,0,0,0,,,,,
DeVonta Smith,WR,PHI,13,0,0,0,0,0,1,0,1,68,833,8,89,0,0,0,0,0,0,0,0,0,0,,,,,
Dee Eskridge,WR,MIA,5,0,0,0,0,0,0,0,0,3,44,0,3,0,0,0,0,0,0,0,0,0,0,,,,,
DeeJay Dallas,RB,ARI,16,0,0,0,0,0,49,0,9,3,11,1,3,1,0,0,0,0,0,0,0,0,0,,,,,
Deebo Samuel Sr.,WR,SF,15,0,0,0,0,0,136,1,42,51,670,3,81,0,0,0,0,0,0,0,0,0,0,,,,,
Demarcus Robinson,WR,LA,17,0,0,0,0,0,0,0,0,31,505,7,64,0,0,0,0,0,0,0,0,0,0,,,,,
Denver Broncos,DEF,DEN,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,311.0
Deonte Harty,WR,BAL,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
Derek Carr,QB,NO,10,2145,15,279,189,5,71,1,17,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,,,,
Derius Davis,WR,LAC,15,0,0,0,0,0,39,0,12,13,112,2,17,0,0,0,0,0,0,0,0,0,0,,,,,
Derrick Henry,RB,BAL,17,0,0,0,0,0,1921,16,325,19,193,2,22,0,0,0,0,0,0,0,0,0,0,,,,,
Deshaun Watson,QB,CLE,7,1148,5,216,137,3,148,1,31,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,,,,
Desmond Ridder,QB,LV,5,458,2,85,52,2,36,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
Detroit Lions,DEF,DET,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,342.0
Deuce Vaughn,RB,DAL,5,0,0,0,0,0,70,0,17,3,18,0,5,0,0,0,0,0,0,0,0,0,0,,,,,
Devaughn Vele,WR,DEN,13,0,0,0,0,0,0,0,0,41,475,3,55,0,0,0,0,0,0,0,0,0,0,,,,,
Deven Thompkins,WR,CAR,5,0,0,0,0,0,7,0,2,4,20,0,4,0,0,0,0,0,0,0,0,0,0,,,,,
Devin Culp,TE,TB,2,0,0,0,0,0,0,0,0,5,88,0,6,0,0,0,0,0,0,0,0,0,0,,,,,
Devin Duvernay,WR,JAX,13,0,0,0,0,0,3,0,4,11,79,0,16,0,0,0,0,0,0,0,0,0,0,,,,,
Devin Singletary,RB,NYG,15,0,0,0,0,0,437,4,113,21,119,0,24,0,0,0,0,0,0,0,0,0,0,,,,,
Devontez Walker,WR,BAL,3,0,0,0,0,0,0,0,0,1,21,1,3,0,0,0,0,0,0,0,0,0,0,,,,,
Diontae Johnson,WR,HOU,11,0,0,0,0,0,6,0,2,33,375,3,67,0,0,0,0,0,0,0,0,0,0,,,,,
Dontayvion Wicks,WR,GB,17,0,0,0,0,0,0,0,0,39,415,5,76,0,0,0,0,0,0,0,0,0,0,,,,,
Dorian Thompson-Robinson,QB,CLE,6,440,0,118,61,6,122,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
Drake London,WR,ATL,17,0,0,0,0,0,-3,0,1,100,1271,9,158,0,0,0,0,0,0,0,0,0,0,,,,,
Drake Maye,QB,NE,13,2276,15,338,225,10,421,2,54,0,0,0,0,0,0,2,0,0,0,0,0,0,0,,,,,
Drew Lock,QB,NYG,7,1071,6,181,107,5,133,2,18,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,,,,
Drew Sample,TE,CIN,11,0,0,0,0,0,-4,0,1,20,109,1,22,0,0,0,0,0,0,0,0,0,0,,,,,
