timestamp,date_raw,team,type,player_added_raw,player_added_resolved,player_added_nfl_team,player_added_pos,player_dropped_raw,player_dropped_resolved,player_dropped_nfl_team,player_dropped_pos,counterparty_team,raw_line
2025-10-01T22:43:00,"Oct 1, 10:43pm",Elite,waiver,Chad Ryland,Chad Ryland,ARI,K,,,,,,"Chad Ryland Ari-K — Elite — Oct 1, 10:43pm"
2025-10-01T22:45:00,"Oct 1, 10:45pm",Elite,waiver,Blake Grupe,Blake Grupe,IND,K,,,,,,"Blake Grupe Ind-K — Elite — Oct 1, 10:45pm"
2025-10-08T16:56:00,"Oct 8, 4:56pm",Cardinals,waiver,Tua Tagovailoa,Tua Tagovailoa,ATL,QB,Kyler Murray,Kyler Murray,MIN,QB,,"Tua Tagovailoa Atl-QB Q (Free Agent) / Kyler Murray Min-QB Q (To Free Agent) — Cardinals — Oct 8, 4:56pm"
2025-10-08T17:00:00,"Oct 8, 5:00pm",Cardinals,waiver,J.K. Dobbins,J.K. Dobbins,DEN,RB,TreVeyon Henderson,TreVeyon Henderson,NE,RB,,"J.K. Dobbins Den-RB Q (Free Agent) / TreVeyon Henderson NE-RB (To Free Agent) — Cardinals — Oct 8, 5:00pm"
2025-10-08T17:01:00,"Oct 8, 5:01pm",Cardinals,waiver,Rico Dowdle,Rico Dowdle,PIT,RB,D'Andre Swift,D'Andre Swift,CHI,RB,,"Rico Dowdle Pit-RB (Free Agent) / D'Andre Swift Chi-RB (To Free Agent) — Cardinals — Oct 8, 5:01pm"
2025-10-08T17:08:00,"Oct 8, 5:08pm",ChronicMasterdeflatr,waiver,Mike Badgley,Mike Badgley,IND,K,Daniel Carlson,Daniel Carlson,LV,K,,"Michael Badgley Ind-K NA (Free Agent) / Daniel Carlson LV-K NA (To Free Agent) — ChronicMasterdeflatr — Oct 8, 5:08pm"
2025-10-08T17:11:00,"Oct 8, 5:11pm",ChronicMasterdeflatr,waiver,Tucker Kraft,Tucker Kraft,GB,TE,Hunter Henry,Hunter Henry,NE,TE,,"Tucker Kraft GB-TE PUP-P (Free Agent) / Hunter Henry NE-TE (To Free Agent) — ChronicMasterdeflatr — Oct 8, 5:11pm"
2025-10-08T17:13:00,"Oct 8, 5:13pm",ChronicMasterdeflatr,waiver,Denver Broncos,Denver Broncos,DEN,DEF,Los Angeles Chargers,Los Angeles Chargers,LAC,DEF,,"Broncos Den-DEF (Free Agent) / Chargers LAC-DEF (To Free Agent) — ChronicMasterdeflatr — Oct 8, 5:13pm"
2025-10-08T17:18:00,"Oct 8, 5:18pm",ChronicMasterdeflatr,waiver,Tee Higgins,Tee Higgins,CIN,WR,DJ Moore,DJ Moore,BUF,WR,,"Tee Higgins Cin-WR (Free Agent) / DJ Moore Buf-WR (To Free Agent) — ChronicMasterdeflatr — Oct 8, 5:18pm"
2025-10-08T17:26:00,"Oct 8, 5:26pm",Elite,waiver,Green Bay Packers,Green Bay Packers,GB,DEF,Houston Texans,Houston Texans,HOU,DEF,,"Packers GB-DEF (Free Agent) / Texans Hou-DEF (To Free Agent) — Elite — Oct 8, 5:26pm"
2025-10-08T17:28:00,"Oct 8, 5:28pm",Elite,waiver,Bryce Young,Bryce Young,CAR,QB,Carson Wentz,Carson Wentz,MIN,QB,,"Bryce Young Car-QB (Free Agent) / Carson Wentz Min-QB Q (To Free Agent) — Elite — Oct 8, 5:28pm"
2025-10-08T17:29:00,"Oct 8, 5:29pm",Elite,waiver,,,,,Chad Ryland,Chad Ryland,ARI,K,,"Chad Ryland Ari-K (To Free Agent) — Elite — Oct 8, 5:29pm"
2025-10-08T18:00:00,"Oct 8, 6:00pm",Elite,waiver,Hassan Haskins,Hassan Haskins,LAC,RB,,,,,,"Hassan Haskins LAC-RB NA — Elite — Oct 8, 6:00pm"
2025-10-08T18:39:00,"Oct 8, 6:39pm",Elite,waiver,,,,,Alvin Kamara,Alvin Kamara,NO,RB,,"Alvin Kamara NO-RB Q (To Free Agent) — Elite — Oct 8, 6:39pm"
2025-10-08T18:40:00,"Oct 8, 6:40pm",Elite,waiver,Rhamondre Stevenson,Rhamondre Stevenson,NE,RB,,,,,,"Rhamondre Stevenson NE-RB Q — Elite — Oct 8, 6:40pm"
2025-10-08T22:30:00,"Oct 8, 10:30pm",Redskins,waiver,Eddy Pineiro,Eddy Pineiro,SF,K,Spencer Shrader,Spencer Shrader,IND,K,,"Eddy Pineiro SF-K (Free Agent) / Spencer Shrader Ind-K Q (To Free Agent) — Redskins — Oct 8, 10:30pm"
2025-10-08T22:32:00,"Oct 8, 10:32pm",Wildcard,waiver,Tre Tucker,Tre Tucker,LV,WR,Zay Flowers,Zay Flowers,BAL,WR,,"Tre Tucker LV-WR (Free Agent) / Zay Flowers Bal-WR (To Free Agent) — Wildcard — Oct 8, 10:32pm"
2025-10-08T22:33:00,"Oct 8, 10:33pm",Wildcard,waiver,Romeo Doubs,Romeo Doubs,NE,WR,Tyquan Thornton,Tyquan Thornton,KC,WR,,"Romeo Doubs NE-WR (Free Agent) / Tyquan Thornton KC-WR Q (To Free Agent) — Wildcard — Oct 8, 10:33pm"
2025-10-08T22:37:00,"Oct 8, 10:37pm",Hoofers,waiver,Terry McLaurin,Terry McLaurin,WAS,WR,Chris Godwin Jr.,Chris Godwin Jr.,TB,WR,,"Terry McLaurin Was-WR (Free Agent) / Chris Godwin Jr. TB-WR (To Free Agent) — Hoofers — Oct 8, 10:37pm"
2025-10-08T22:41:00,"Oct 8, 10:41pm",Hoofers,waiver,Chris Boswell,Chris Boswell,PIT,K,Nick Folk,Nick Folk,ATL,K,,"Chris Boswell Pit-K (Free Agent) / Nick Folk Atl-K (To Free Agent) — Hoofers — Oct 8, 10:41pm"
2025-10-08T22:48:00,"Oct 8, 10:48pm",Sportos,waiver,D'Andre Swift,D'Andre Swift,CHI,RB,Jaxson Dart,Jaxson Dart,NYG,QB,,"D'Andre Swift Chi-RB (Free Agent) / Jaxson Dart NYG-QB (To Free Agent) — Sportos — Oct 8, 10:48pm"
2025-10-08T22:56:00,"Oct 8, 10:56pm",Sportos,waiver,DJ Moore,DJ Moore,BUF,WR,Jakobi Meyers,Jakobi Meyers,JAX,WR,,"DJ Moore Buf-WR (Free Agent) / Jakobi Meyers Jax-WR (To Free Agent) — Sportos — Oct 8, 10:56pm"
2025-10-08T23:09:00,"Oct 8, 11:09pm",Hoofers,waiver,Las Vegas Raiders,Las Vegas Raiders,LV,DEF,Arizona Cardinals,Arizona Cardinals,ARI,DEF,,"Raiders LV-DEF (Free Agent) / Cardinals Ari-DEF (To Free Agent) — Hoofers — Oct 8, 11:09pm"
2025-10-08T23:11:00,"Oct 8, 11:11pm",Hoofers,waiver,Isiah Pacheco,Isiah Pacheco,DET,RB,Emari Demercado,Emari Demercado,KC,RB,,"Isiah Pacheco Det-RB (Free Agent) / Emari Demercado KC-RB (To Free Agent) — Hoofers — Oct 8, 11:11pm"
2025-10-08T23:14:00,"Oct 8, 11:14pm",Let's Ride,waiver,Zay Flowers,Zay Flowers,BAL,WR,Mike Evans,Mike Evans,SF,WR,,"Zay Flowers Bal-WR (Free Agent) / Mike Evans SF-WR (To Free Agent) — Let's Ride — Oct 8, 11:14pm"
2025-10-08T23:43:00,"Oct 8, 11:43pm",Greendawgs,waiver,Andy Borregales,Andy Borregales,NE,K,Woody Marks,Woody Marks,HOU,RB,,"Andy Borregales NE-K (Free Agent) / Woody Marks Hou-RB (To Free Agent) — Greendawgs — Oct 8, 11:43pm"
2025-10-09T00:03:00,"Oct 9, 12:03am",Greendawgs,waiver,Kendrick Bourne,Kendrick Bourne,ARI,WR,Wan'Dale Robinson,Wan'Dale Robinson,TEN,WR,,"Kendrick Bourne Ari-WR (Free Agent) / Wan'Dale Robinson Ten-WR Q (To Free Agent) — Greendawgs — Oct 9, 12:03am"
2025-10-15T16:05:00,"Oct 15, 4:05pm",Elite,waiver,John Parker Romo,John Parker Romo,ATL,K,Cairo Santos,Cairo Santos,CHI,K,,"Parker Romo Atl-K NA (Free Agent) / Cairo Santos Chi-K (To Free Agent) — Elite — Oct 15, 4:05pm"
2025-10-15T16:09:00,"Oct 15, 4:09pm",Elite,waiver,,,,,Troy Franklin,Troy Franklin,DEN,WR,,"Troy Franklin Den-WR Q (To Free Agent) — Elite — Oct 15, 4:09pm"
2025-10-15T16:09:00,"Oct 15, 4:09pm",Elite,waiver,Jaylen Warren,Jaylen Warren,PIT,RB,,,,,,"Jaylen Warren Pit-RB — Elite — Oct 15, 4:09pm"
2025-10-15T16:09:00,"Oct 15, 4:09pm",Elite,waiver,,,,,RJ Harvey,RJ Harvey,DEN,RB,,"RJ Harvey Den-RB Q (To Free Agent) — Elite — Oct 15, 4:09pm"
2025-10-15T16:11:00,"Oct 15, 4:11pm",Elite,waiver,Jerry Jeudy,Jerry Jeudy,CLE,WR,,,,,,"Jerry Jeudy Cle-WR Q — Elite — Oct 15, 4:11pm"
2025-10-15T16:29:00,"Oct 15, 4:29pm",Elite,waiver,,,,,Brock Bowers,Brock Bowers,LV,TE,,"Brock Bowers LV-TE Q (To Free Agent) — Elite — Oct 15, 4:29pm"
2025-10-15T16:30:00,"Oct 15, 4:30pm",Elite,waiver,Zach Ertz,Zach Ertz,WAS,TE,,,,,,"Zach Ertz Was-TE NA — Elite — Oct 15, 4:30pm"
2025-10-15T16:36:00,"Oct 15, 4:36pm",Wildcard,waiver,Aaron Rodgers,Aaron Rodgers,PIT,QB,Justin Fields,Justin Fields,KC,QB,,"Aaron Rodgers Pit-QB (Free Agent) / Justin Fields KC-QB Q (To Free Agent) — Wildcard — Oct 15, 4:36pm"
2025-10-15T16:40:00,"Oct 15, 4:40pm",Wildcard,waiver,Mike Evans,Mike Evans,SF,WR,Kenny Gainwell,Kenny Gainwell,TB,RB,,"Mike Evans SF-WR (Free Agent) / Kenny Gainwell TB-RB (To Free Agent) — Wildcard — Oct 15, 4:40pm"
2025-10-15T16:43:00,"Oct 15, 4:43pm",Wildcard,waiver,New England Patriots,New England Patriots,NE,DEF,Buffalo Bills,Buffalo Bills,BUF,DEF,,"Patriots NE-DEF (Free Agent) / Bills Buf-DEF (To Free Agent) — Wildcard — Oct 15, 4:43pm"
2025-10-15T16:48:00,"Oct 15, 4:48pm",Sportos,waiver,Chad Ryland,Chad Ryland,ARI,K,Matt Prater,Matt Prater,BUF,K,,"Chad Ryland Ari-K (Free Agent) / Matt Prater Buf-K NA (To Free Agent) — Sportos — Oct 15, 4:48pm"
2025-10-15T16:48:00,"Oct 15, 4:48pm",Sportos,waiver,Ryan Fitzgerald,Ryan Fitzgerald,CAR,K,Tyler Loop,Tyler Loop,BAL,K,,"Ryan Fitzgerald Car-K (Free Agent) / Tyler Loop Bal-K (To Free Agent) — Sportos — Oct 15, 4:48pm"
2025-10-15T16:50:00,"Oct 15, 4:50pm",Sportos,waiver,Kayshon Boutte,Kayshon Boutte,NE,WR,DJ Moore,DJ Moore,BUF,WR,,"Kayshon Boutte NE-WR (Free Agent) / DJ Moore Buf-WR (To Free Agent) — Sportos — Oct 15, 4:50pm"
2025-10-15T16:54:00,"Oct 15, 4:54pm",Sportos,waiver,Joe Flacco,Joe Flacco,CIN,QB,Omarion Hampton,Omarion Hampton,LAC,RB,,"Joe Flacco Cin-QB (Free Agent) / Omarion Hampton LAC-RB (To Free Agent) — Sportos — Oct 15, 4:54pm"
2025-10-15T16:56:00,"Oct 15, 4:56pm",Sportos,waiver,Kimani Vidal,Kimani Vidal,LAC,RB,D'Andre Swift,D'Andre Swift,CHI,RB,,"Kimani Vidal LAC-RB (Free Agent) / D'Andre Swift Chi-RB (To Free Agent) — Sportos — Oct 15, 4:56pm"
2025-10-15T17:02:00,"Oct 15, 5:02pm",Sportos,waiver,Marquise Brown,Marquise Brown,PHI,WR,Emeka Egbuka,Emeka Egbuka,TB,WR,,"Hollywood Brown Phi-WR (Free Agent) / Emeka Egbuka TB-WR (To Free Agent) — Sportos — Oct 15, 5:02pm"
2025-10-15T17:03:00,"Oct 15, 5:03pm",Sportos,waiver,Rashid Shaheed,Rashid Shaheed,SEA,WR,Marquise Brown,Marquise Brown,PHI,WR,,"Rashid Shaheed Sea-WR (Free Agent) / Hollywood Brown Phi-WR (To Free Agent) — Sportos — Oct 15, 5:03pm"
2025-10-15T17:05:00,"Oct 15, 5:05pm",Sportos,waiver,Seattle Seahawks,Seattle Seahawks,SEA,DEF,Philadelphia Eagles,Philadelphia Eagles,PHI,DEF,,"Seahawks Sea-DEF (Free Agent) / Eagles Phi-DEF (To Free Agent) — Sportos — Oct 15, 5:05pm"
2025-10-15T17:19:00,"Oct 15, 5:19pm",Let's Ride,waiver,Pittsburgh Steelers,Pittsburgh Steelers,PIT,DEF,Indianapolis Colts,Indianapolis Colts,IND,DEF,,"Steelers Pit-DEF (Free Agent) / Colts Ind-DEF (To Free Agent) — Let's Ride — Oct 15, 5:19pm"
2025-10-15T17:20:00,"Oct 15, 5:20pm",Let's Ride,waiver,Travis Hunter,Travis Hunter,JAX,WR,DeVonta Smith,DeVonta Smith,PHI,WR,,"Travis Hunter Jax-WR Q (Free Agent) / DeVonta Smith Phi-WR (To Free Agent) — Let's Ride — Oct 15, 5:20pm"
2025-10-15T17:23:00,"Oct 15, 5:23pm",Let's Ride,waiver,Dallas Goedert,Dallas Goedert,PHI,TE,Khalil Shakir,Khalil Shakir,BUF,WR,,"Dallas Goedert Phi-TE (Free Agent) / Khalil Shakir Buf-WR (To Free Agent) — Let's Ride — Oct 15, 5:23pm"
2025-10-15T18:54:00,"Oct 15, 6:54pm",Just Bout Dat Action,waiver,D'Andre Swift,D'Andre Swift,CHI,RB,Tony Pollard,Tony Pollard,TEN,RB,,"D'Andre Swift Chi-RB (Free Agent) / Tony Pollard Ten-RB (To Free Agent) — Just Bout Dat Action — Oct 15, 6:54pm"
2025-10-15T18:55:00,"Oct 15, 6:55pm",Just Bout Dat Action,waiver,Kenny Gainwell,Kenny Gainwell,TB,RB,Chuba Hubbard,Chuba Hubbard,CAR,RB,,"Kenny Gainwell TB-RB (Free Agent) / Chuba Hubbard Car-RB (To Free Agent) — Just Bout Dat Action — Oct 15, 6:55pm"
2025-10-15T18:59:00,"Oct 15, 6:59pm",Hoofers,waiver,Cleveland Browns,Cleveland Browns,CLE,DEF,Las Vegas Raiders,Las Vegas Raiders,LV,DEF,,"Browns Cle-DEF (Free Agent) / Raiders LV-DEF (To Free Agent) — Hoofers — Oct 15, 6:59pm"
2025-10-15T20:20:00,"Oct 15, 8:20pm",Cardinals,waiver,Brock Purdy,Brock Purdy,SF,QB,Ricky Pearsall,Ricky Pearsall,SF,WR,,"Brock Purdy SF-QB (Free Agent) / Ricky Pearsall SF-WR Q (To Free Agent) — Cardinals — Oct 15, 8:20pm"
2025-10-15T20:43:00,"Oct 15, 8:43pm",Redskins,waiver,Emeka Egbuka,Emeka Egbuka,TB,WR,Keon Coleman,Keon Coleman,BUF,WR,,"Emeka Egbuka TB-WR (Free Agent) / Keon Coleman Buf-WR (To Free Agent) — Redskins — Oct 15, 8:43pm"
2025-10-15T20:47:00,"Oct 15, 8:47pm",Redskins,waiver,Darren Waller,Darren Waller,MIA,TE,Mark Andrews,Mark Andrews,BAL,TE,,"Darren Waller Mia-TE NA (Free Agent) / Mark Andrews Bal-TE (To Free Agent) — Redskins — Oct 15, 8:47pm"
2025-10-15T20:59:00,"Oct 15, 8:59pm",Greendawgs,waiver,Justin Fields,Justin Fields,KC,QB,Andy Borregales,Andy Borregales,NE,K,,"Justin Fields KC-QB Q (Free Agent) / Andy Borregales NE-K (To Free Agent) — Greendawgs — Oct 15, 8:59pm"
2025-10-22T18:31:00,"Oct 22, 6:31pm",Elite,waiver,,,,,Hassan Haskins,Hassan Haskins,LAC,RB,,"Hassan Haskins LAC-RB NA (To Free Agent) — Elite — Oct 22, 6:31pm"
2025-10-22T18:32:00,"Oct 22, 6:32pm",Elite,waiver,Jaxson Dart,Jaxson Dart,NYG,QB,Bryce Young,Bryce Young,CAR,QB,,"Jaxson Dart NYG-QB (Free Agent) / Bryce Young Car-QB (To Free Agent) — Elite — Oct 22, 6:32pm"
2025-10-22T18:32:00,"Oct 22, 6:32pm",Elite,waiver,Chuba Hubbard,Chuba Hubbard,CAR,RB,,,,,,"Chuba Hubbard Car-RB — Elite — Oct 22, 6:32pm"
2025-10-22T18:34:00,"Oct 22, 6:34pm",Elite,waiver,DeVonta Smith,DeVonta Smith,PHI,WR,Marvin Harrison Jr.,Marvin Harrison Jr.,ARI,WR,,"DeVonta Smith Phi-WR (Free Agent) / Marvin Harrison Jr. Ari-WR Q (To Free Agent) — Elite — Oct 22, 6:34pm"
2025-10-22T18:35:00,"Oct 22, 6:35pm",Elite,waiver,Alvin Kamara,Alvin Kamara,NO,RB,Bucky Irving,Bucky Irving,TB,RB,,"Alvin Kamara NO-RB Q (Free Agent) / Bucky Irving TB-RB Q (To Free Agent) — Elite — Oct 22, 6:35pm"
2025-10-22T18:36:00,"Oct 22, 6:36pm",Elite,waiver,,,,,Alvin Kamara,Alvin Kamara,NO,RB,,"Alvin Kamara NO-RB Q (To Free Agent) — Elite — Oct 22, 6:36pm"
2025-10-22T18:37:00,"Oct 22, 6:37pm",Elite,waiver,Keon Coleman,Keon Coleman,BUF,WR,,,,,,"Keon Coleman Buf-WR — Elite — Oct 22, 6:37pm"
2025-10-22T18:37:00,"Oct 22, 6:37pm",Elite,waiver,Jauan Jennings,Jauan Jennings,MIN,WR,Jerry Jeudy,Jerry Jeudy,CLE,WR,,"Jauan Jennings Min-WR (Free Agent) / Jerry Jeudy Cle-WR Q (To Free Agent) — Elite — Oct 22, 6:37pm"
2025-10-22T18:40:00,"Oct 22, 6:40pm",Let's Ride,waiver,Spencer Rattler,Spencer Rattler,NO,QB,Dallas Goedert,Dallas Goedert,PHI,TE,,"Spencer Rattler NO-QB Q (Free Agent) / Dallas Goedert Phi-TE (To Free Agent) — Let's Ride — Oct 22, 6:40pm"
2025-10-22T18:42:00,"Oct 22, 6:42pm",Let's Ride,waiver,Indianapolis Colts,Indianapolis Colts,IND,DEF,Pittsburgh Steelers,Pittsburgh Steelers,PIT,DEF,,"Colts Ind-DEF (Free Agent) / Steelers Pit-DEF (To Free Agent) — Let's Ride — Oct 22, 6:42pm"
2025-10-22T19:00:00,"Oct 22, 7:00pm",Sportos,waiver,Tyler Loop,Tyler Loop,BAL,K,Chad Ryland,Chad Ryland,ARI,K,,"Tyler Loop Bal-K (Free Agent) / Chad Ryland Ari-K (To Free Agent) — Sportos — Oct 22, 7:00pm"
2025-10-22T19:01:00,"Oct 22, 7:01pm",Sportos,waiver,Evan McPherson,Evan McPherson,CIN,K,Ryan Fitzgerald,Ryan Fitzgerald,CAR,K,,"Evan McPherson Cin-K (Free Agent) / Ryan Fitzgerald Car-K (To Free Agent) — Sportos — Oct 22, 7:01pm"
2025-10-22T19:08:00,"Oct 22, 7:08pm",Sportos,waiver,Khalil Shakir,Khalil Shakir,BUF,WR,Rashid Shaheed,Rashid Shaheed,SEA,WR,,"Khalil Shakir Buf-WR (Free Agent) / Rashid Shaheed Sea-WR (To Free Agent) — Sportos — Oct 22, 7:08pm"
2025-10-22T19:10:00,"Oct 22, 7:10pm",Sportos,waiver,Tez Johnson,Tez Johnson,TB,WR,Kayshon Boutte,Kayshon Boutte,NE,WR,,"Tez Johnson TB-WR (Free Agent) / Kayshon Boutte NE-WR (To Free Agent) — Sportos — Oct 22, 7:10pm"
2025-10-22T19:14:00,"Oct 22, 7:14pm",Sportos,waiver,San Francisco 49ers,San Francisco 49ers,SF,DEF,Seattle Seahawks,Seattle Seahawks,SEA,DEF,,"49ers SF-DEF (Free Agent) / Seahawks Sea-DEF (To Free Agent) — Sportos — Oct 22, 7:14pm"
2025-10-22T19:19:00,"Oct 22, 7:19pm",Cardinals,waiver,Bucky Irving,Bucky Irving,TB,RB,Tua Tagovailoa,Tua Tagovailoa,ATL,QB,,"Bucky Irving TB-RB Q (Free Agent) / Tua Tagovailoa Atl-QB Q (To Free Agent) — Cardinals — Oct 22, 7:19pm"
2025-10-22T19:19:00,"Oct 22, 7:19pm",Cardinals,waiver,Michael Penix Jr.,Michael Penix Jr.,ATL,QB,Brock Purdy,Brock Purdy,SF,QB,,"Michael Penix Jr. Atl-QB Q (Free Agent) / Brock Purdy SF-QB (To Free Agent) — Cardinals — Oct 22, 7:19pm"
2025-10-22T19:28:00,"Oct 22, 7:28pm",ChronicMasterdeflatr,waiver,Houston Texans,Houston Texans,HOU,DEF,Denver Broncos,Denver Broncos,DEN,DEF,,"Texans Hou-DEF (Free Agent) / Broncos Den-DEF (To Free Agent) — ChronicMasterdeflatr — Oct 22, 7:28pm"
2025-10-22T19:31:00,"Oct 22, 7:31pm",Wildcard,waiver,Brandon McManus,Brandon McManus,GB,K,Cam Little,Cam Little,JAX,K,,"Brandon McManus GB-K NA (Free Agent) / Cam Little Jax-K (To Free Agent) — Wildcard — Oct 22, 7:31pm"
2025-10-22T19:33:00,"Oct 22, 7:33pm",Wildcard,waiver,Tony Pollard,Tony Pollard,TEN,RB,Mike Evans,Mike Evans,SF,WR,,"Tony Pollard Ten-RB (Free Agent) / Mike Evans SF-WR (To Free Agent) — Wildcard — Oct 22, 7:33pm"
2025-10-22T19:36:00,"Oct 22, 7:36pm",Wildcard,waiver,Kayshon Boutte,Kayshon Boutte,NE,WR,Tre Tucker,Tre Tucker,LV,WR,,"Kayshon Boutte NE-WR (Free Agent) / Tre Tucker LV-WR (To Free Agent) — Wildcard — Oct 22, 7:36pm"
2025-10-22T19:44:00,"Oct 22, 7:44pm",Redskins,waiver,Marquise Brown,Marquise Brown,PHI,WR,Brian Thomas Jr.,Brian Thomas Jr.,JAX,WR,,"Hollywood Brown Phi-WR (Free Agent) / Brian Thomas Jr. Jax-WR (To Free Agent) — Redskins — Oct 22, 7:44pm"
2025-10-22T19:44:00,"Oct 22, 7:44pm",Redskins,waiver,Carson Wentz,Carson Wentz,MIN,QB,Sam Darnold,Sam Darnold,SEA,QB,,"Carson Wentz Min-QB Q (Free Agent) / Sam Darnold Sea-QB (To Free Agent) — Redskins — Oct 22, 7:44pm"
2025-10-22T19:48:00,"Oct 22, 7:48pm",Redskins,waiver,Nick Chubb,Nick Chubb,HOU,RB,Marquise Brown,Marquise Brown,PHI,WR,,"Nick Chubb Hou-RB NA (Free Agent) / Hollywood Brown Phi-WR (To Free Agent) — Redskins — Oct 22, 7:48pm"
2025-10-22T19:50:00,"Oct 22, 7:50pm",Redskins,waiver,Dallas Goedert,Dallas Goedert,PHI,TE,Darren Waller,Darren Waller,MIA,TE,,"Dallas Goedert Phi-TE (Free Agent) / Darren Waller Mia-TE NA (To Free Agent) — Redskins — Oct 22, 7:50pm"
2025-10-22T19:51:00,"Oct 22, 7:51pm",Redskins,waiver,Ryan Fitzgerald,Ryan Fitzgerald,CAR,K,Joshua Karty,Joshua Karty,ARI,K,,"Ryan Fitzgerald Car-K (Free Agent) / Joshua Karty Ari-K NA (To Free Agent) — Redskins — Oct 22, 7:51pm"
2025-10-22T19:55:00,"Oct 22, 7:55pm",Just Bout Dat Action,waiver,Philadelphia Eagles,Philadelphia Eagles,PHI,DEF,Detroit Lions,Detroit Lions,DET,DEF,,"Eagles Phi-DEF (Free Agent) / Lions Det-DEF (To Free Agent) — Just Bout Dat Action — Oct 22, 7:55pm"
2025-10-22T19:58:00,"Oct 22, 7:58pm",Just Bout Dat Action,waiver,Joey Slye,Joey Slye,TEN,K,Jason Myers,Jason Myers,SEA,K,,"Joey Slye Ten-K (Free Agent) / Jason Myers Sea-K (To Free Agent) — Just Bout Dat Action — Oct 22, 7:58pm"
2025-10-22T20:11:00,"Oct 22, 8:11pm",Greendawgs,waiver,Wan'Dale Robinson,Wan'Dale Robinson,TEN,WR,Jameson Williams,Jameson Williams,DET,WR,,"Wan'Dale Robinson Ten-WR Q (Free Agent) / Jameson Williams Det-WR (To Free Agent) — Greendawgs — Oct 22, 8:11pm"
2025-10-22T20:15:00,"Oct 22, 8:15pm",Greendawgs,waiver,Andy Dalton,Andy Dalton,PHI,QB,Justin Fields,Justin Fields,KC,QB,,"Andy Dalton Phi-QB (Free Agent) / Justin Fields KC-QB Q (To Free Agent) — Greendawgs — Oct 22, 8:15pm"
2025-10-22T20:20:00,"Oct 22, 8:20pm",Greendawgs,waiver,Troy Franklin,Troy Franklin,DEN,WR,Kendrick Bourne,Kendrick Bourne,ARI,WR,,"Troy Franklin Den-WR Q (Free Agent) / Kendrick Bourne Ari-WR (To Free Agent) — Greendawgs — Oct 22, 8:20pm"
2025-10-22T20:21:00,"Oct 22, 8:21pm",Greendawgs,waiver,Matt Prater,Matt Prater,BUF,K,Jake Bates,Jake Bates,DET,K,,"Matt Prater Buf-K NA (Free Agent) / Jake Bates Det-K (To Free Agent) — Greendawgs — Oct 22, 8:21pm"
2025-10-22T20:54:00,"Oct 22, 8:54pm",Hoofers,waiver,Atlanta Falcons,Atlanta Falcons,ATL,DEF,Cleveland Browns,Cleveland Browns,CLE,DEF,,"Falcons Atl-DEF (Free Agent) / Browns Cle-DEF (To Free Agent) — Hoofers — Oct 22, 8:54pm"
2025-10-29T16:17:00,"Oct 29, 4:17pm",Elite,waiver,,,,,Chuba Hubbard,Chuba Hubbard,CAR,RB,,"Chuba Hubbard Car-RB (To Free Agent) — Elite — Oct 29, 4:17pm"
2025-10-29T16:18:00,"Oct 29, 4:18pm",Elite,waiver,Kareem Hunt,Kareem Hunt,KC,RB,,,,,,"Kareem Hunt KC-RB NA — Elite — Oct 29, 4:18pm"
2025-10-29T16:19:00,"Oct 29, 4:19pm",Elite,waiver,,,,,DeVonta Smith,DeVonta Smith,PHI,WR,,"DeVonta Smith Phi-WR (To Free Agent) — Elite — Oct 29, 4:19pm"
2025-10-29T16:21:00,"Oct 29, 4:21pm",Elite,waiver,Kyler Murray,Kyler Murray,MIN,QB,,,,,,"Kyler Murray Min-QB Q — Elite — Oct 29, 4:21pm"
2025-10-29T16:22:00,"Oct 29, 4:22pm",Elite,waiver,,,,,Jauan Jennings,Jauan Jennings,MIN,WR,,"Jauan Jennings Min-WR (To Free Agent) — Elite — Oct 29, 4:22pm"
2025-10-29T16:23:00,"Oct 29, 4:23pm",Elite,waiver,Marvin Harrison Jr.,Marvin Harrison Jr.,ARI,WR,,,,,,"Marvin Harrison Jr. Ari-WR Q — Elite — Oct 29, 4:23pm"
2025-10-29T16:40:00,"Oct 29, 4:40pm",Cardinals,waiver,Sam Darnold,Sam Darnold,SEA,QB,Michael Penix Jr.,Michael Penix Jr.,ATL,QB,,"Sam Darnold Sea-QB (Free Agent) / Michael Penix Jr. Atl-QB Q (To Free Agent) — Cardinals — Oct 29, 4:40pm"
2025-10-29T16:42:00,"Oct 29, 4:42pm",Cardinals,waiver,Jake Bates,Jake Bates,DET,K,Chase McLaughlin,Chase McLaughlin,TB,K,,"Jake Bates Det-K (Free Agent) / Chase McLaughlin TB-K (To Free Agent) — Cardinals — Oct 29, 4:42pm"
2025-10-29T16:43:00,"Oct 29, 4:43pm",Cardinals,waiver,Los Angeles Chargers,Los Angeles Chargers,LAC,DEF,Minnesota Vikings,Minnesota Vikings,MIN,DEF,,"Chargers LAC-DEF (Free Agent) / Vikings Min-DEF (To Free Agent) — Cardinals — Oct 29, 4:43pm"
2025-10-29T16:55:00,"Oct 29, 4:55pm",Greendawgs,waiver,Brian Thomas Jr.,Brian Thomas Jr.,JAX,WR,Wan'Dale Robinson,Wan'Dale Robinson,TEN,WR,,"Brian Thomas Jr. Jax-WR (Free Agent) / Wan'Dale Robinson Ten-WR Q (To Free Agent) — Greendawgs — Oct 29, 4:55pm"
